game_id,season,week,date,time,team_org,opponent_team_org,team,opponent_team,points,opponent_points,points_difference,spread,win_against_spread,spread_percentage_sbr,moneyline_team,moneyline_opponent,total_team,total_opponent,spread_percentage_sportsplays,spread_percentage_vegas
,,,20161111,7:00p,Evansville,Louisville,EVAN,LOU,47,78,-31,+22.5,0,34%,+2500,-5000,141,141,19%,18%
,,,20161111,7:00p,Louisville,Evansville,LOU,EVAN,78,47,31,-22.5,1,66%,-5000,+2500,141,141,81%,82%
,,,20161111,7:00p,Georgia,Clemson,UGA,CLEM,64,74,-10,+4.5,0,54%,+175,-190,139.5,139.5,58%,60%
,,,20161111,7:00p,Clemson,Georgia,CLEM,UGA,74,64,10,-4.5,1,46%,-190,+175,139.5,139.5,42%,40%
,,,20161111,7:00p,Georgia Southern,North Carolina State,GASO,NCST,79,81,-2,+14.5,0,30%,+950,-1450,158,158,24%,46%
,,,20161111,7:00p,North Carolina State,Georgia Southern,NCST,GASO,81,79,2,-14.5,1,70%,-1450,+950,158,158,76%,54%
,,,20161111,7:00p,Bowling Green,Oakland,BGSU,OAK,70,78,-8,+8.5,0,56%,+325,-400,155,155,37%,NaN
,,,20161111,7:00p,Oakland,Bowling Green,OAK,BGSU,78,70,8,-8.5,1,44%,-400,+325,155,155,63%,83%
,,,20161111,7:00p,James Madison,Old Dominion,JMU,ODU,55,62,-7,+4,0,50%,+155,-175,126.5,126.5,46%,79%
,,,20161111,7:00p,Old Dominion,James Madison,ODU,JMU,62,55,7,-4,1,50%,-175,+155,126.5,126.5,54%,21%
,,,20161111,7:00p,Dartmouth,Rhode Island,DART,URI,61,84,-23,+18.5,0,32%,+1625,-3250,138,138,28%,29%
,,,20161111,7:00p,Rhode Island,Dartmouth,URI,DART,84,61,23,-18.5,1,68%,-3250,+1625,138,138,72%,71%
,,,20161111,9:00p,Coastal Carolina,Alabama,CCAR,ALA,53,70,-17,+12.5,0,49%,+650,-1000,135.5,135.5,31%,21%
,,,20161111,9:00p,Alabama,Coastal Carolina,ALA,CCAR,70,53,17,-12.5,1,51%,-1000,+650,135.5,135.5,69%,79%
,,,20161111,7:00p,Eastern Michigan,Pittsburgh,EMU,PITT,90,93,-3,+11.5,0,57%,+550,-800,153.5,153.5,44%,11%
,,,20161111,7:00p,Pittsburgh,Eastern Michigan,PITT,EMU,93,90,3,-11.5,1,43%,-800,+550,153.5,153.5,56%,89%
,,,20161111,6:30p,Louisiana Tech,South Carolina,LT,SCAR,76,85,-9,+10,0,51%,+450,-600,153.5,153.5,38%,73%
,,,20161111,6:30p,South Carolina,Louisiana Tech,SCAR,LT,85,76,9,-10,1,49%,-600,+450,153.5,153.5,62%,27%
,,,20161111,7:00p,La Salle,Temple,LAS,TEM,92,97,-5,-2.5,0,55%,-143,+123,140,140,48%,40%
,,,20161111,7:00p,Temple,La Salle,TEM,LAS,97,92,5,2.5,1,45%,+123,-143,140,140,52%,60%
,,,20161111,7:00p,Brown,Cincinnati,BRWN,CIN,55,84,-29,+23.5,0,31%,+2625,-5500,144,144,23%,6%
,,,20161111,7:00p,Cincinnati,Brown,CIN,BRWN,84,55,29,-23.5,1,69%,-5500,+2625,144,144,77%,94%
,,,20161111,8:00p,Indiana State,Northern Illinois,INST,NIU,78,80,-2,+6.5,0,36%,+255,-280,144,144,26%,31%
,,,20161111,8:00p,Northern Illinois,Indiana State,NIU,INST,80,78,2,-6.5,1,64%,-280,+255,144,144,74%,69%
,,,20161111,8:00p,Wright State,Southern Illinois,WRST,SIU,85,81,4,+5.5,1,46%,+215,-235,143.5,143.5,36%,27%
,,,20161111,8:00p,Southern Illinois,Wright State,SIU,WRST,81,85,-4,-5.5,0,54%,-235,+215,143.5,143.5,64%,73%
,,,20161111,8:00p,Ball State,Saint Louis,BALL,SLU,85,64,21,-3.5,1,60%,-160,+150,138,138,53%,74%
,,,20161111,8:00p,Saint Louis,Ball State,SLU,BALL,64,85,-21,3.5,0,40%,+150,-160,138,138,47%,26%
,,,20161111,9:00p,Pacific,UCLA,PAC,UCLA,80,119,-39,+17,0,55%,+1300,-2150,156,156,42%,35%
,,,20161111,9:00p,UCLA,Pacific,UCLA,PAC,119,80,39,-17,1,45%,-2150,+1300,156,156,58%,65%
,,,20161111,9:00p,North Carolina,Tulane,UNC,TULN,95,75,20,-20.5,1,67%,-4500,+2250,155,155,79%,58%
,,,20161111,9:00p,Tulane,North Carolina,TULN,UNC,75,95,-20,20.5,0,33%,+2250,-4500,155,155,21%,42%
,,,20161111,10:00p,UTSA,Fresno State,UTSA,FRES,66,69,-3,+15,0,43%,+1050,-1600,146.5,146.5,34%,34%
,,,20161111,10:00p,Fresno State,UTSA,FRES,UTSA,69,66,3,-15,1,57%,-1600,+1050,146.5,146.5,66%,66%
,,,20161111,10:00p,Utah State,UC Irvine,USU,UCI,72,56,16,+4,1,48%,+170,-200,149.5,149.5,36%,78%
,,,20161111,10:00p,UC Irvine,Utah State,UCI,USU,56,72,-16,-4,0,52%,-200,+170,149.5,149.5,64%,22%
,,,20161111,10:00p,South Alabama,UNLV,USA,UNLV,76,68,8,+6,1,50%,+225,-265,143.5,143.5,33%,55%
,,,20161111,10:00p,UNLV,South Alabama,UNLV,USA,68,76,-8,-6,0,50%,-265,+225,143.5,143.5,67%,45%
,,,20161111,10:00p,UC Riverside,Portland,UCRV,PORT,55,71,-16,+7,0,49%,+260,-320,147.5,147.5,49%,54%
,,,20161111,10:00p,Portland,UC Riverside,PORT,UCRV,71,55,16,-7,1,51%,-320,+260,147.5,147.5,51%,46%
,,,20161111,10:00p,Cal Poly,Pepperdine,CP,PEPP,68,77,-9,+8,0,46%,+313,-375,139.5,139.5,30%,NaN
,,,20161111,10:00p,Pepperdine,Cal Poly,PEPP,CP,77,68,9,-8,1,54%,-375,+313,139.5,139.5,70%,17%
