game_id,season,week,date,time,team_org,opponent_team_org,team,opponent_team,points,opponent_points,points_difference,spread,win_against_spread,spread_percentage_sbr,moneyline_team,moneyline_opponent,total_team,total_opponent,spread_percentage_sportsplays,spread_percentage_vegas
,,,20131108,6:00p,Boston College,Providence,BC,PROV,78,82,-4,+3,0,55%,+141,-151,142.5,142.5,42%,64%
,,,20131108,6:00p,Providence,Boston College,PROV,BC,82,78,4,-3,1,45%,-151,+141,142.5,142.5,58%,36%
,,,20131108,6:30p,Maryland,Connecticut,MD,CONN,77,78,-1,+5.5,0,39%,+210,-230,141.5,141.5,33%,41%
,,,20131108,6:30p,Connecticut,Maryland,CONN,MD,78,77,1,-5.5,1,61%,-230,+210,141.5,141.5,67%,59%
,,,20131108,8:00p,Oregon,Georgetown,ORE,GTWN,82,75,7,+4.5,1,50%,+180,-195,132,132,48%,54%
,,,20131108,8:00p,Georgetown,Oregon,GTWN,ORE,75,82,-7,-4.5,0,50%,-195,+180,132,132,52%,46%
,,,20131108,1:00p,Air Force,Army,AFA,ARMY,79,68,11,+3.5,1,43%,+160,-170,141.5,141.5,NaN,62%
,,,20131108,1:00p,Army,Air Force,ARMY,AFA,68,79,-11,-3.5,0,57%,-170,+160,141.5,141.5,NaN,38%
,,,20131108,3:30p,Citadel,Virginia Military,CIT,VMI,71,82,-11,+10.5,0,46%,+485,-575,158.5,158.5,34%,NaN
,,,20131108,3:30p,Virginia Military,Citadel,VMI,CIT,82,71,11,-10.5,1,54%,-575,+485,158.5,158.5,66%,79%
,,,20131108,9:00p,Florida Gulf Coast,Nebraska,FGCU,NEB,55,79,-24,+3,0,44%,+140,-150,131.5,131.5,41%,64%
,,,20131108,9:00p,Nebraska,Florida Gulf Coast,NEB,FGCU,79,55,24,-3,1,56%,-150,+140,131.5,131.5,59%,36%
,,,20131109,6:00p,Niagara,Seton Hall,NIAG,HALL,72,83,-11,+13.5,0,48%,+900,-1100,146,146,34%,n/a
,,,20131109,6:00p,Seton Hall,Niagara,HALL,NIAG,83,72,11,-13.5,1,52%,-1100,+900,146,146,66%,n/a
,,,20131109,8:30p,Eastern Illinois,Northwestern,EIU,NW,55,72,-17,+13,0,46%,+900,-1100,132,132,39%,n/a
,,,20131109,8:30p,Northwestern,Eastern Illinois,NW,EIU,72,55,17,-13,1,54%,-1100,+900,132,132,61%,n/a
,,,20131110,3:00p,Massachusetts,Boston College,MASS,BC,86,73,13,+3.5,1,45%,+150,-160,151,151,NaN,52%
,,,20131110,3:00p,Boston College,Massachusetts,BC,MASS,73,86,-13,-3.5,0,55%,-160,+150,151,151,NaN,48%
,,,20131110,1:00p,North Carolina-Wilmington,Iowa State,UNCW,ISU,62,95,-33,+18,0,43%,,,150,150,24%,37%
,,,20131110,1:00p,Iowa State,North Carolina-Wilmington,ISU,UNCW,95,62,33,-18,1,57%,,,150,150,76%,63%
,,,20131110,1:00p,Youngstown State,Eastern Kentucky,YSU,EKY,75,67,8,+4.5,1,32%,,,151,151,23%,13%
,,,20131110,1:00p,Eastern Kentucky,Youngstown State,EKY,YSU,67,75,-8,-4.5,0,68%,,,151,151,77%,87%
,,,20131110,3:30p,Florida International,Kennesaw State,FIU,KENN,66,58,8,-3,1,64%,-155,+145,140,140,NaN,63%
,,,20131110,3:30p,Kennesaw State,Florida International,KENN,FIU,58,66,-8,3,0,36%,+145,-155,140,140,NaN,37%
,,,20131110,5:00p,Elon,Marist,ELON,MRST,75,48,27,-2.5,1,65%,-125,+115,141.5,141.5,48%,n/a
,,,20131110,5:00p,Marist,Elon,MRST,ELON,48,75,-27,2.5,0,36%,+115,-125,141.5,141.5,52%,n/a
,,,20131110,4:30p,Nebraska-Omaha,Iowa,NEOM,IOWA,75,83,-8,+29.5,0,45%,+10000,-30000,157,157,39%,n/a
,,,20131110,4:30p,Iowa,Nebraska-Omaha,IOWA,NEOM,83,75,8,-29.5,1,55%,-30000,+10000,157,157,61%,n/a
,,,20131110,6:00p,Jacksonville State,Illinois,JVST,ILL,62,86,-24,+15.5,0,49%,+1400,-2500,132.5,132.5,NaN,n/a
,,,20131110,6:00p,Illinois,Jacksonville State,ILL,JVST,86,62,24,-15.5,1,51%,-2500,+1400,132.5,132.5,NaN,n/a
,,,20131110,6:00p,Tennessee-Martin,Colorado,UTM,COLO,65,91,-26,+24,0,38%,+6500,-16500,144.5,144.5,39%,n/a
,,,20131110,6:00p,Colorado,Tennessee-Martin,COLO,UTM,91,65,26,-24,1,62%,-16500,+6500,144.5,144.5,61%,n/a
,,,20131111,3:00p,Yale,Connecticut,YALE,CONN,62,80,-18,+15.5,0,55%,+1275,-1600,145.5,145.5,43%,48%
