game_id,season,week,date,time,team_org,opponent_team_org,team,opponent_team,points,opponent_points,points_difference,spread,win_against_spread,spread_percentage_sbr,moneyline_team,moneyline_opponent,total_team,total_opponent,spread_percentage_sportsplays,spread_percentage_vegas
,,,20160201,7:00p,North Carolina,Louisville,UNC,LOU,65,71,-6,+1.5,0,54%,+105,-125,148,148,65%,72%
,,,20160201,7:00p,Louisville,North Carolina,LOU,UNC,71,65,6,-1.5,1,46%,-125,+105,148,148,35%,28%
,,,20160201,7:00p,Oakland,Northern Kentucky,OAK,NKU,85,74,11,-6.5,1,63%,-300,+250,160,160,76%,64%
,,,20160201,7:00p,Northern Kentucky,Oakland,NKU,OAK,74,85,-11,6.5,0,37%,+250,-300,160,160,24%,36%
,,,20160201,8:00p,SMU,Houston,SMU,HOU,68,71,-3,-6,0,53%,-250,+210,142.5,142.5,61%,52%
,,,20160201,8:00p,Houston,SMU,HOU,SMU,71,68,3,6,1,47%,+210,-250,142.5,142.5,39%,48%
,,,20160201,9:00p,North Carolina State,Florida State,NCST,FSU,73,77,-4,+6,0,44%,+225,-265,146.5,146.5,37%,50%
,,,20160201,9:00p,Florida State,North Carolina State,FSU,NCST,77,73,4,-6,1,56%,-265,+225,146.5,146.5,63%,50%
,,,20160201,9:00p,Texas,Baylor,TEX,BAY,67,59,8,+4.5,1,47%,+175,-190,141,141,34%,34%
,,,20160201,9:00p,Baylor,Texas,BAY,TEX,59,67,-8,-4.5,0,53%,-190,+175,141,141,66%,66%
,,,20160201,7:00p,Monmouth,Siena,MONM,SIE,93,87,6,-1,1,59%,-118,-102,153.5,153.5,73%,73%
,,,20160201,7:00p,Siena,Monmouth,SIE,MONM,87,93,-6,1,0,41%,-102,-118,153.5,153.5,27%,27%
,,,20160201,7:00p,Quinnipiac,Fairfield,QUIN,FAIR,64,59,5,+8.5,1,56%,+400,-500,149.5,149.5,35%,61%
,,,20160201,7:00p,Fairfield,Quinnipiac,FAIR,QUIN,59,64,-5,-8.5,0,44%,-500,+400,149.5,149.5,65%,39%
,,,20160201,7:00p,Citadel,Chattanooga,CIT,CHAT,85,125,-40,+19.5,0,41%,+2500,-5000,175,175,36%,22%
,,,20160201,7:00p,Chattanooga,Citadel,CHAT,CIT,125,85,40,-19.5,1,59%,-5000,+2500,175,175,64%,78%
,,,20160201,7:00p,Mercer,Samford,MER,SAM,85,70,15,-2.5,1,68%,-145,+125,134,134,85%,91%
,,,20160201,7:00p,Samford,Mercer,SAM,MER,70,85,-15,2.5,0,32%,+125,-145,134,134,15%,9%
,,,20160202,7:00p,Drake,Indiana State,DRKE,INST,56,63,-7,+10.5,0,51%,+468,-550,143,143,26%,32%
,,,20160202,7:00p,Indiana State,Drake,INST,DRKE,63,56,7,-10.5,1,49%,-550,+468,143,143,74%,68%
,,,20160202,7:00p,Ball State,Bowling Green,BALL,BGSU,72,64,8,+3,1,46%,+135,-145,137,137,34%,55%
,,,20160202,7:00p,Bowling Green,Ball State,BGSU,BALL,64,72,-8,-3,0,54%,-145,+135,137,137,66%,45%
,,,20160202,7:00p,Western Michigan,Toledo,WMU,TOL,62,89,-27,+6,0,38%,+240,-260,153,153,27%,34%
,,,20160202,7:00p,Toledo,Western Michigan,TOL,WMU,89,62,27,-6,1,62%,-260,+240,153,153,73%,66%
,,,20160202,7:00p,Akron,Ohio,AKR,OHIO,80,68,12,+2.5,1,55%,+125,-135,147,147,66%,64%
,,,20160202,7:00p,Ohio,Akron,OHIO,AKR,68,80,-12,-2.5,0,45%,-135,+125,147,147,34%,36%
,,,20160202,7:00p,Kent State,Central Michigan,KENT,CMU,61,88,-27,+5.5,0,46%,+190,-230,141,141,55%,62%
,,,20160202,7:00p,Central Michigan,Kent State,CMU,KENT,88,61,27,-5.5,1,54%,-230,+190,141,141,45%,38%
,,,20160202,7:00p,Miami (OH),Eastern Michigan,M-OH,EMU,69,94,-25,+10.5,0,48%,+438,-575,138,138,23%,12%
,,,20160202,7:00p,Eastern Michigan,Miami (OH),EMU,M-OH,94,69,25,-10.5,1,52%,-575,+438,138,138,77%,88%
,,,20160202,7:00p,LSU,Auburn,LSU,AUB,80,68,12,-7,1,44%,-300,+250,161,161,52%,51%
,,,20160202,7:00p,Auburn,LSU,AUB,LSU,68,80,-12,7,0,56%,+250,-300,161,161,48%,49%
,,,20160202,7:00p,Kentucky,Tennessee,UK,TENN,77,84,-7,-8,0,52%,-400,+325,152.5,152.5,68%,67%
