game_id,season,week,date,time,team_org,opponent_team_org,team,opponent_team,points,opponent_points,points_difference,spread,win_against_spread,spread_percentage_sbr,moneyline_team,moneyline_opponent,total_team,total_opponent,spread_percentage_sportsplays,spread_percentage_vegas
,,,20150301,3:00p,Oregon State,California,ORST,CAL,56,73,-17,+3.5,0,36%,+150,-160,117.5,117.5,28%,16%
,,,20150301,3:00p,California,Oregon State,CAL,ORST,73,56,17,-3.5,1,64%,-160,+150,117.5,117.5,72%,84%
,,,20150301,3:00p,South Florida,Houston,USF,HOU,55,72,-17,+5.5,0,49%,+210,-230,125.5,125.5,36%,36%
,,,20150301,3:00p,Houston,South Florida,HOU,USF,72,55,17,-5.5,1,51%,-230,+210,125.5,125.5,64%,64%
,,,20150301,3:30p,Marquette,Providence,MARQ,PROV,66,77,-11,+9.5,0,42%,+435,-500,134,134,40%,48%
,,,20150301,3:30p,Providence,Marquette,PROV,MARQ,77,66,11,-9.5,1,58%,-500,+435,134,134,60%,52%
,,,20150301,7:30p,Purdue,Ohio State,PUR,OSU,61,65,-4,+9,0,60%,+390,-440,133,133,66%,63%
,,,20150301,7:30p,Ohio State,Purdue,OSU,PUR,65,61,4,-9,1,40%,-440,+390,133,133,34%,37%
,,,20150301,4:00p,Michigan State,Wisconsin,MSU,WIS,61,68,-7,+9,0,56%,+378,-425,125.5,125.5,60%,56%
,,,20150301,4:00p,Wisconsin,Michigan State,WIS,MSU,68,61,7,-9,1,44%,-425,+378,125.5,125.5,40%,44%
,,,20150301,6:30p,Pittsburgh,Wake Forest,PITT,WAKE,66,69,-3,-1.5,0,57%,-118,+108,140,140,75%,68%
,,,20150301,6:30p,Wake Forest,Pittsburgh,WAKE,PITT,69,66,3,1.5,1,43%,+108,-118,140,140,25%,32%
,,,20150301,7:00p,Oregon,Stanford,ORE,STAN,73,70,3,+6.5,1,61%,+248,-270,147,147,68%,63%
,,,20150301,7:00p,Stanford,Oregon,STAN,ORE,70,73,-3,-6.5,0,39%,-270,+248,147,147,32%,37%
,,,20150301,8:30p,Arizona State,Colorado,ASU,COLO,81,87,-6,+4,0,51%,+170,-185,130,130,50%,38%
,,,20150301,8:30p,Colorado,Arizona State,COLO,ASU,87,81,6,-4,1,49%,-185,+170,130,130,50%,62%
,,,20150301,9:30p,Washington State,UCLA,WSU,UCLA,67,72,-5,+15,0,42%,+1130,-1430,148,148,40%,33%
,,,20150301,9:30p,UCLA,Washington State,UCLA,WSU,72,67,5,-15,1,58%,-1430,+1130,148,148,60%,67%
,,,20150301,2:00p,Quinnipiac,Manhattan,QUIN,MAN,65,69,-4,+5,0,48%,,,142,142,42%,36%
,,,20150301,2:00p,Manhattan,Quinnipiac,MAN,QUIN,69,65,4,-5,1,52%,,,142,142,58%,64%
,,,20150301,2:00p,Marist,Rider,MRST,RID,49,59,-10,+8,0,46%,+325,-360,128,128,32%,34%
,,,20150301,2:00p,Rider,Marist,RID,MRST,59,49,10,-8,1,54%,-360,+325,128,128,68%,66%
,,,20150301,2:00p,Fairfield,Niagara,FAIR,NIAG,56,57,-1,+4.5,0,49%,+175,-190,130,130,38%,26%
,,,20150301,2:00p,Niagara,Fairfield,NIAG,FAIR,57,56,1,-4.5,1,51%,-190,+175,130,130,62%,74%
,,,20150301,4:30p,Siena,Monmouth,SIE,MONM,57,63,-6,+7.5,0,53%,+285,-315,137,137,50%,58%
,,,20150301,4:30p,Monmouth,Siena,MONM,SIE,63,57,6,-7.5,1,47%,-315,+285,137,137,50%,NaN
,,,20150302,7:00p,Virginia,Syracuse,UVA,SYR,59,47,12,-5.5,1,51%,-230,+210,113,113,58%,52%
,,,20150302,7:00p,Syracuse,Virginia,SYR,UVA,47,59,-12,5.5,0,49%,+210,-230,113,113,42%,48%
,,,20150302,7:00p,Baylor,Texas,BAY,TEX,59,61,-2,+4,0,57%,+160,-170,128.5,128.5,68%,62%
,,,20150302,7:00p,Texas,Baylor,TEX,BAY,61,59,2,-4,1,43%,-170,+160,128.5,128.5,32%,38%
,,,20150302,9:00p,Boston College,Virginia Tech,BC,VT,66,59,7,-1,1,47%,-115,+105,134,134,39%,48%
,,,20150302,9:00p,Virginia Tech,Boston College,VT,BC,59,66,-7,1,0,53%,+105,-115,134,134,61%,52%
,,,20150302,9:00p,Oklahoma,Iowa State,OKLA,ISU,70,77,-7,+6,0,45%,+220,-240,151.5,151.5,34%,44%
,,,20150302,9:00p,Iowa State,Oklahoma,ISU,OKLA,77,70,7,-6,1,55%,-240,+220,151.5,151.5,66%,56%
,,,20150303,7:00p,Maryland,Rutgers,MD,RUTG,60,50,10,-7,1,55%,-310,+280,131,131,72%,50%
,,,20150303,7:00p,Rutgers,Maryland,RUTG,MD,50,60,-10,7,0,45%,+280,-310,131,131,28%,50%
,,,20150303,7:00p,North Carolina,Georgia Tech,UNC,GT,81,49,32,-5.5,1,60%,-230,+210,139.5,139.5,78%,62%
,,,20150303,7:00p,Georgia Tech,North Carolina,GT,UNC,49,81,-32,5.5,0,40%,+210,-230,139.5,139.5,22%,38%
,,,20150303,7:00p,Rhode Island,Dayton,URI,DAY,59,75,-16,+4,0,38%,+165,-175,125.5,125.5,29%,41%
,,,20150303,7:00p,Dayton,Rhode Island,DAY,URI,75,59,16,-4,1,62%,-175,+165,125.5,125.5,71%,59%
,,,20150303,7:00p,Georgetown,Butler,GTWN,BUT,60,54,6,+3.5,1,41%,+155,-165,128.5,128.5,31%,35%
,,,20150303,7:00p,Butler,Georgetown,BUT,GTWN,54,60,-6,-3.5,0,59%,-165,+155,128.5,128.5,69%,65%
,,,20150303,7:00p,Iowa,Indiana,IOWA,IND,77,63,14,+3,1,41%,+135,-145,145,145,35%,32%
,,,20150303,7:00p,Indiana,Iowa,IND,IOWA,63,77,-14,-3,0,59%,-145,+135,145,145,65%,68%
,,,20150303,7:00p,Eastern Michigan,Ball State,EMU,BALL,67,60,7,-3,1,69%,-145,+135,128.5,128.5,74%,76%
