game_id,season,week,date,time,team_org,opponent_team_org,team,opponent_team,points,opponent_points,points_difference,spread,win_against_spread,spread_percentage_sbr,moneyline_team,moneyline_opponent,total_team,total_opponent,spread_percentage_sportsplays,spread_percentage_vegas
,,,20131201,1:00p,Wichita State,Saint Louis,WICH,SLU,70,65,5,+3.5,1,56%,+150,-170,131.5,131.5,63%,60%
,,,20131201,1:00p,Saint Louis,Wichita State,SLU,WICH,65,70,-5,-3.5,0,44%,-170,+150,131.5,131.5,37%,40%
,,,20131201,1:00p,Cornell,Notre Dame,COR,ND,67,101,-34,+26,0,50%,+7500,-20000,148,148,35%,31%
,,,20131201,1:00p,Notre Dame,Cornell,ND,COR,101,67,34,-26,1,50%,-20000,+7500,148,148,65%,69%
,,,20131201,1:00p,Loyola (IL),Mississippi State,L-IL,MSST,64,65,-1,+9,0,35%,,,130.5,130.5,19%,22%
,,,20131201,1:00p,Mississippi State,Loyola (IL),MSST,L-IL,65,64,1,-9,1,65%,,,130.5,130.5,81%,78%
,,,20131201,6:00p,North Carolina,UAB,UNC,UAB,59,63,-4,-7.5,0,61%,-320,+290,161.5,161.5,77%,75%
,,,20131201,6:00p,UAB,North Carolina,UAB,UNC,63,59,4,7.5,1,39%,+290,-320,161.5,161.5,23%,25%
,,,20131201,5:00p,North Carolina-Wilmington,East Carolina,UNCW,ECU,70,68,2,+10.5,1,34%,+600,-750,144,144,19%,25%
,,,20131201,5:00p,East Carolina,North Carolina-Wilmington,ECU,UNCW,68,70,-2,-10.5,0,66%,-750,+600,144,144,81%,75%
,,,20131201,4:00p,Oregon State,DePaul,ORST,DEP,81,93,-12,+3.5,0,57%,+145,-155,159.5,159.5,64%,78%
,,,20131201,4:00p,DePaul,Oregon State,DEP,ORST,93,81,12,-3.5,1,43%,-155,+145,159.5,159.5,36%,22%
,,,20131201,8:30p,Kentucky,Providence,UK,PROV,79,65,14,-6.5,1,64%,-270,+248,144.5,144.5,79%,70%
,,,20131201,8:30p,Providence,Kentucky,PROV,UK,65,79,-14,6.5,0,36%,+248,-270,144.5,144.5,21%,30%
,,,20131201,8:30p,Kentucky,Providence,UK,PROV,79,65,14,-6.5,1,64%,-270,+248,144.5,144.5,79%,70%
,,,20131201,8:30p,Providence,Kentucky,PROV,UK,65,79,-14,6.5,0,36%,+248,-270,144.5,144.5,21%,30%
,,,20131201,8:30p,Kentucky,Providence,UK,PROV,79,65,14,-6.5,1,64%,-270,+248,144.5,144.5,79%,70%,,,139,139,NaN,NaN
,,,20131201,8:30p,Providence,Kentucky,PROV,UK,65,79,-14,6.5,0,36%,+248,-270,144.5,144.5,21%,30%,,,139,139,NaN,35%
,,,20131201,2:00p,LSU,Butler,LSU,BUT,70,68,2,-3.5,1,44%,-155,+145,143.5,143.5,39%,39%
,,,20131201,2:00p,Butler,LSU,BUT,LSU,68,70,-2,3.5,0,56%,+145,-155,143.5,143.5,61%,61%
,,,20131201,5:00p,Siena,Purdue,SIE,PUR,63,68,-5,+11,0,40%,+515,-620,150,150,28%,14%
,,,20131201,5:00p,Purdue,Siena,PUR,SIE,68,63,5,-11,1,60%,-620,+515,150,150,72%,86%
,,,20131201,7:30p,Memphis,Oklahoma State,MEM,OKST,73,68,5,+6,1,35%,+230,-250,162.5,162.5,18%,22%
