game_id,season,week,date,time,team_org,opponent_team_org,team,opponent_team,points,opponent_points,points_difference,spread,win_against_spread,spread_percentage_sbr,moneyline_team,moneyline_opponent,total_team,total_opponent,spread_percentage_sportsplays,spread_percentage_vegas
game_id,season,week,date,time,team_org,opponent_team_org,team,opponent_team,points,opponent_points,points_difference,spread,win_against_spread,spread_percentage_sbr,moneyline_team,moneyline_opponent,total_team,total_opponent,spread_percentage_sportsplays,spread_percentage_vegas
,,,20140201,11:00a,Richmond,Virginia Commonwealth,RICH,VCU,70,81,-11,+9.5,0,52%,+420,-475,135,135,42%,35%
,,,20140201,11:00a,Virginia Commonwealth,Richmond,VCU,RICH,81,70,11,-9.5,1,48%,-475,+420,135,135,58%,65%
,,,20140201,12:00p,Ohio State,Wisconsin,OSU,WIS,59,58,1,+5,1,48%,+190,-210,130.5,130.5,41%,30%
,,,20140201,12:00p,Wisconsin,Ohio State,WIS,OSU,58,59,-1,-5,0,52%,-210,+190,130.5,130.5,59%,70%
,,,20140201,12:00p,North Carolina-Wilmington,Delaware,UNCW,DEL,65,66,-1,+11.5,0,37%,+640,-810,151.5,151.5,20%,47%
,,,20140201,12:00p,Delaware,North Carolina-Wilmington,DEL,UNCW,66,65,1,-11.5,1,63%,-810,+640,151.5,151.5,80%,53%
,,,20140201,12:00p,Florida Atlantic,Marshall,FAU,MRSH,65,57,8,+4,1,46%,+160,-170,138,138,25%,71%
,,,20140201,12:00p,Marshall,Florida Atlantic,MRSH,FAU,57,65,-8,-4,0,54%,-170,+160,138,138,75%,29%
,,,20140201,12:00p,Georgia Tech,Wake Forest,GT,WAKE,79,70,9,+4.5,1,38%,+175,-190,134,134,17%,67%
,,,20140201,12:00p,Wake Forest,Georgia Tech,WAKE,GT,70,79,-9,-4.5,0,62%,-190,+175,134,134,83%,33%
,,,20140201,12:00p,Seton Hall,Xavier,HALL,XAV,68,60,8,+8,1,46%,+328,-365,145,145,33%,69%
,,,20140201,12:00p,Xavier,Seton Hall,XAV,HALL,60,68,-8,-8,0,54%,-365,+328,145,145,67%,31%
,,,20140201,12:00p,Maryland,Virginia Tech,MD,VT,80,60,20,-5.5,1,55%,-230,+210,140.5,140.5,82%,34%
,,,20140201,12:00p,Virginia Tech,Maryland,VT,MD,60,80,-20,5.5,0,45%,+210,-230,140.5,140.5,18%,66%
,,,20140201,12:00p,Boston College,Notre Dame,BC,ND,73,76,-3,+6.5,0,50%,+255,-280,138,138,54%,25%
,,,20140201,12:00p,Notre Dame,Boston College,ND,BC,76,73,3,-6.5,1,50%,-280,+255,138,138,46%,75%
,,,20140201,1:00p,Toledo,Ohio,TOL,OHIO,90,95,-5,+2.5,0,55%,+130,-140,146.5,146.5,56%,71%
,,,20140201,1:00p,Ohio,Toledo,OHIO,TOL,95,90,5,-2.5,1,45%,-140,+130,146.5,146.5,44%,29%
,,,20140201,12:30p,George Washington,Dayton,GW,DAY,65,75,-10,+3,0,49%,+140,-150,137.5,137.5,55%,38%
,,,20140201,12:30p,Dayton,George Washington,DAY,GW,75,65,10,-3,1,51%,-150,+140,137.5,137.5,45%,62%
,,,20140201,1:00p,Providence,DePaul,PROV,DEP,77,72,5,-6,1,65%,-240,+220,138,138,74%,60%
,,,20140201,1:00p,DePaul,Providence,DEP,PROV,72,77,-5,6,0,35%,+220,-240,138,138,26%,40%
,,,20140201,1:00p,Kentucky,Missouri,UK,MIZZ,84,79,5,-1.5,1,52%,-120,+110,144.5,144.5,57%,56%
,,,20140201,1:00p,Missouri,Kentucky,MIZZ,UK,79,84,-5,1.5,0,48%,+110,-120,144.5,144.5,43%,44%
,,,20140201,1:30p,South Carolina,Ole Miss,SCAR,MISS,71,75,-4,+10.5,0,42%,+480,-570,151,151,29%,54%
,,,20140201,1:30p,Ole Miss,South Carolina,MISS,SCAR,75,71,4,-10.5,1,58%,-570,+480,151,151,71%,46%
,,,20140201,1:30p,Georgia,Auburn,UGA,AUB,67,74,-7,+3.5,0,46%,+160,-170,137.5,137.5,49%,93%
,,,20140201,1:30p,Auburn,Georgia,AUB,UGA,74,67,7,-3.5,1,54%,-170,+160,137.5,137.5,51%,7%
,,,20140201,1:30p,TCU,Texas Tech,TCU,TTU,54,60,-6,+10,0,42%,+460,-540,130.5,130.5,42%,37%
,,,20140201,1:30p,Texas Tech,TCU,TTU,TCU,60,54,6,-10,1,58%,-540,+460,130.5,130.5,58%,63%
,,,20140201,1:30p,Kansas State,West Virginia,KSU,WVU,71,81,-10,+4,0,61%,+160,-170,133.5,133.5,NaN,65%
,,,20140201,1:30p,West Virginia,Kansas State,WVU,KSU,81,71,10,-4,1,39%,-170,+160,133.5,133.5,NaN,35%
,,,20140201,2:00p,Baylor,Oklahoma State,BAY,OKST,76,70,6,+11,1,50%,+595,-740,145,145,44%,42%
,,,20140201,2:00p,Oklahoma State,Baylor,OKST,BAY,70,76,-6,-11,0,50%,-740,+595,145,145,56%,58%
,,,20140201,2:00p,Northwestern,Minnesota,NW,MINN,55,54,1,+10.5,1,52%,+480,-570,124,124,46%,52%
,,,20140201,2:00p,Minnesota,Northwestern,MINN,NW,54,55,-1,-10.5,0,48%,-570,+480,124,124,54%,48%
,,,20140201,1:00p,North Carolina State,North Carolina,NCST,UNC,70,84,-14,+9.5,0,53%,+435,-500,144,144,45%,72%
,,,20140201,1:00p,North Carolina,North Carolina State,UNC,NCST,84,70,14,-9.5,1,47%,-500,+435,144,144,55%,28%
,,,20140201,2:00p,Memphis,SMU,MEM,SMU,72,87,-15,+3,0,45%,+135,-145,139,139,57%,45%
,,,20140201,2:00p,SMU,Memphis,SMU,MEM,87,72,15,-3,1,55%,-145,+135,139,139,43%,55%
,,,20140201,2:00p,Central Michigan,Western Michigan,CMU,WMU,72,75,-3,+9,0,57%,+378,-425,138.5,138.5,48%,81%
,,,20140201,2:00p,Western Michigan,Central Michigan,WMU,CMU,75,72,3,-9,1,43%,-425,+378,138.5,138.5,52%,19%
,,,20140201,2:00p,Northern Illinois,Ball State,NIU,BALL,67,65,2,+2.5,1,51%,+125,-135,122,122,45%,84%
,,,20140201,2:00p,Ball State,Northern Illinois,BALL,NIU,65,67,-2,-2.5,0,49%,-135,+125,122,122,55%,16%
,,,20140201,2:00p,Utah,Colorado,UTAH,COLO,75,79,-4,+2,0,46%,+120,-130,133,133,35%,29%
,,,20140201,2:00p,Colorado,Utah,COLO,UTAH,79,75,4,-2,1,54%,-130,+120,133,133,65%,71%
,,,20140201,2:30p,George Mason,Saint Louis,GMU,SLU,81,87,-6,+15.5,0,43%,+1150,-1450,130.5,130.5,33%,86%
,,,20140201,2:30p,Saint Louis,George Mason,SLU,GMU,87,81,6,-15.5,1,57%,-1450,+1150,130.5,130.5,67%,14%
,,,20140201,3:00p,Michigan State,Georgetown,MSU,GTWN,60,64,-4,-8,0,57%,-385,+345,133,133,81%,45%
,,,20140201,3:00p,Georgetown,Michigan State,GTWN,MSU,64,60,4,8,1,43%,+345,-385,133,133,19%,55%
,,,20140201,3:05p,Bradley,Missouri State,BRAD,MOSU,61,74,-13,+5.5,0,50%,+210,-230,133,133,21%,46%
,,,20140201,3:05p,Missouri State,Bradley,MOSU,BRAD,74,61,13,-5.5,1,50%,-230,+210,133,133,79%,54%
,,,20140201,3:00p,Evansville,Wichita State,EVAN,WICH,67,81,-14,+19.5,0,43%,+2125,-4250,135,135,32%,64%
