game_id,season,week,date,time,team_org,opponent_team_org,team,opponent_team,points,opponent_points,points_difference,spread,win_against_spread,spread_percentage_sbr,moneyline_team,moneyline_opponent,total_team,total_opponent,spread_percentage_sportsplays,spread_percentage_vegas
,,,20170101,2:15p,Michigan,Iowa,MICH,IOWA,83,86,-3,-2.5,0,57%,-150,+130,147,147,59%,30%
,,,20170101,2:15p,Iowa,Michigan,IOWA,MICH,86,83,3,2.5,1,43%,+130,-150,147,147,41%,70%
,,,20170101,7:00p,Ohio State,Illinois,OSU,ILL,70,75,-5,-1,0,53%,-118,-102,138.5,138.5,64%,66%
,,,20170101,7:00p,Illinois,Ohio State,ILL,OSU,75,70,5,1,1,47%,-102,-118,138.5,138.5,36%,34%
,,,20170101,2:00p,Illinois State,Loyola (IL),ILST,L-IL,81,59,22,0,1,0%,-105,-105,131.5,131.5,42%,54%
,,,20170101,2:00p,Loyola (IL),Illinois State,L-IL,ILST,59,81,-22,0,0,0%,-105,-105,131.5,131.5,58%,46%
,,,20170101,2:00p,Bradley,Wichita State,BRAD,WICH,66,100,-34,+25,0,38%,+4000,-10000,134.5,134.5,30%,21%
,,,20170101,2:00p,Wichita State,Bradley,WICH,BRAD,100,66,34,-25,1,62%,-10000,+4000,134.5,134.5,70%,79%
,,,20170101,12:00p,Nebraska,Maryland,NEB,MD,67,65,2,+7.5,1,42%,+310,-340,137,137,23%,39%
,,,20170101,12:00p,Maryland,Nebraska,MD,NEB,65,67,-2,-7.5,0,58%,-340,+310,137,137,77%,61%
,,,20170101,2:30p,Penn State,Rutgers,PSU,RUTG,60,47,13,+3,1,50%,+135,-155,136.5,136.5,52%,80%
,,,20170101,2:30p,Rutgers,Penn State,RUTG,PSU,47,60,-13,-3,0,50%,-155,+135,136.5,136.5,48%,20%
,,,20170101,3:00p,Providence,Butler,PROV,BUT,61,78,-17,+10,0,49%,+485,-635,138,138,46%,51%
,,,20170101,3:00p,Butler,Providence,BUT,PROV,78,61,17,-10,1,51%,-635,+485,138,138,54%,49%
,,,20170101,4:30p,Minnesota,Purdue,MINN,PUR,91,82,9,+14,1,49%,+850,-1300,142.5,142.5,52%,72%
,,,20170101,4:30p,Purdue,Minnesota,PUR,MINN,82,91,-9,-14,0,51%,-1300,+850,142.5,142.5,48%,28%
,,,20170101,4:00p,Northern Iowa,Evansville,UNI,EVAN,58,70,-12,+2.5,0,35%,+125,-145,119.5,119.5,28%,48%
,,,20170101,4:00p,Evansville,Northern Iowa,EVAN,UNI,70,58,12,-2.5,1,65%,-145,+125,119.5,119.5,72%,52%
,,,20170101,6:00p,UAB,Middle Tennessee,UAB,MTU,49,60,-11,+8.5,0,43%,,,136,136,41%,35%
,,,20170101,6:00p,Middle Tennessee,UAB,MTU,UAB,60,49,11,-8.5,1,57%,,,136,136,59%,NaN
,,,20170101,4:00p,UTEP,UTSA,UTEP,UTSA,55,67,-12,+2,0,51%,+115,-135,135.5,135.5,39%,73%
,,,20170101,4:00p,UTSA,UTEP,UTSA,UTEP,67,55,12,-2,1,49%,-135,+115,135.5,135.5,61%,27%
,,,20170101,3:00p,Louisiana Tech,Southern Miss,LT,USM,79,55,24,-13.5,1,64%,-1250,+800,135,135,72%,78%
,,,20170101,3:00p,Southern Miss,Louisiana Tech,USM,LT,55,79,-24,13.5,0,36%,+800,-1250,135,135,28%,22%
,,,20170101,4:30p,Marquette,Seton Hall,MARQ,HALL,66,69,-3,+3.5,0,45%,+140,-160,154.5,154.5,36%,27%
,,,20170101,4:30p,Seton Hall,Marquette,HALL,MARQ,69,66,3,-3.5,1,55%,-160,+140,154.5,154.5,64%,73%
,,,20170101,5:00p,Drake,Southern Illinois,DRKE,SIU,69,83,-14,+6.5,0,50%,+230,-270,145.5,145.5,NaN,50%
