game_id,season,week,date,time,team_org,opponent_team_org,team,opponent_team,points,opponent_points,points_difference,spread,win_against_spread,spread_percentage_sbr,moneyline_team,moneyline_opponent,total_team,total_opponent,spread_percentage_sportsplays,spread_percentage_vegas
,,,20140101,3:05p,Loyola (IL),Indiana State,L-IL,INST,58,70,-12,+14,0,44%,+925,-1125,133.5,133.5,28%,43%
,,,20140101,3:05p,Indiana State,Loyola (IL),INST,L-IL,70,58,12,-14,1,56%,-1125,+925,133.5,133.5,72%,57%
,,,20140101,3:00p,UNLV,Fresno State,UNLV,FRES,75,62,13,-4,1,65%,-175,+165,143.5,143.5,65%,77%
,,,20140101,3:00p,Fresno State,UNLV,FRES,UNLV,62,75,-13,4,0,35%,+165,-175,143.5,143.5,35%,23%
,,,20140101,4:00p,Boston College,Harvard,BC,HARV,58,73,-15,+9,0,44%,+365,-410,143.5,143.5,34%,50%
,,,20140101,4:00p,Harvard,Boston College,HARV,BC,73,58,15,-9,1,56%,-410,+365,143.5,143.5,66%,50%
,,,20140101,6:00p,SMU,Cincinnati,SMU,CIN,57,65,-8,+7.5,0,41%,+295,-325,126,126,24%,30%
,,,20140101,6:00p,Cincinnati,SMU,CIN,SMU,65,57,8,-7.5,1,59%,-325,+295,126,126,76%,70%
,,,20140101,7:00p,Old Dominion,William & Mary,ODU,WM,68,74,-6,+3,0,39%,+145,-155,134,134,39%,44%
,,,20140101,7:00p,William & Mary,Old Dominion,WM,ODU,74,68,6,-3,1,61%,-155,+145,134,134,61%,56%
,,,20140101,8:00p,Utah State,Air Force,USU,AFA,72,73,-1,-7.5,0,59%,-345,+315,138,138,NaN,77%
,,,20140101,8:00p,Air Force,Utah State,AFA,USU,73,72,1,7.5,1,41%,+315,-345,138,138,NaN,23%
,,,20140101,8:05p,Evansville,Drake,EVAN,DRKE,66,94,-28,+7,0,52%,+260,-320,137.5,137.5,NaN,60%
,,,20140101,8:05p,Drake,Evansville,DRKE,EVAN,94,66,28,-7,1,48%,-320,+260,137.5,137.5,NaN,40%
,,,20140101,8:00p,Bradley,Northern Iowa,BRAD,UNI,46,80,-34,+12.5,0,47%,+700,-900,132,132,38%,57%
,,,20140101,8:00p,Northern Iowa,Bradley,UNI,BRAD,80,46,34,-12.5,1,53%,-900,+700,132,132,62%,43%
,,,20140101,8:00p,Temple,Rutgers,TEM,RUTG,66,71,-5,-1.5,0,62%,-125,+115,148,148,69%,87%
,,,20140101,8:00p,Rutgers,Temple,RUTG,TEM,71,66,5,1.5,1,38%,+115,-125,148,148,31%,13%
,,,20140101,9:00p,San Diego State,Colorado State,SDSU,CSU,71,61,10,-4,1,60%,-175,+165,137.5,137.5,66%,75%
,,,20140101,9:00p,Colorado State,San Diego State,CSU,SDSU,61,71,-10,4,0,40%,+165,-175,137.5,137.5,34%,25%
,,,20140101,10:00p,Nevada,San Jose State,NEV,SJSU,62,50,12,-3.5,1,57%,-160,+150,142.5,142.5,49%,31%
,,,20140101,10:00p,San Jose State,Nevada,SJSU,NEV,50,62,-12,3.5,0,43%,+150,-160,142.5,142.5,51%,69%
,,,20140101,2:00p,Charleston,Davidson,COFC,DAV,76,64,12,+6,1,39%,+240,-260,137.5,137.5,33%,NaN
,,,20140101,2:00p,Davidson,Charleston,DAV,COFC,64,76,-12,-6,0,61%,-260,+240,137.5,137.5,67%,77%
,,,20140102,2:00p,Hofstra,Tulane,HOF,TULN,58,61,-3,+4,0,39%,+160,-170,139.5,139.5,23%,25%
,,,20140102,2:00p,Tulane,Hofstra,TULN,HOF,61,58,3,-4,1,61%,-170,+160,139.5,139.5,77%,75%
,,,20140102,7:00p,Michigan,Minnesota,MICH,MINN,63,60,3,+2,1,42%,+120,-130,138,138,36%,41%
,,,20140102,7:00p,Minnesota,Michigan,MINN,MICH,60,63,-3,-2,0,58%,-130,+120,138,138,64%,59%
,,,20140102,7:00p,Wisconsin,Northwestern,WIS,NW,76,49,27,-10,1,60%,-520,+448,124.5,124.5,76%,71%
,,,20140102,7:00p,Northwestern,Wisconsin,NW,WIS,49,76,-27,10,0,40%,+448,-520,124.5,124.5,24%,29%
,,,20140102,7:00p,Marshall,Akron,MRSH,AKR,58,59,-1,+11.5,0,36%,+565,-695,149.5,149.5,31%,18%
,,,20140102,7:00p,Akron,Marshall,AKR,MRSH,59,58,1,-11.5,1,64%,-695,+565,149.5,149.5,69%,82%
,,,20140102,7:00p,Oakland,Wright State,OAK,WRST,64,76,-12,+7,0,44%,+280,-310,136,136,39%,42%
,,,20140102,7:00p,Wright State,Oakland,WRST,OAK,76,64,12,-7,1,56%,-310,+280,136,136,61%,58%
,,,20140102,6:00p,Rhode Island,Brown,URI,BRWN,75,66,9,+3,1,59%,+140,-150,137.5,137.5,64%,65%
,,,20140102,6:00p,Brown,Rhode Island,BRWN,URI,66,75,-9,-3,0,41%,-150,+140,137.5,137.5,36%,35%
