game_id,season,week,date,time,team_org,opponent_team_org,team,opponent_team,points,opponent_points,points_difference,spread,win_against_spread,spread_percentage_sbr,moneyline_team,moneyline_opponent,total_team,total_opponent,spread_percentage_sportsplays,spread_percentage_vegas
,,,20151113,5:00p,Colorado,Iowa State,COLO,ISU,62,68,-6,+10.5,0,38%,+450,-600,150.5,150.5,19%,50%
,,,20151113,5:00p,Iowa State,Colorado,ISU,COLO,68,62,6,-10.5,1,62%,-600,+450,150.5,150.5,81%,50%
,,,20151113,7:00p,Florida Atlantic,Michigan State,FAU,MSU,55,82,-27,+23.5,0,51%,+2500,-5000,141,141,44%,32%
,,,20151113,7:00p,Michigan State,Florida Atlantic,MSU,FAU,82,55,27,-23.5,1,49%,-5000,+2500,141,141,56%,68%
,,,20151113,8:30p,Elon,Charlotte,ELON,CHAR,85,74,11,+4.5,1,51%,+175,-190,146.5,146.5,61%,40%
,,,20151113,8:30p,Charlotte,Elon,CHAR,ELON,74,85,-11,-4.5,0,49%,-190,+175,146.5,146.5,39%,60%
,,,20151113,7:00p,James Madison,Richmond,JMU,RICH,87,75,12,+9.5,1,57%,+400,-500,137.5,137.5,60%,27%
,,,20151113,7:00p,Richmond,James Madison,RICH,JMU,75,87,-12,-9.5,0,43%,-500,+400,137.5,137.5,40%,73%
,,,20151113,7:00p,Dartmouth,Seton Hall,DART,HALL,67,84,-17,+11,0,35%,+500,-700,136,136,41%,57%
,,,20151113,7:00p,Seton Hall,Dartmouth,HALL,DART,84,67,17,-11,1,65%,-700,+500,136,136,59%,43%
,,,20151113,8:30p,Cornell,Georgia Tech,COR,GT,81,116,-35,+17,0,38%,+1420,-2600,129,129,32%,15%
,,,20151113,8:30p,Georgia Tech,Cornell,GT,COR,116,81,35,-17,1,62%,-2600,+1420,129,129,68%,85%
,,,20151113,7:00p,Miami (OH),Xavier,M-OH,XAV,72,81,-9,+15.5,0,43%,+1050,-1600,144.5,144.5,31%,55%
,,,20151113,7:00p,Xavier,Miami (OH),XAV,M-OH,81,72,9,-15.5,1,57%,-1600,+1050,144.5,144.5,69%,45%
,,,20151113,8:00p,UTSA,Loyola (IL),UTSA,L-IL,64,76,-12,+14,0,40%,+885,-1350,138,138,21%,94%
,,,20151113,8:00p,Loyola (IL),UTSA,L-IL,UTSA,76,64,12,-14,1,60%,-1350,+885,138,138,79%,6%
,,,20151113,8:00p,Ball State,Bradley,BALL,BRAD,53,54,-1,-2.5,0,46%,-140,+130,135,135,64%,52%
,,,20151113,8:00p,Bradley,Ball State,BRAD,BALL,54,53,1,2.5,1,54%,+130,-140,135,135,36%,48%
,,,20151113,8:00p,Air Force,Southern Illinois,AFA,SIU,75,77,-2,+5.5,0,51%,+210,-230,130.5,130.5,33%,19%
,,,20151113,8:00p,Southern Illinois,Air Force,SIU,AFA,77,75,2,-5.5,1,50%,-230,+210,130.5,130.5,67%,81%
,,,20151113,8:00p,William & Mary,North Carolina State,WM,NCST,85,68,17,+12.5,1,49%,,,149,149,26%,23%
,,,20151113,8:00p,North Carolina State,William & Mary,NCST,WM,68,85,-17,-12.5,0,51%,,,149,149,74%,77%
,,,20151113,9:30p,UAB,Auburn,UAB,AUB,74,75,-1,-2.5,0,59%,-140,+130,150.5,150.5,69%,72%
,,,20151113,9:30p,Auburn,UAB,AUB,UAB,75,74,1,2.5,1,41%,+130,-140,150.5,150.5,31%,28%
,,,20151113,8:00p,San Francisco,Illinois-Chicago,SF,UIC,78,75,3,-1.5,1,47%,-120,+110,148.5,148.5,61%,94%
,,,20151113,8:00p,Illinois-Chicago,San Francisco,UIC,SF,75,78,-3,1.5,0,53%,+110,-120,148.5,148.5,39%,6%
,,,20151113,8:00p,San Diego,USC,USD,USC,45,83,-38,+12.5,0,41%,+600,-750,139.5,139.5,29%,26%
,,,20151113,8:00p,USC,San Diego,USC,USD,83,45,38,-12.5,1,59%,-750,+600,139.5,139.5,71%,74%
,,,20151113,8:30p,Troy,South Florida,TROY,USF,82,77,5,+8,1,43%,,,138.5,138.5,64%,34%
,,,20151113,8:30p,South Florida,Troy,USF,TROY,77,82,-5,-8,0,57%,,,138.5,138.5,36%,66%
,,,20151113,9:00p,Green Bay,Stanford,GB,STAN,89,93,-4,+8,0,43%,,,144,144,24%,31%
,,,20151113,9:00p,Stanford,Green Bay,STAN,GB,93,89,4,-8,1,57%,,,144,144,76%,69%
,,,20151113,9:30p,Pacific,Arizona,PAC,ARIZ,61,79,-18,+23.5,0,34%,+2750,-6000,137.5,137.5,29%,18%
,,,20151113,9:30p,Arizona,Pacific,ARIZ,PAC,79,61,18,-23.5,1,66%,-6000,+2750,137.5,137.5,71%,82%
,,,20151113,10:00p,Cal Poly,UNLV,CP,UNLV,72,74,-2,+7,0,34%,,,138.5,138.5,22%,11%
,,,20151113,10:00p,UNLV,Cal Poly,UNLV,CP,74,72,2,-7,1,66%,,,138.5,138.5,78%,89%
,,,20151113,10:00p,Cal State Fullerton,Loyola Marymount,CSF,LMU,74,79,-5,+2,0,54%,+120,-130,139.5,139.5,57%,33%
,,,20151113,10:00p,Loyola Marymount,Cal State Fullerton,LMU,CSF,79,74,5,-2,1,46%,-130,+120,139.5,139.5,43%,67%
,,,20151113,10:00p,Pepperdine,Fresno State,PEPP,FRES,66,69,-3,+2.5,0,52%,+130,-140,137,137,44%,26%
,,,20151113,10:00p,Fresno State,Pepperdine,FRES,PEPP,69,66,3,-2.5,1,48%,-140,+130,137,137,56%,74%
,,,20151113,10:00p,Illinois State,San Diego State,ILST,SDSU,60,71,-11,+9.5,0,57%,+420,-475,128,128,44%,49%
,,,20151113,10:00p,San Diego State,Illinois State,SDSU,ILST,71,60,11,-9.5,1,43%,-475,+420,128,128,56%,51%
,,,20151113,10:00p,Texas,Washington,TEX,WASH,71,77,-6,-11,0,53%,-705,+570,151,151,51%,67%
,,,20151113,10:00p,Washington,Texas,WASH,TEX,77,71,6,11,1,47%,+570,-705,151,151,49%,33%
,,,20151113,11:30p,Rice,California,RICE,CAL,65,97,-32,+16.5,0,29%,+1300,-2150,137,137,27%,29%
,,,20151113,11:30p,California,Rice,CAL,RICE,97,65,32,-16.5,1,71%,-2150,+1300,137,137,73%,71%
,,,20151113,5:30p,South Dakota,Wright State,SDAK,WRST,69,77,-8,+6.5,0,50%,+245,-290,135,135,39%,34%
,,,20151113,5:30p,Wright State,South Dakota,WRST,SDAK,77,69,8,-6.5,1,50%,-290,+245,135,135,61%,66%
,,,20151113,8:00p,Cal State Northridge,Northern Illinois,CSN,NIU,71,83,-12,+9.5,0,53%,,,134.5,134.5,62%,33%
,,,20151113,8:00p,Northern Illinois,Cal State Northridge,NIU,CSN,83,71,12,-9.5,1,47%,,,134.5,134.5,38%,67%
,,,20151113,7:30p,Milwaukee,Denver,MILW,DEN,71,58,13,-5,1,48%,,,129.5,129.5,52%,60%
,,,20151113,7:30p,Denver,Milwaukee,DEN,MILW,58,71,-13,5,0,52%,,,129.5,129.5,48%,40%
,,,20151113,10:00p,Lipscomb,Santa Clara,LIP,SCU,65,63,2,+7.5,1,52%,,,145,145,34%,22%
,,,20151113,10:00p,Santa Clara,Lipscomb,SCU,LIP,63,65,-2,-7.5,0,48%,,,145,145,66%,78%
,,,20151113,9:30p,Coastal Carolina,Nevada,CCAR,NEV,56,73,-17,-2.5,0,63%,-150,+140,140,140,58%,54%
,,,20151113,9:30p,Nevada,Coastal Carolina,NEV,CCAR,73,56,17,2.5,1,37%,+140,-150,140,140,42%,46%
,,,20151113,7:00p,Eastern Illinois,Indiana,EIU,IND,49,88,-39,+25,0,32%,,,149.5,149.5,12%,5%
,,,20151113,7:00p,Indiana,Eastern Illinois,IND,EIU,88,49,39,-25,1,68%,,,149.5,149.5,88%,95%
,,,20151113,7:00p,Chattanooga,Georgia,CHAT,UGA,92,90,2,+10.5,1,61%,+475,-650,135.5,135.5,49%,75%
,,,20151113,7:00p,Georgia,Chattanooga,UGA,CHAT,90,92,-2,-10.5,0,39%,-650,+475,135.5,135.5,51%,85%
,,,20151113,7:00p,Western Carolina,Cincinnati,WCU,CIN,72,97,-25,+20.5,0,35%,+2000,-4000,131.5,131.5,35%,19%
,,,20151113,7:00p,Cincinnati,Western Carolina,CIN,WCU,97,72,25,-20.5,1,65%,-4000,+2000,131.5,131.5,65%,81%
,,,20151113,7:00p,Southeast Missouri State,Dayton,SEMO,DAY,53,84,-31,+19,0,40%,+1625,-3250,140,140,22%,5%
,,,20151113,7:00p,Dayton,Southeast Missouri State,DAY,SEMO,84,53,31,-19,1,60%,-3250,+1625,140,140,78%,95%
,,,20151113,7:00p,IUPUI,Indiana State,IUPU,INST,72,70,2,+8,1,46%,,,134.5,134.5,30%,74%
,,,20151113,7:00p,Indiana State,IUPUI,INST,IUPU,70,72,-2,-8,0,54%,,,134.5,134.5,70%,26%
,,,20151113,7:00p,Siena,Duke,SIE,DUKE,74,92,-18,+24,0,32%,+3500,-8500,155.5,155.5,13%,13%
,,,20151113,7:00p,Duke,Siena,DUKE,SIE,92,74,18,-24,1,68%,-8500,+3500,155.5,155.5,87%,87%
,,,20151113,7:00p,Canisius,Hofstra,CAN,HOF,85,96,-11,+10.5,0,36%,+470,-640,149.5,149.5,34%,30%
,,,20151113,7:00p,Hofstra,Canisius,HOF,CAN,96,85,11,-10.5,1,64%,-640,+470,149.5,149.5,66%,70%
,,,20151113,7:00p,Niagara,Old Dominion,NIAG,ODU,50,67,-17,+18.5,0,45%,+1500,-3000,131,131,51%,12%
,,,20151113,7:00p,Old Dominion,Niagara,ODU,NIAG,67,50,17,-18.5,1,55%,-3000,+1500,131,131,49%,88%
,,,20151113,3:00p,Yale,Fairfield,YALE,FAIR,70,57,13,-7,1,49%,-280,+255,125,125,55%,51%
,,,20151113,3:00p,Fairfield,Yale,FAIR,YALE,57,70,-13,7,0,51%,+255,-280,125,125,45%,49%
,,,20151113,7:00p,Samford,Louisville,SAM,LOU,45,86,-41,+23,0,40%,+2750,-6000,141,141,21%,41%
,,,20151113,7:00p,Louisville,Samford,LOU,SAM,86,45,41,-23,1,60%,-6000,+2750,141,141,79%,59%
,,,20151113,4:30p,Jacksonville State,Central Michigan,JVST,CMU,83,89,-6,+18,0,36%,+1500,-3000,141.5,141.5,36%,34%
,,,20151113,4:30p,Central Michigan,Jacksonville State,CMU,JVST,89,83,6,-18,1,64%,-3000,+1500,141.5,141.5,64%,66%
,,,20151113,8:30p,North Dakota State,UC Davis,NDSU,UCD,79,71,8,-3,1,60%,-155,+135,132,132,68%,74%
,,,20151113,8:30p,UC Davis,North Dakota State,UCD,NDSU,71,79,-8,3,0,40%,+135,-155,132,132,32%,26%
,,,20151113,7:00p,Princeton,Rider,PRIN,RID,64,56,8,-1,1,61%,-117,-103,136,136,82%,84%
,,,20151113,7:00p,Rider,Princeton,RID,PRIN,56,64,-8,1,0,39%,-103,-117,136,136,18%,16%
,,,20151113,7:30p,Sacramento State,Arizona State,SAC,ASU,66,63,3,+18,1,48%,+1625,-3250,143,143,39%,27%
,,,20151113,7:30p,Arizona State,Sacramento State,ASU,SAC,63,66,-3,-18,0,52%,-3250,+1625,143,143,61%,73%
,,,20151113,8:30p,IPFW,Valparaiso,IPFW,VALP,64,78,-14,+17,0,37%,+1300,-2150,136,136,25%,6%
,,,20151113,8:30p,Valparaiso,IPFW,VALP,IPFW,78,64,14,-17,1,63%,-2150,+1300,136,136,75%,94%
,,,20151113,8:00p,UC Santa Barbara,Nebraska-Omaha,UCSB,NEOM,60,59,1,+2.5,1,45%,+130,-140,157,157,38%,5%
,,,20151113,8:00p,Nebraska-Omaha,UC Santa Barbara,NEOM,UCSB,59,60,-1,-2.5,0,55%,-140,+130,157,157,62%,95%
,,,20151113,9:00p,Belmont,Marquette,BEL,MARQ,83,80,3,+6.5,1,59%,+235,-255,143.5,143.5,49%,50%
,,,20151113,9:00p,Marquette,Belmont,MARQ,BEL,80,83,-3,-6.5,0,41%,-255,+235,143.5,143.5,51%,50%
,,,20151113,9:00p,Eastern Washington,Mississippi State,EWU,MSST,88,106,-18,+10.5,0,42%,+480,-570,151.5,151.5,52%,32%
,,,20151113,9:00p,Mississippi State,Eastern Washington,MSST,EWU,106,88,18,-10.5,1,58%,-570,+480,151.5,151.5,48%,68%
,,,20151113,8:00p,Austin Peay,Vanderbilt,PEAY,VAN,41,80,-39,+25,0,33%,+3500,-8500,143.5,143.5,30%,40%
,,,20151113,8:00p,Vanderbilt,Austin Peay,VAN,PEAY,80,41,39,-25,1,67%,-8500,+3500,143.5,143.5,70%,60%
,,,20151113,8:00p,Tennessee-Martin,Oklahoma State,UTM,OKST,57,91,-34,+12,0,58%,+600,-900,140.5,140.5,46%,61%
,,,20151113,8:00p,Oklahoma State,Tennessee-Martin,OKST,UTM,91,57,34,-12,1,42%,-900,+600,140.5,140.5,54%,39%
,,,20151113,9:00p,Wofford,Missouri,WOF,MIZZ,74,83,-9,+2.5,0,54%,+130,-140,125,125,44%,27%
,,,20151113,9:00p,Missouri,Wofford,MIZZ,WOF,83,74,9,-2.5,1,46%,-140,+130,125,125,56%,5%
,,,20151113,8:00p,Northern Colorado,Kansas,UNCO,KU,72,109,-37,+29,0,41%,+9000,-25000,146.5,146.5,23%,57%
