game_id,season,week,date,time,team_org,opponent_team_org,team,opponent_team,points,opponent_points,points_difference,spread,win_against_spread,spread_percentage_sbr,moneyline_team,moneyline_opponent,total_team,total_opponent,spread_percentage_sportsplays,spread_percentage_vegas,,,,,,
,,,20150214,7:00p,Belmont,Morehead State,BEL,MORE,58,57,1,-6,1,61%,-255,235,145,145,68%,61%,,,,,,
,,,20150214,8:00p,Eastern Illinois,SIU-Edwardsville,EIU,SIUE,63,80,-17,3,0,54%,140,-150,122.5,122.5,46%,70%,,,,,,
,,,20150214,8:00p,SIU-Edwardsville,Eastern Illinois,SIUE,EIU,80,63,17,-3,1,46%,-150,140,122.5,122.5,54%,30%,,,,,,
,,,20150214,8:00p,South Dakota,Oral Roberts,SDAK,ORU,83,70,13,8,1,66%,320,-355,140.5,140.5,54%,46%,,,,,,
,,,20150214,8:00p,Oral Roberts,South Dakota,ORU,SDAK,70,83,-13,-8,0,34%,-355,320,140.5,140.5,46%,54%,,,,,,
,,,20150214,8:30p,Tennessee Tech,Jacksonville State,TNTC,JVST,68,82,-14,-2.5,0,47%,,,131.5,131.5,60%,72%,,,,,,
,,,20150214,8:30p,Jacksonville State,Tennessee Tech,JVST,TNTC,82,68,14,2.5,1,53%,,,131.5,131.5,40%,28%,,,,,,
,,,20150214,9:00p,Eastern Kentucky,Tennessee State,EKY,TNST,69,41,28,-12.5,1,35%,-1000,650,126.5,126.5,49%,45%,,,,,,
,,,20150214,9:00p,Tennessee State,Eastern Kentucky,TNST,EKY,41,69,-28,12.5,0,65%,650,-1000,126.5,126.5,51%,55%,,,,,,
,,,20150214,9:00p,Southern Utah,Idaho State,SUU,IDST,71,67,4,4.5,1,63%,,,140,140,44%,77%,,,,,,
,,,20150214,9:00p,Idaho State,Southern Utah,IDST,SUU,67,71,-4,-4.5,0,37%,,,140,140,56%,23%,,,,,,
,,,20150214,9:00p,Montana,Northern Colorado,MONT,UNCO,83,81,2,2.5,1,54%,130,-140,139,139,43%,31%,,,,,,
,,,20150214,9:00p,Northern Colorado,Montana,UNCO,MONT,81,83,-2,-2.5,0,46%,-140,130,139,139,57%,69%,,,,,,
,,,20150214,9:00p,Northern Arizona,Weber State,NAU,WEB,61,54,7,1.5,1,59%,110,-120,130.5,130.5,41%,92%,,,,,,
,,,20150214,9:00p,Weber State,Northern Arizona,WEB,NAU,54,61,-7,-1.5,0,41%,-120,110,130.5,130.5,59%,8%,,,,,,
,,,20150214,10:05p,Sacramento State,Idaho,SAC,IDHO,58,69,-11,2,0,55%,120,-130,147.5,147.5,45%,91%,,,,,,
,,,20150214,10:05p,Idaho,Sacramento State,IDHO,SAC,69,58,11,-2,1,45%,-130,120,147.5,147.5,55%,9%,,,,,,
,,,20150214,12:00a,Cal State Fullerton,Hawaii,CSF,HAW,61,81,-20,9,0,42%,435,-500,142,142,34%,NaN,,,,,,
,,,20150214,12:00a,Hawaii,Cal State Fullerton,HAW,CSF,81,61,20,-9,1,58%,-500,435,142,142,66%,NaN,,,,,,
,,,20150215,12:30p,Towson,Charleston,TOWS,COFC,53,50,3,3,1,54%,135,-145,118,118,50%,54%,,,,,,
,,,20150215,12:30p,Charleston,Towson,COFC,TOWS,50,53,-3,-3,0,46%,-145,135,118,118,50%,NaN,,,,,,
,,,20150215,1:00p,Illinois,Wisconsin,ILL,WIS,49,68,-19,14,0,52%,100,-110,127,127,56%,55%,,,,,,
,,,20150215,1:00p,Wisconsin,Illinois,WIS,ILL,68,49,19,-14,1,48%,-110,100,127,127,44%,45%,,,,,,
,,,20150215,2:00p,Houston,UCF,HOU,UCF,54,56,-2,2.5,0,52%,130,-140,137.5,137.5,37%,20%,,,,,,
,,,20150215,2:00p,UCF,Houston,UCF,HOU,56,54,2,-2.5,1,48%,-140,130,137.5,137.5,63%,80%,,,,,,
,,,20150215,2:00p,Loyola (IL),Bradley,L-IL,BRAD,58,53,5,3.5,1,59%,140,-150,116,116,53%,64%,,,,,,
,,,20150215,2:00p,Bradley,Loyola (IL),BRAD,L-IL,53,58,-5,-3.5,0,41%,-150,140,116,116,47%,36%,,,,,,
,,,20150215,2:00p,Valparaiso,Milwaukee,VALP,MILW,62,55,7,-6,1,61%,-240,220,134.5,134.5,72%,66%,,,,,,
,,,20150215,2:00p,Milwaukee,Valparaiso,MILW,VALP,55,62,-7,6,0,39%,220,-240,134.5,134.5,28%,NaN,,,,,,
,,,20150215,4:00p,Northern Iowa,Missouri State,UNI,MOSU,68,57,11,-10.5,1,64%,-570,480,115,115,77%,82%,,,,,,
,,,20150215,4:00p,Missouri State,Northern Iowa,MOSU,UNI,57,68,-11,10.5,0,36%,480,-570,115,115,23%,18%,,,,,,
,,,20150215,4:00p,Northern Iowa,Missouri State,UNI,MOSU,68,57,11,-10.5,1,64%,-570,480,115,115,77%,82%,,,,,,
,,,20150215,4:00p,Missouri State,Northern Iowa,MOSU,UNI,57,68,-11,10.5,0,36%,480,-570,115,115,23%,18%,,,,,,
,,,20150215,4:00p,Northern Iowa,Missouri State,UNI,MOSU,68,57,11,-10.5,1,64%,-570,480,115,115,77%,82%,,,131.5,131.5,NaN,NaN
,,,20150215,4:00p,Missouri State,Northern Iowa,MOSU,UNI,57,68,-11,10.5,0,36%,480,-570,115,115,23%,18%,,,131.5,131.5,NaN,41%
,,,20150215,3:00p,Iowa,Northwestern,IOWA,NW,61,66,-5,-6.5,0,55%,-265,245,125.5,125.5,66%,73%,,,,,,
,,,20150215,3:00p,Northwestern,Iowa,NW,IOWA,66,61,5,6.5,1,45%,245,-265,125.5,125.5,34%,27%,,,,,,
,,,20150215,3:00p,Detroit,Oakland,DET,OAK,78,83,-5,6,0,45%,225,-245,150.5,150.5,45%,NaN,,,,,,
,,,20150215,3:00p,Oakland,Detroit,OAK,DET,83,78,5,-6,1,55%,-245,225,150.5,150.5,55%,69%,,,,,,
,,,20150215,3:00p,Youngstown State,Wright State,YSU,WRST,74,69,5,4,1,48%,160,-170,136.5,136.5,35%,57%,,,,,,
,,,20150215,3:00p,Wright State,Youngstown State,WRST,YSU,69,74,-5,-4,0,52%,-170,160,136.5,136.5,65%,43%,,,,,,
,,,20150215,3:00p,Illinois-Chicago,Cleveland State,UIC,CLEV,59,67,-8,14,0,58%,975,-1175,133.5,133.5,55%,38%,,,,,,
,,,20150215,3:00p,Cleveland State,Illinois-Chicago,CLEV,UIC,67,59,8,-14,1,42%,-1175,975,133.5,133.5,45%,62%,,,,,,
,,,20150215,4:00p,Stanford,Colorado,STAN,COLO,58,64,-6,-1.5,0,54%,-118,108,136.5,136.5,65%,62%,,,,,,
,,,20150215,4:00p,Colorado,Stanford,COLO,STAN,64,58,6,1.5,1,46%,108,-118,136.5,136.5,35%,38%,,,,,,
,,,20150215,5:00p,Hofstra,Drexel,HOF,DREX,81,57,24,-3.5,1,54%,-165,155,133.5,133.5,54%,61%,,,,,,
,,,20150215,5:00p,Drexel,Hofstra,DREX,HOF,57,81,-24,3.5,0,46%,155,-165,133.5,133.5,46%,39%,,,,,,
,,,20150215,5:15p,Nebraska,Purdue,NEB,PUR,54,66,-12,7.5,0,46%,310,-340,118.5,118.5,37%,50%,,,,,,
,,,20150215,5:15p,Purdue,Nebraska,PUR,NEB,66,54,12,-7.5,1,54%,-340,310,118.5,118.5,63%,50%,,,,,,
,,,20150215,5:30p,Arizona State,Washington,ASU,WASH,78,68,10,-2.5,1,53%,-135,125,141,141,51%,57%,,,,,,
,,,20150215,5:30p,Washington,Arizona State,WASH,ASU,68,78,-10,2.5,0,47%,125,-135,141,141,49%,43%,,,,,,
,,,20150215,6:30p,Arizona,Washington State,ARIZ,WSU,86,59,27,-16,1,49%,-1650,1075,146.5,146.5,49%,73%,,,,,,
,,,20150215,6:30p,Washington State,Arizona,WSU,ARIZ,59,86,-27,16,0,51%,1075,-1650,146.5,146.5,51%,27%,,,,,,
,,,20150215,7:30p,Minnesota,Indiana,MINN,IND,71,90,-19,4,0,37%,165,-175,148,148,26%,34%,,,,,,
,,,20150215,7:30p,Indiana,Minnesota,IND,MINN,90,71,19,-4,1,63%,-175,165,148,148,74%,66%,,,,,,
,,,20150215,8:30p,California,Utah,CAL,UTAH,61,76,-15,17.5,0,55%,1750,-3500,127.5,127.5,63%,61%,,,,,,
,,,20150215,8:30p,Utah,California,UTAH,CAL,76,61,15,-17.5,1,45%,-3500,1750,127.5,127.5,37%,39%,,,,,,
,,,20150215,2:00p,Rider,Niagara,RID,NIAG,69,60,9,-6,1,53%,-265,245,134,134,64%,46%,,,,,,
,,,20150215,2:00p,Niagara,Rider,NIAG,RID,60,69,-9,6,0,47%,245,-265,134,134,36%,54%,,,,,,
,,,20150215,2:00p,Fairfield,Manhattan,FAIR,MAN,70,79,-9,10,0,54%,450,-525,132,132,49%,43%,,,,,,
,,,20150215,2:00p,Manhattan,Fairfield,MAN,FAIR,79,70,9,-10,1,46%,-525,450,132,132,51%,57%,,,,,,
,,,20150215,4:00p,Iona,Quinnipiac,IONA,QUIN,60,57,3,-1.5,1,53%,-118,108,153,153,67%,69%,,,,,,
,,,20150215,4:00p,Quinnipiac,Iona,QUIN,IONA,57,60,-3,1.5,0,47%,108,-118,153,153,33%,31%,,,,,,
,,,20150215,5:30p,Virginia Military,Citadel,VMI,CIT,84,69,15,-2,1,51%,-135,125,151.5,151.5,57%,49%,,,,,,
,,,20150215,5:30p,Citadel,Virginia Military,CIT,VMI,69,84,-15,2,0,49%,125,-135,151.5,151.5,43%,NaN,,,,,,
,,,20150215,4:00p,Bucknell,Army,BUCK,ARMY,78,75,3,-1,1,35%,-113,103,147,147,45%,22%,,,,,,
,,,20150215,4:00p,Army,Bucknell,ARMY,BUCK,75,78,-3,1,0,65%,103,-113,147,147,55%,78%,,,,,,
,,,20150215,6:30p,Miami (FL),Boston College,MIA,BC,0,0,0,-4,0,52%,-170,160,125,125,NaN,74%,,,,,,
,,,20150215,6:30p,Boston College,Miami (FL),BC,MIA,0,0,0,4,0,48%,160,-170,125,125,NaN,26%,,,,,,
,,,20150216,7:00p,Seton Hall,Villanova,HALL,VILL,54,80,-26,16.5,0,57%,1500,-2000,134.5,134.5,56%,58%,,,,,,
,,,20150216,7:00p,Villanova,Seton Hall,VILL,HALL,80,54,26,-16.5,1,43%,-2000,1500,134.5,134.5,44%,42%,,,,,,
,,,20150216,7:00p,Pittsburgh,Virginia,PITT,UVA,49,61,-12,12,0,60%,610,-765,120,120,63%,68%,,,,,,
,,,20150216,7:00p,Virginia,Pittsburgh,UVA,PITT,61,49,12,-12,1,40%,-765,610,120,120,37%,32%,,,,,,
,,,20150216,7:00p,Clemson,Georgia Tech,CLEM,GT,52,63,-11,2.5,0,60%,130,-140,117.5,117.5,67%,76%,,,,,,
,,,20150216,7:00p,Georgia Tech,Clemson,GT,CLEM,63,52,11,-2.5,1,40%,-140,130,117.5,117.5,33%,24%,,,,,,
,,,20150216,9:00p,Kansas,West Virginia,KU,WVU,61,62,-1,-1.5,0,58%,-120,110,148,148,NaN,75%,,,,,,
,,,20150216,9:00p,West Virginia,Kansas,WVU,KU,62,61,1,1.5,1,42%,110,-120,148,148,NaN,25%,,,,,,
,,,20150216,9:15p,Butler,Creighton,BUT,CREI,58,56,2,-2.5,1,58%,-140,130,130.5,130.5,74%,75%,,,,,,
,,,20150216,9:15p,Creighton,Butler,CREI,BUT,56,58,-2,2.5,0,42%,130,-140,130.5,130.5,26%,25%,,,,,,
,,,20150216,7:00p,Marist,Monmouth,MRST,MONM,65,69,-4,7.5,0,56%,315,-345,124,124,46%,58%,,,,,,
,,,20150216,7:00p,Monmouth,Marist,MONM,MRST,69,65,4,-7.5,1,44%,-345,315,124,124,54%,NaN,,,,,,
,,,20150216,7:00p,Tennessee Tech,East Tennessee State,TNTC,ETSU,79,87,-8,5.5,0,56%,215,-235,144.5,144.5,52%,70%,,,,,,
,,,20150216,7:00p,East Tennessee State,Tennessee Tech,ETSU,TNTC,87,79,8,-5.5,1,44%,-235,215,144.5,144.5,48%,30%,,,,,,
,,,20150216,3:00p,Miami (FL),Boston College,MIA,BC,89,86,3,-4,1,57%,-170,160,124.5,124.5,65%,66%,,,,,,
,,,20150216,3:00p,Boston College,Miami (FL),BC,MIA,86,89,-3,4,0,43%,160,-170,124.5,124.5,35%,34%,,,,,,
,,,20150216,9:00p,Hampton,Morgan State,HAMP,MORG,93,65,28,2,1,57%,115,-125,128.5,128.5,NaN,51%,,,,,,
,,,20150216,9:00p,Morgan State,Hampton,MORG,HAMP,65,93,-28,-2,0,43%,-125,115,128.5,128.5,NaN,49%,,,,,,
,,,20150217,7:00p,South Carolina,Georgia,SCAR,UGA,64,58,6,6.5,1,40%,255,-280,120,120,33%,53%,,,,,,
,,,20150217,7:00p,Georgia,South Carolina,UGA,SCAR,58,64,-6,-6.5,0,60%,-280,255,120,120,67%,47%,,,,,,
,,,20150217,7:00p,Kentucky,Tennessee,UK,TENN,66,48,18,-13.5,1,50%,-1200,1000,119.5,119.5,55%,49%,,,,,,
,,,20150217,7:00p,Tennessee,Kentucky,TENN,UK,48,66,-18,13.5,0,50%,1000,-1200,119.5,119.5,45%,51%,,,,,,
,,,20150217,7:00p,Houston,South Florida,HOU,USF,67,69,-2,1,0,60%,105,-115,123,123,61%,77%,,,,,,
,,,20150217,7:00p,South Florida,Houston,USF,HOU,69,67,2,-1,1,40%,-115,105,123,123,39%,23%,,,,,,
,,,20150217,7:00p,Baylor,Texas Tech,BAY,TTU,54,49,5,-8.5,1,58%,-400,355,124.5,124.5,73%,61%,,,,,,
,,,20150217,7:00p,Texas Tech,Baylor,TTU,BAY,49,54,-5,8.5,0,42%,355,-400,124.5,124.5,27%,39%,,,,,,
,,,20150217,7:00p,Wake Forest,Notre Dame,WAKE,ND,75,88,-13,12,0,47%,635,-800,145.5,145.5,36%,41%,,,,,,
,,,20150217,7:00p,Notre Dame,Wake Forest,ND,WAKE,88,75,13,-12,1,53%,-800,635,145.5,145.5,64%,59%,,,,,,
,,,20150217,7:30p,Saint Louis,Virginia Commonwealth,SLU,VCU,54,74,-20,16.5,0,59%,1400,-2500,133,133,65%,51%,,,,,,
,,,20150217,7:30p,Virginia Commonwealth,Saint Louis,VCU,SLU,74,54,20,-16.5,1,41%,-2500,1400,133,133,35%,49%,,,,,,
,,,20150217,8:05p,Wichita State,Southern Illinois,WICH,SIU,84,62,22,-11.5,1,58%,-720,580,121,121,69%,70%,,,,,,
,,,20150217,8:05p,Southern Illinois,Wichita State,SIU,WICH,62,84,-22,11.5,0,42%,580,-720,121,121,31%,30%,,,,,,
,,,20150217,8:05p,Drake,Evansville,DRKE,EVAN,52,61,-9,10.5,0,39%,480,-570,129,129,NaN,31%,,,,,,
,,,20150217,8:05p,Evansville,Drake,EVAN,DRKE,61,52,9,-10.5,1,61%,-570,480,129,129,NaN,69%,,,,,,
,,,20150217,9:00p,Alabama,Auburn,ALA,AUB,79,68,11,-1,1,44%,-113,103,133,133,49%,44%,,,,,,
,,,20150217,9:00p,Auburn,Alabama,AUB,ALA,68,79,-11,1,0,56%,103,-113,133,133,51%,56%,,,,,,
,,,20150217,9:00p,LSU,Texas A&M,LSU,TXAM,62,68,-6,2.5,0,61%,125,-135,134,134,61%,62%,,,,,,
,,,20150217,9:00p,Texas A&M,LSU,TXAM,LSU,68,62,6,-2.5,1,39%,-135,125,134,134,39%,38%,,,,,,
,,,20150217,9:00p,Texas,Oklahoma,TEX,OKLA,69,71,-2,6.5,0,41%,255,-280,131.5,131.5,33%,34%,,,,,,
,,,20150217,9:00p,Oklahoma,Texas,OKLA,TEX,71,69,2,-6.5,1,59%,-280,255,131.5,131.5,67%,66%,,,,,,
,,,20150217,9:00p,Michigan State,Michigan,MSU,MICH,80,67,13,-5,1,49%,-210,190,117.5,117.5,61%,58%,,,,,,
,,,20150217,9:00p,Michigan,Michigan State,MICH,MSU,67,80,-13,5,0,51%,190,-210,117.5,117.5,39%,42%,,,,,,
,,,20150217,9:30p,San Diego State,New Mexico,SDSU,UNM,63,46,17,-2.5,1,53%,-140,130,111,111,60%,58%,,,,,,
,,,20150217,9:30p,New Mexico,San Diego State,UNM,SDSU,46,63,-17,2.5,0,47%,130,-140,111,111,40%,42%,,,,,,
,,,20150217,10:00p,Wyoming,Nevada,WYO,NEV,64,58,6,-1,1,55%,-115,105,120.5,120.5,58%,64%,,,,,,
,,,20150217,10:00p,Nevada,Wyoming,NEV,WYO,58,64,-6,1,0,45%,105,-115,120.5,120.5,42%,36%,,,,,,
,,,20150217,7:00p,Cleveland State,Western Carolina,CLEV,WCU,0,0,0,-6,0,48%,-260,240,133,133,NaN,45%,,,,,,
,,,20150217,7:00p,Western Carolina,Cleveland State,WCU,CLEV,0,0,0,6,0,52%,240,-260,133,133,NaN,55%,,,,,,
,,,20150218,7:00p,Wisconsin,Penn State,WIS,PSU,55,47,8,-11,1,54%,-650,535,129.5,129.5,71%,60%,,,,,,
,,,20150218,7:00p,Penn State,Wisconsin,PSU,WIS,47,55,-8,11,0,46%,535,-650,129.5,129.5,29%,40%,,,,,,
,,,20150218,7:00p,Elon,Charleston,ELON,COFC,63,77,-14,5.5,0,58%,215,-235,126.5,126.5,44%,62%,,,,,,
,,,20150218,7:00p,Charleston,Elon,COFC,ELON,77,63,14,-5.5,1,42%,-235,215,126.5,126.5,56%,NaN,,,,,,
,,,20150218,7:00p,Virginia Tech,Miami (FL),VT,MIA,52,76,-24,12,0,51%,635,-800,130.5,130.5,51%,67%,,,,,,
,,,20150218,7:00p,Miami (FL),Virginia Tech,MIA,VT,76,52,24,-12,1,49%,-800,635,130.5,130.5,49%,33%,,,,,,
,,,20150218,7:00p,Fordham,George Mason,FOR,GMU,80,68,12,5,1,49%,205,-225,133,133,36%,55%,,,,,,
,,,20150218,7:00p,George Mason,Fordham,GMU,FOR,68,80,-12,-5,0,51%,-225,205,133,133,64%,45%,,,,,,
,,,20150218,7:00p,Duquesne,La Salle,DUQ,LAS,72,87,-15,10,0,50%,,,134,134,44%,57%,,,,,,
,,,20150218,7:00p,La Salle,Duquesne,LAS,DUQ,87,72,15,-10,1,50%,,,134,134,56%,43%,,,,,,
,,,20150218,7:00p,Richmond,St. Bonaventure,RICH,SBON,71,56,15,1,1,55%,102,-112,126.5,126.5,42%,46%,,,,,,
,,,20150218,7:00p,St. Bonaventure,Richmond,SBON,RICH,56,71,-15,-1,0,45%,-112,102,126.5,126.5,58%,54%,,,,,,
,,,20150218,7:00p,Massachusetts,Rhode Island,MASS,URI,59,75,-16,6.5,0,55%,245,-265,126,126,53%,59%,,,,,,
,,,20150218,7:00p,Rhode Island,Massachusetts,URI,MASS,75,59,16,-6.5,1,45%,-265,245,126,126,47%,41%,,,,,,
,,,20150218,7:00p,Xavier,Cincinnati,XAV,CIN,59,57,2,2.5,1,46%,130,-140,124,124,37%,42%,,,,,,
,,,20150218,7:00p,Cincinnati,Xavier,CIN,XAV,57,59,-2,-2.5,0,54%,-140,130,124,124,63%,58%,,,,,,
,,,20150218,7:00p,Vanderbilt,Florida,VAN,FLA,47,50,-3,5.5,0,50%,200,-220,124.5,124.5,37%,59%,,,,,,
,,,20150218,7:00p,Florida,Vanderbilt,FLA,VAN,50,47,3,-5.5,1,50%,-220,200,124.5,124.5,63%,41%,,,,,,
,,,20150218,7:00p,Louisville,Syracuse,LOU,SYR,59,69,-10,-2.5,0,55%,-140,130,130,130,63%,55%,,,,,,
,,,20150218,7:00p,Syracuse,Louisville,SYR,LOU,69,59,10,2.5,1,45%,130,-140,130,130,37%,45%,,,,,,
,,,20150218,7:00p,Hofstra,Towson,HOF,TOWS,87,82,5,-5.5,1,56%,-220,200,138.5,138.5,59%,54%,,,,,,
,,,20150218,7:00p,Towson,Hofstra,TOWS,HOF,82,87,-5,5.5,0,44%,200,-220,138.5,138.5,41%,46%,,,,,,
,,,20150218,7:00p,William & Mary,Northeastern,WM,NE,64,75,-11,2.5,0,45%,135,-145,143.5,143.5,46%,64%,,,,,,
,,,20150218,7:00p,Northeastern,William & Mary,NE,WM,75,64,11,-2.5,1,55%,-145,135,143.5,143.5,54%,36%,,,,,,
,,,20150218,7:00p,Drexel,James Madison,DREX,JMU,78,82,-4,4.5,0,54%,175,-190,122.5,122.5,40%,51%,,,,,,
,,,20150218,7:00p,James Madison,Drexel,JMU,DREX,82,78,4,-4.5,1,46%,-190,175,122.5,122.5,60%,49%,,,,,,
,,,20150218,7:00p,Northern Illinois,Central Michigan,NIU,CMU,66,68,-2,10.5,0,42%,,,133.5,133.5,31%,35%,,,,,,
,,,20150218,7:00p,Central Michigan,Northern Illinois,CMU,NIU,68,66,2,-10.5,1,58%,,,133.5,133.5,69%,65%,,,,,,
,,,20150218,7:00p,Ball State,Kent State,BALL,KENT,53,58,-5,8,0,47%,,,126.5,126.5,37%,40%,,,,,,
,,,20150218,7:00p,Kent State,Ball State,KENT,BALL,58,53,5,-8,1,53%,,,126.5,126.5,63%,60%,,,,,,
,,,20150218,7:00p,Miami (OH),Bowling Green,M-OH,BGSU,67,56,11,11,1,48%,,,132,132,37%,52%,,,,,,
,,,20150218,7:00p,Bowling Green,Miami (OH),BGSU,M-OH,56,67,-11,-11,0,52%,,,132,132,63%,NaN,,,,,,
,,,20150218,7:00p,Ohio,Western Michigan,OHIO,WMU,69,80,-11,7.5,0,40%,290,-320,140.5,140.5,44%,48%,,,,,,
,,,20150218,7:00p,Western Michigan,Ohio,WMU,OHIO,80,69,11,-7.5,1,60%,-320,290,140.5,140.5,56%,52%,,,,,,
,,,20150218,7:00p,Toledo,Akron,TOL,AKR,68,66,2,2,1,38%,115,-125,145.5,145.5,37%,49%,,,,,,
,,,20150218,7:00p,Akron,Toledo,AKR,TOL,66,68,-2,-2,0,62%,-125,115,145.5,145.5,63%,51%,,,,,,
,,,20150218,7:00p,Buffalo,Eastern Michigan,BUFF,EMU,78,63,15,-1.5,1,49%,-118,108,140.5,140.5,43%,50%,,,,,,
,,,20150218,7:00p,Eastern Michigan,Buffalo,EMU,BUFF,63,78,-15,1.5,0,51%,108,-118,140.5,140.5,57%,50%,,,,,,
,,,20150218,7:00p,Davidson,George Washington,DAV,GW,65,63,2,3,1,52%,148,-158,141.5,141.5,55%,51%,,,,,,
,,,20150218,7:00p,George Washington,Davidson,GW,DAV,63,65,-2,-3,0,48%,-158,148,141.5,141.5,45%,49%,,,,,,
,,,20150218,7:00p,Oakland,Wright State,OAK,WRST,76,67,9,-5,1,57%,-210,190,139.5,139.5,66%,69%,,,,,,
,,,20150218,7:00p,Wright State,Oakland,WRST,OAK,67,76,-9,5,0,43%,190,-210,139.5,139.5,34%,31%,,,,,,
,,,20150218,8:00p,Kansas State,TCU,KSU,TCU,55,69,-14,3.5,0,49%,160,-170,119.5,119.5,52%,45%,,,,,,
,,,20150218,8:00p,TCU,Kansas State,TCU,KSU,69,55,14,-3.5,1,51%,-170,160,119.5,119.5,48%,55%,,,,,,
,,,20150218,9:00p,Northwestern,Minnesota,NW,MINN,72,66,6,10.5,1,48%,480,-570,125.5,125.5,55%,56%,,,,,,
,,,20150218,9:00p,Minnesota,Northwestern,MINN,NW,66,72,-6,-10.5,0,52%,-570,480,125.5,125.5,45%,44%,,,,,,
,,,20150218,9:00p,Missouri,Arkansas,BC,FSU,69,84,-15,6,0,49%,235,-255,131,131,49%,46%,,,,,,
,,,20150218,9:00p,Arkansas,Missouri,FSU,BC,84,69,15,-6,1,51%,-255,235,131,131,51%,54%,,,,,,
,,,20150218,9:00p,UCLA,Arizona State,MIZZ,ARK,66,68,-2,16.5,0,49%,2000,-4000,140,140,52%,53%,,,,,,
,,,20150218,9:00p,Arizona State,UCLA,ARK,MIZZ,68,66,2,-16.5,1,51%,-4000,2000,140,140,48%,47%,,,,,,
,,,20150218,10:00p,Colorado State,Fresno State,MIZZ,ARK,81,73,8,16.5,1,49%,2000,-4000,140,140,68%,71%,,,,,,
,,,20150218,10:00p,Fresno State,Colorado State,ARK,MIZZ,73,81,-8,-16.5,0,51%,-4000,2000,140,140,32%,29%,,,,,,
,,,20150218,11:00p,Colorado,Oregon,COLO,ORE,60,73,-13,4.5,0,46%,170,-185,137.5,137.5,30%,37%,,,,,,
,,,20150218,11:00p,Oregon,Colorado,ORE,COLO,73,60,13,-4.5,1,54%,-185,170,137.5,137.5,70%,63%,,,,,,
,,,20150218,11:00p,Colorado,Oregon,COLO,ORE,60,73,-13,4.5,0,46%,170,-185,137.5,137.5,30%,37%,,,,,,
,,,20150218,11:00p,Oregon,Colorado,ORE,COLO,73,60,13,-4.5,1,54%,-185,170,137.5,137.5,70%,63%,,,,,,
,,,20150218,11:00p,Colorado,Oregon,COLO,ORE,60,73,-13,4.5,0,46%,170,-185,137.5,137.5,30%,37%,,,128.5,128.5,NaN,NaN
,,,20150218,11:00p,Oregon,Colorado,ORE,COLO,73,60,13,-4.5,1,54%,-185,170,137.5,137.5,70%,63%,,,128.5,128.5,NaN,21%
,,,20150218,7:00p,Boston University,American University,CSU,FRES,61,53,8,-5,1,60%,-215,195,137,137,NaN,67%,,,,,,
,,,20150218,7:00p,American University,Boston University,FRES,CSU,53,61,-8,5,0,40%,195,-215,137,137,NaN,NaN,,,,,,
,,,20150218,7:00p,Gardner-Webb,High Point,CSU,FRES,62,83,-21,-5,0,60%,-215,195,137,137,NaN,NaN,,,,,,
,,,20150218,7:00p,High Point,Gardner-Webb,FRES,CSU,83,62,21,5,1,40%,195,-215,137,137,NaN,NaN,,,,,,
,,,20150219,5:30p,Southern Miss,Old Dominion,USM,ODU,38,64,-26,15.5,0,47%,1050,-1600,120,120,48%,65%,,,,,,
,,,20150219,5:30p,Old Dominion,Southern Miss,ODU,USM,64,38,26,-15.5,1,53%,-1600,1050,120,120,52%,35%,,,,,,
,,,20150219,7:00p,UCF,Tulane,UCF,TULN,69,55,14,7,1,53%,270,-300,126,126,48%,55%,,,,,,
,,,20150219,7:00p,Tulane,UCF,TULN,UCF,55,69,-14,-7,0,47%,-300,270,126,126,52%,45%,,,,,,
,,,20150219,7:00p,Nebraska,Maryland,NEB,MD,65,69,-4,8,0,44%,350,-395,122,122,28%,82%,,,,,,
,,,20150219,7:00p,Maryland,Nebraska,MD,NEB,69,65,4,-8,1,56%,-395,350,122,122,72%,18%,,,,,,
,,,20150219,7:00p,Purdue,Indiana,PUR,IND,67,63,4,4.5,1,46%,175,-190,145.5,145.5,39%,40%,,,,,,
,,,20150219,7:00p,Indiana,Purdue,IND,PUR,63,67,-4,-4.5,0,54%,-190,175,145.5,145.5,61%,60%,,,,,,
,,,20150219,7:00p,North Carolina-Wilmington,Delaware,UNCW,DEL,59,70,-11,-1.5,0,52%,-117,107,140,140,60%,49%,,,,,,
,,,20150219,7:00p,Delaware,North Carolina-Wilmington,DEL,UNCW,70,59,11,1.5,1,48%,107,-117,140,140,40%,51%,,,,,,
,,,20150219,7:00p,Louisiana Tech,Charlotte,LT,CHAR,83,82,1,-4.5,1,63%,-190,175,143.5,143.5,74%,69%,,,,,,
,,,20150219,7:00p,Charlotte,Louisiana Tech,CHAR,LT,82,83,-1,4.5,0,37%,175,-190,143.5,143.5,26%,NaN,,,,,,
,,,20150219,7:00p,North Texas,Florida Atlantic,UNT,FAU,79,72,7,2,1,50%,115,-125,128,128,56%,68%,,,,,,
,,,20150219,7:00p,Florida Atlantic,North Texas,FAU,UNT,72,79,-7,-2,0,50%,-125,115,128,128,44%,32%,,,,,,
,,,20150219,7:20p,South Alabama,Georgia State,USA,GAST,51,79,-28,15.5,0,54%,1450,-2750,141.5,141.5,59%,67%,,,,,,
,,,20150219,7:20p,Georgia State,South Alabama,GAST,USA,79,51,28,-15.5,1,46%,-2750,1450,141.5,141.5,41%,33%,,,,,,
