game_id,season,week,date,time,team_org,opponent_team_org,team,opponent_team,points,opponent_points,points_difference,spread,win_against_spread,spread_percentage_sbr,moneyline_team,moneyline_opponent,total_team,total_opponent,spread_percentage_sportsplays,spread_percentage_vegas,,,,,,
,,,20150201,12:30p,Miami (FL),Florida State,MIA,FSU,54,55,-1,-2,0,61%,-130,110,136.5,136.5,73%,68%,,,,,,
,,,20150201,12:30p,Florida State,Miami (FL),FSU,MIA,55,54,1,2,1,39%,110,-130,136.5,136.5,27%,32%,,,,,,
,,,20150201,12:30p,Oakland,Youngstown State,OAK,YSU,96,80,16,-3,1,54%,-145,135,148.5,148.5,69%,59%,,,,,,
,,,20150201,12:30p,Youngstown State,Oakland,YSU,OAK,80,96,-16,3,0,46%,135,-145,148.5,148.5,31%,41%,,,,,,
,,,20150201,1:00p,Michigan,Michigan State,MICH,MSU,66,76,-10,11.5,0,55%,600,-750,120,120,47%,47%,,,,,,
,,,20150201,1:00p,Michigan State,Michigan,MSU,MICH,76,66,10,-11.5,1,45%,-750,600,120,120,53%,53%,,,,,,
,,,20150201,1:00p,Cincinnati,East Carolina,CIN,ECU,46,50,-4,-10.5,0,54%,-600,500,121,121,74%,73%,,,,,,
,,,20150201,1:00p,East Carolina,Cincinnati,ECU,CIN,50,46,4,10.5,1,46%,500,-600,121,121,26%,27%,,,,,,
,,,20150201,2:00p,Fordham,Dayton,FOR,DAY,77,101,-24,15,0,41%,1050,-1600,126.5,126.5,30%,51%,,,,,,
,,,20150201,2:00p,Dayton,Fordham,DAY,FOR,101,77,24,-15,1,59%,-1600,1050,126.5,126.5,70%,49%,,,,,,
,,,20150201,2:30p,Utah,USC,UTAH,USC,67,39,28,-10.5,1,59%,-610,508,132.5,132.5,76%,66%,,,,,,
,,,20150201,2:30p,USC,Utah,USC,UTAH,39,67,-28,10.5,0,41%,508,-610,132.5,132.5,24%,34%,,,,,,
,,,20150201,3:00p,Connecticut,Houston,CONN,HOU,68,70,-2,-8.5,0,57%,-410,365,122.5,122.5,74%,61%,,,,,,
,,,20150201,3:00p,Houston,Connecticut,HOU,CONN,70,68,2,8.5,1,43%,365,-410,122.5,122.5,26%,39%,,,,,,
,,,20150201,3:00p,California,Washington,CAL,WASH,90,88,2,6.5,1,54%,255,-280,132.5,132.5,43%,50%,,,,,,
,,,20150201,3:00p,Washington,California,WASH,CAL,88,90,-2,-6.5,0,46%,-280,255,132.5,132.5,57%,50%,,,,,,
,,,20150201,2:00p,Quinnipiac,Niagara,QUIN,NIAG,100,105,-5,-6,0,50%,-250,230,135,135,61%,50%,,,,,,
,,,20150201,2:00p,Niagara,Quinnipiac,NIAG,QUIN,105,100,5,6,1,50%,230,-250,135,135,39%,50%,,,,,,
,,,20150201,2:00p,Marist,Canisius,MRST,CAN,75,67,8,10.5,1,42%,500,-600,123.5,123.5,38%,65%,,,,,,
,,,20150201,2:00p,Canisius,Marist,CAN,MRST,67,75,-8,-10.5,0,58%,-600,500,123.5,123.5,62%,35%,,,,,,
,,,20150201,2:00p,Manhattan,Monmouth,MAN,MONM,87,76,11,4.5,1,48%,175,-190,129.5,129.5,45%,69%,,,,,,
,,,20150201,2:00p,Monmouth,Manhattan,MONM,MAN,76,87,-11,-4.5,0,52%,-190,175,129.5,129.5,55%,NaN,,,,,,
,,,20150201,3:00p,North Dakota State,Western Illinois,NDSU,WIU,64,62,2,-5.5,1,43%,-210,190,121,121,59%,58%,,,,,,
,,,20150201,3:00p,Western Illinois,North Dakota State,WIU,NDSU,62,64,-2,5.5,0,57%,190,-210,121,121,41%,42%,,,,,,
,,,20150202,7:00p,Virginia,North Carolina,UVA,UNC,75,64,11,-1,1,56%,-112,102,129.5,129.5,66%,68%,,,,,,
,,,20150202,7:00p,North Carolina,Virginia,UNC,UVA,64,75,-11,1,0,44%,102,-112,129.5,129.5,34%,32%,,,,,,
,,,20150202,8:00p,Green Bay,Wright State,GB,WRST,71,58,13,-6.5,1,59%,-265,245,122,122,73%,NaN,,,,,,
,,,20150202,8:00p,Wright State,Green Bay,WRST,GB,58,71,-13,6.5,0,41%,245,-265,122,122,27%,29%,,,,,,
,,,20150202,9:00p,Iowa State,Kansas,ISU,KU,76,89,-13,7.5,0,57%,285,-315,154.5,154.5,57%,59%,,,,,,
,,,20150202,9:00p,Kansas,Iowa State,KU,ISU,89,76,13,-7.5,1,43%,-315,285,154.5,154.5,43%,41%,,,,,,
,,,20150202,7:00p,Rider,Siena,RID,SIE,72,79,-7,-3,0,55%,-155,145,139,139,67%,56%,,,,,,
,,,20150202,7:00p,Siena,Rider,SIE,RID,79,72,7,3,1,45%,145,-155,139,139,33%,44%,,,,,,
,,,20150202,7:00p,Morgan State,Coppin State,MORG,COPP,67,80,-13,4.5,0,58%,170,-185,151.5,151.5,NaN,73%,,,,,,
,,,20150202,7:00p,Coppin State,Morgan State,COPP,MORG,80,67,13,-4.5,1,42%,-185,170,151.5,151.5,NaN,27%,,,,,,
,,,20150202,7:30p,American University,Holy Cross,AMER,HC,57,50,7,3.5,1,50%,130,-140,111.5,111.5,37%,NaN,,,,,,
,,,20150202,7:30p,Holy Cross,American University,HC,AMER,50,57,-7,-3.5,0,50%,-140,130,111.5,111.5,63%,70%,,,,,,
,,,20150202,9:00p,Alabama A&M,Texas Southern,AAMU,TXSO,65,68,-3,13.5,0,54%,850,-1050,123.5,123.5,NaN,NaN,,,,,,
,,,20150202,9:00p,Texas Southern,Alabama A&M,TXSO,AAMU,68,65,3,-13.5,1,46%,-1050,850,123.5,123.5,NaN,18%,,,,,,
,,,20150203,7:00p,Indiana,Wisconsin,IND,WIS,78,92,-14,16,0,60%,1300,-1650,144,144,63%,66%,,,,,,
,,,20150203,7:00p,Wisconsin,Indiana,WIS,IND,92,78,14,-16,1,40%,-1650,1300,144,144,37%,34%,,,,,,
,,,20150203,7:05p,Northern Iowa,Indiana State,UNI,INST,61,51,10,-6,1,44%,-280,255,124.5,124.5,48%,38%,,,,,,
,,,20150203,7:05p,Indiana State,Northern Iowa,INST,UNI,51,61,-10,6,0,56%,255,-280,124.5,124.5,52%,62%,,,,,,
,,,20150203,7:00p,Georgia,Kentucky,UGA,UK,58,69,-11,18.5,0,49%,1500,-3000,124,124,56%,39%,,,,,,
,,,20150203,7:00p,Kentucky,Georgia,UK,UGA,69,58,11,-18.5,1,51%,-3000,1500,124,124,44%,61%,,,,,,
,,,20150203,7:00p,Mississippi State,Tennessee,MSST,TENN,71,66,5,9,1,49%,400,-450,124,124,37%,55%,,,,,,
,,,20150203,7:00p,Tennessee,Mississippi State,TENN,MSST,66,71,-5,-9,0,51%,-450,400,124,124,63%,45%,,,,,,
,,,20150203,7:30p,Northwestern,Nebraska,NW,NEB,60,76,-16,7.5,0,50%,320,-355,118,118,34%,45%,,,,,,
,,,20150203,7:30p,Nebraska,Northwestern,NEB,NW,76,60,16,-7.5,1,50%,-355,320,118,118,66%,55%,,,,,,
,,,20150203,7:30p,Northwestern,Nebraska,NW,NEB,60,76,-16,7.5,0,50%,320,-355,118,118,34%,45%,,,,,,
,,,20150203,7:30p,Nebraska,Northwestern,NEB,NW,76,60,16,-7.5,1,50%,-355,320,118,118,66%,55%,,,,,,
,,,20150203,7:30p,Northwestern,Nebraska,NW,NEB,60,76,-16,7.5,0,50%,320,-355,118,118,34%,45%,,,117,117,NaN,NaN
,,,20150203,7:30p,Nebraska,Northwestern,NEB,NW,76,60,16,-7.5,1,50%,-355,320,118,118,66%,55%,,,117,117,NaN,72%
,,,20150203,7:30p,Florida Atlantic,Florida International,FAU,FIU,56,64,-8,4.5,0,45%,175,-190,125,125,33%,47%,,,,,,
,,,20150203,7:30p,Florida International,Florida Atlantic,FIU,FAU,64,56,8,-4.5,1,55%,-190,175,125,125,67%,53%,,,,,,
,,,20150203,8:00p,North Carolina State,Wake Forest,NCST,WAKE,84,88,-4,-1,0,57%,-113,103,142.5,142.5,70%,61%,,,,,,
,,,20150203,8:00p,Wake Forest,North Carolina State,WAKE,NCST,88,84,4,1,1,43%,103,-113,142.5,142.5,30%,39%,,,,,,
,,,20150203,8:00p,Evansville,Illinois State,EVAN,ILST,51,77,-26,6,0,58%,240,-260,132.5,132.5,71%,32%,,,,,,
,,,20150203,8:00p,Illinois State,Evansville,ILST,EVAN,77,51,26,-6,1,42%,-260,240,132.5,132.5,29%,68%,,,,,,
,,,20150203,8:00p,West Virginia,Oklahoma,WVU,OKLA,52,71,-19,5.5,0,54%,210,-230,142,142,NaN,50%,,,,,,
,,,20150203,8:00p,Oklahoma,West Virginia,OKLA,WVU,71,52,19,-5.5,1,46%,-230,210,142,142,NaN,50%,,,,,,
,,,20150203,8:00p,Louisville,Miami (FL),LOU,MIA,63,55,8,-4.5,1,51%,-190,175,131,131,76%,70%,,,,,,
,,,20150203,8:00p,Miami (FL),Louisville,MIA,LOU,55,63,-8,4.5,0,49%,175,-190,131,131,24%,30%,,,,,,
,,,20150203,9:00p,South Carolina,Arkansas,SCAR,ARK,55,75,-20,8,0,45%,320,-355,142,142,24%,40%,,,,,,
,,,20150203,9:00p,Arkansas,South Carolina,ARK,SCAR,75,55,20,-8,1,55%,-355,320,142,142,76%,60%,,,,,,
,,,20150203,9:00p,Florida,Vanderbilt,FLA,VAN,61,67,-6,-2.5,0,61%,-135,125,125,125,72%,53%,,,,,,
,,,20150203,9:00p,Vanderbilt,Florida,VAN,FLA,67,61,6,2.5,1,39%,125,-135,125,125,28%,47%,,,,,,
,,,20150203,9:00p,Seton Hall,DePaul,HALL,DEP,62,75,-13,-2.5,0,56%,-135,125,145.5,145.5,67%,69%,,,,,,
,,,20150203,9:00p,DePaul,Seton Hall,DEP,HALL,75,62,13,2.5,1,44%,125,-135,145.5,145.5,33%,31%,,,,,,
,,,20150203,9:00p,Virginia Tech,Syracuse,VT,SYR,70,72,-2,11,0,51%,560,-690,128.5,128.5,30%,49%,,,,,,
,,,20150203,9:00p,Syracuse,Virginia Tech,SYR,VT,72,70,2,-11,1,49%,-690,560,128.5,128.5,70%,51%,,,,,,
,,,20150203,9:30p,Rutgers,Illinois,RUTG,ILL,54,66,-12,11,0,55%,540,-660,125,125,42%,65%,,,,,,
,,,20150203,9:30p,Illinois,Rutgers,ILL,RUTG,66,54,12,-11,1,45%,-660,540,125,125,58%,35%,,,,,,
,,,20150203,9:30p,Boise State,Utah State,BSU,USU,68,63,5,-1.5,1,49%,-120,110,128.5,128.5,50%,46%,,,,,,
,,,20150203,9:30p,Utah State,Boise State,USU,BSU,63,68,-5,1.5,0,51%,110,-120,128.5,128.5,50%,54%,,,,,,
,,,20150203,8:00p,UNC Greensboro,Virginia Military,UNCG,VMI,85,56,29,7,1,62%,275,-305,163,163,51%,76%,,,,,,
,,,20150203,8:00p,Virginia Military,UNC Greensboro,VMI,UNCG,56,85,-29,-7,0,38%,-305,275,163,163,49%,24%,,,,,,
,,,20150204,6:30p,Ohio State,Purdue,OSU,PUR,58,60,-2,-1,0,55%,-112,102,137,137,71%,69%,,,,,,
,,,20150204,6:30p,Purdue,Ohio State,PUR,OSU,60,58,2,1,1,45%,102,-112,137,137,29%,31%,,,,,,
,,,20150204,7:00p,Virginia Commonwealth,George Mason,VCU,GMU,72,60,12,-10,1,46%,-525,450,136.5,136.5,63%,62%,,,,,,
,,,20150204,7:00p,George Mason,Virginia Commonwealth,GMU,VCU,60,72,-12,10,0,54%,450,-525,136.5,136.5,37%,38%,,,,,,
,,,20150204,7:00p,Marquette,Villanova,MARQ,VILL,52,70,-18,14,0,57%,1100,-1400,131,131,55%,68%,,,,,,
,,,20150204,7:00p,Villanova,Marquette,VILL,MARQ,70,52,18,-14,1,43%,-1400,1100,131,131,45%,32%,,,,,,
,,,20150204,7:00p,Hofstra,Delaware,HOF,DEL,79,69,10,-6.5,1,58%,-280,255,153,153,66%,80%,,,,,,
,,,20150204,7:00p,Delaware,Hofstra,DEL,HOF,69,79,-10,6.5,0,42%,255,-280,153,153,34%,20%,,,,,,
,,,20150204,7:00p,Towson,Northeastern,TOWS,NE,62,69,-7,9,0,54%,385,-435,124.5,124.5,38%,43%,,,,,,
,,,20150204,7:00p,Northeastern,Towson,NE,TOWS,69,62,7,-9,1,46%,-435,385,124.5,124.5,62%,57%,,,,,,
,,,20150204,7:00p,North Carolina-Wilmington,James Madison,UNCW,JMU,77,65,12,4,1,42%,166,-177,136.5,136.5,38%,72%,,,,,,
,,,20150204,7:00p,James Madison,North Carolina-Wilmington,JMU,UNCW,65,77,-12,-4,0,58%,-177,166,136.5,136.5,62%,28%,,,,,,
,,,20150204,7:00p,East Carolina,Connecticut,ECU,CONN,52,65,-13,14,0,42%,1100,-1400,124,124,39%,45%,,,,,,
,,,20150204,7:00p,Connecticut,East Carolina,CONN,ECU,65,52,13,-14,1,58%,-1400,1100,124,124,61%,55%,,,,,,
,,,20150204,7:00p,Bowling Green,Central Michigan,BGSU,CMU,76,74,2,5,1,38%,185,-200,133.5,133.5,26%,NaN,,,,,,
,,,20150204,7:00p,Central Michigan,Bowling Green,CMU,BGSU,74,76,-2,-5,0,62%,-200,185,133.5,133.5,74%,68%,,,,,,
,,,20150204,7:00p,Buffalo,Ball State,BUFF,BALL,82,78,4,-5.5,1,54%,-255,235,138.5,138.5,68%,53%,,,,,,
,,,20150204,7:00p,Ball State,Buffalo,BALL,BUFF,78,82,-4,5.5,0,46%,235,-255,138.5,138.5,32%,47%,,,,,,
,,,20150204,7:00p,Kent State,Western Michigan,KENT,WMU,66,67,-1,5,0,42%,190,-210,133,133,43%,46%,,,,,,
,,,20150204,7:00p,Western Michigan,Kent State,WMU,KENT,67,66,1,-5,1,58%,-210,190,133,133,57%,54%,,,,,,
,,,20150204,7:00p,Akron,Ohio,AKR,OHIO,82,83,-1,-3.5,0,56%,-165,155,133.5,133.5,72%,75%,,,,,,
,,,20150204,7:00p,Ohio,Akron,OHIO,AKR,83,82,1,3.5,1,44%,155,-165,133.5,133.5,28%,25%,,,,,,
,,,20150204,7:00p,Youngstown State,Cleveland State,YSU,CLEV,60,73,-13,14.5,0,52%,1275,-1600,136,136,43%,50%,,,,,,
,,,20150204,7:00p,Cleveland State,Youngstown State,CLEV,YSU,73,60,13,-14.5,1,48%,-1600,1275,136,136,57%,50%,,,,,,
,,,20150204,7:00p,Northern Illinois,Miami (OH),NIU,M-OH,69,67,2,1,1,53%,103,-113,128.5,128.5,37%,67%,,,,,,
,,,20150204,7:00p,Miami (OH),Northern Illinois,M-OH,NIU,67,69,-2,-1,0,47%,-113,103,128.5,128.5,63%,33%,,,,,,
,,,20150204,7:00p,Eastern Michigan,Toledo,EMU,TOL,60,84,-24,6,0,42%,235,-255,132.5,132.5,36%,14%,,,,,,
,,,20150204,7:00p,Toledo,Eastern Michigan,TOL,EMU,84,60,24,-6,1,58%,-255,235,132.5,132.5,64%,86%,,,,,,
,,,20150204,7:00p,St. Bonaventure,Davidson,SBON,DAV,62,61,1,7.5,1,47%,315,-345,149,149,30%,34%,,,,,,
,,,20150204,7:00p,Davidson,St. Bonaventure,DAV,SBON,61,62,-1,-7.5,0,53%,-345,315,149,149,70%,66%,,,,,,
,,,20150204,7:00p,Massachusetts,Fordham,MASS,FOR,78,72,6,-7,1,58%,-320,290,137,137,73%,72%,,,,,,
,,,20150204,7:00p,Fordham,Massachusetts,FOR,MASS,72,78,-6,7,0,42%,290,-320,137,137,27%,28%,,,,,,
,,,20150204,7:00p,Georgia Tech,Duke,GT,DUKE,66,72,-6,17,0,61%,2000,-4000,135.5,135.5,47%,63%,,,,,,
,,,20150204,7:00p,Duke,Georgia Tech,DUKE,GT,72,66,6,-17,1,39%,-4000,2000,135.5,135.5,53%,37%,,,,,,
,,,20150204,7:00p,Boston College,Notre Dame,BC,ND,63,71,-8,12.5,0,44%,720,-920,137.5,137.5,28%,48%,,,,,,
,,,20150204,7:00p,Notre Dame,Boston College,ND,BC,71,63,8,-12.5,1,56%,-920,720,137.5,137.5,72%,52%,,,,,,
,,,20150204,7:00p,Texas A&M,Ole Miss,TXAM,MISS,59,69,-10,5.5,0,57%,210,-230,135,135,59%,56%,,,,,,
,,,20150204,7:00p,Ole Miss,Texas A&M,MISS,TXAM,69,59,10,-5.5,1,43%,-230,210,135,135,41%,44%,,,,,,
,,,20150204,8:00p,Oklahoma State,Texas,OKST,TEX,65,63,2,6.5,1,37%,255,-280,127.5,127.5,30%,31%,,,,,,
,,,20150204,8:00p,Texas,Oklahoma State,TEX,OKST,63,65,-2,-6.5,0,63%,-280,255,127.5,127.5,70%,69%,,,,,,
,,,20150204,8:05p,Southern Illinois,Drake,SIU,DRKE,61,63,-2,-1.5,0,48%,-125,115,118.5,118.5,NaN,67%,,,,,,
,,,20150204,8:05p,Drake,Southern Illinois,DRKE,SIU,63,61,2,1.5,1,52%,115,-125,118.5,118.5,NaN,33%,,,,,,
,,,20150204,8:30p,Texas State,South Alabama,TXST,USA,63,43,20,-2,1,42%,-135,115,130,130,44%,70%,,,,,,
,,,20150204,8:30p,South Alabama,Texas State,USA,TXST,43,63,-20,2,0,58%,115,-135,130,130,56%,30%,,,,,,
,,,20150204,8:30p,Oakland,Illinois-Chicago,OAK,UIC,91,77,14,-5.5,1,61%,-240,220,143,143,72%,84%,,,,,,
,,,20150204,8:30p,Illinois-Chicago,Oakland,UIC,OAK,77,91,-14,5.5,0,39%,220,-240,143,143,28%,16%,,,,,,
,,,20150204,8:05p,Detroit,Valparaiso,DET,VALP,70,78,-8,9.5,0,45%,400,-450,132,132,33%,NaN,,,,,,
,,,20150204,8:05p,Valparaiso,Detroit,VALP,DET,78,70,8,-9.5,1,55%,-450,400,132,132,67%,53%,,,,,,
,,,20150204,8:30p,TCU,Baylor,TCU,BAY,57,77,-20,8,0,47%,330,-370,125,125,29%,50%,,,,,,
,,,20150204,8:30p,Baylor,TCU,BAY,TCU,77,57,20,-8,1,53%,-370,330,125,125,71%,50%,,,,,,
,,,20150204,8:30p,Penn State,Maryland,PSU,MD,58,64,-6,8,0,50%,325,-360,131.5,131.5,28%,49%,,,,,,
,,,20150204,8:30p,Maryland,Penn State,MD,PSU,64,58,6,-8,1,50%,-360,325,131.5,131.5,72%,51%,,,,,,
,,,20150204,9:00p,Loyola (IL),Missouri State,L-IL,MOSU,53,50,3,3.5,1,46%,155,-165,115.5,115.5,39%,32%,,,,,,
,,,20150204,9:00p,Missouri State,Loyola (IL),MOSU,L-IL,50,53,-3,-3.5,0,54%,-165,155,115.5,115.5,61%,68%,,,,,,
,,,20150204,9:00p,Providence,Georgetown,PROV,GTWN,74,71,3,6.5,1,57%,255,-280,130.5,130.5,50%,62%,,,,,,
,,,20150204,9:00p,Georgetown,Providence,GTWN,PROV,71,74,-3,-6.5,0,43%,-280,255,130.5,130.5,50%,38%,,,,,,
,,,20150204,9:00p,Washington,Oregon,WASH,ORE,74,78,-4,6,0,36%,220,-240,150.5,150.5,25%,28%,,,,,,
,,,20150204,9:00p,Oregon,Washington,ORE,WASH,78,74,4,-6,1,64%,-240,220,150.5,150.5,75%,72%,,,,,,
,,,20150204,9:00p,Creighton,Xavier,CREI,XAV,79,72,7,13.5,1,48%,1050,-1300,135.5,135.5,42%,40%,,,,,,
,,,20150204,9:00p,Xavier,Creighton,XAV,CREI,72,79,-7,-13.5,0,52%,-1300,1050,135.5,135.5,58%,60%,,,,,,
,,,20150204,9:00p,Colorado State,Wyoming,CSU,WYO,48,59,-11,2.5,0,57%,130,-140,124.5,124.5,42%,24%,,,,,,
,,,20150204,9:00p,Wyoming,Colorado State,WYO,CSU,59,48,11,-2.5,1,43%,-140,130,124.5,124.5,58%,76%,,,,,,
,,,20150204,9:00p,New Mexico,Air Force,UNM,AFA,49,53,-4,-3.5,0,53%,-160,150,124.5,124.5,NaN,27%,,,,,,
,,,20150204,9:00p,Air Force,New Mexico,AFA,UNM,53,49,4,3.5,1,47%,150,-160,124.5,124.5,NaN,73%,,,,,,
,,,20150204,9:00p,Missouri,Alabama,MIZZ,ALA,49,62,-13,9.5,0,53%,420,-475,121,121,39%,59%,,,,,,
,,,20150204,9:00p,Alabama,Missouri,ALA,MIZZ,62,49,13,-9.5,1,47%,-475,420,121,121,61%,41%,,,,,,
,,,20150204,9:00p,Kansas State,Texas Tech,KSU,TTU,47,64,-17,-3.5,0,51%,-170,160,119.5,119.5,66%,42%,,,,,,
,,,20150204,9:00p,Texas Tech,Kansas State,TTU,KSU,64,47,17,3.5,1,49%,160,-170,119.5,119.5,34%,58%,,,,,,
,,,20150204,9:00p,Clemson,Florida State,CLEM,FSU,62,56,6,2.5,1,52%,130,-140,123,123,35%,56%,,,,,,
,,,20150204,9:00p,Florida State,Clemson,FSU,CLEM,56,62,-6,-2.5,0,48%,-140,130,123,123,65%,44%,,,,,,
,,,20150204,10:00p,San Diego State,Nevada,SDSU,NEV,65,63,2,-11,1,60%,-600,500,117.5,117.5,77%,53%,,,,,,
,,,20150204,10:00p,Nevada,San Diego State,NEV,SDSU,63,65,-2,11,0,40%,500,-600,117.5,117.5,23%,47%,,,,,,
,,,20150204,10:00p,San Jose State,Fresno State,SJSU,FRES,63,81,-18,18,0,51%,2000,-4000,121,121,45%,68%,,,,,,
,,,20150204,10:00p,Fresno State,San Jose State,FRES,SJSU,81,63,18,-18,1,49%,-4000,2000,121,121,55%,32%,,,,,,
,,,20150204,8:00p,Jacksonville State,Memphis,JVST,MEM,48,74,-26,17,0,52%,2000,-4000,128.5,128.5,36%,52%,,,,,,
,,,20150204,8:00p,Memphis,Jacksonville State,MEM,JVST,74,48,26,-17,1,48%,-4000,2000,128.5,128.5,64%,48%,,,,,,
,,,20150205,6:30p,Richmond,La Salle,RICH,LAS,62,64,-2,1.5,0,47%,110,-120,117.5,117.5,53%,55%,,,,,,
,,,20150205,6:30p,La Salle,Richmond,LAS,RICH,64,62,2,-1.5,1,53%,-120,110,117.5,117.5,47%,45%,,,,,,
,,,20150205,7:00p,Iowa,Michigan,IOWA,MICH,72,54,18,-2,1,52%,-130,120,121,121,48%,42%,,,,,,
,,,20150205,7:00p,Michigan,Iowa,MICH,IOWA,54,72,-18,2,0,48%,120,-130,121,121,52%,58%,,,,,,
,,,20150205,7:00p,Auburn,LSU,AUB,LSU,81,77,4,10.5,1,57%,500,-600,140.5,140.5,50%,70%,,,,,,
,,,20150205,7:00p,LSU,Auburn,LSU,AUB,77,81,-4,-10.5,0,43%,-600,500,140.5,140.5,50%,30%,,,,,,
,,,20150205,7:00p,Drexel,Elon,DREX,ELON,67,63,4,4,1,38%,165,-175,130,130,28%,23%,,,,,,
,,,20150205,7:00p,Elon,Drexel,ELON,DREX,63,67,-4,-4,0,62%,-175,165,130,130,72%,77%,,,,,,
,,,20150205,7:00p,Rice,Marshall,RICE,MRSH,55,69,-14,4.5,0,49%,170,-185,130,130,38%,72%,,,,,,
,,,20150205,7:00p,Marshall,Rice,MRSH,RICE,69,55,14,-4.5,1,51%,-185,170,130,130,62%,28%,,,,,,
,,,20150205,7:00p,Tulsa,Houston,TLSA,HOU,57,44,13,-6.5,1,59%,-270,248,130,130,72%,62%,,,,,,
,,,20150205,7:00p,Houston,Tulsa,HOU,TLSA,44,57,-13,6.5,0,41%,248,-270,130,130,28%,38%,,,,,,
,,,20150205,7:30p,William & Mary,Charleston,WM,COFC,72,80,-8,-5,0,63%,-210,190,133.5,133.5,72%,65%,,,,,,
,,,20150205,7:30p,Charleston,William & Mary,COFC,WM,80,72,8,5,1,37%,190,-210,133.5,133.5,28%,NaN,,,,,,
,,,20150205,7:30p,UTSA,Florida International,UTSA,FIU,74,63,11,-4,1,57%,-175,165,134,134,43%,46%,,,,,,
,,,20150205,7:30p,Florida International,UTSA,FIU,UTSA,63,74,-11,4,0,43%,165,-175,134,134,57%,54%,,,,,,
,,,20150205,7:30p,Georgia State,Georgia Southern,GAST,GASO,54,58,-4,-3.5,0,41%,-165,155,135,135,42%,33%,,,,,,
,,,20150205,7:30p,Georgia Southern,Georgia State,GASO,GAST,58,54,4,3.5,1,59%,155,-165,135,135,58%,67%,,,,,,
,,,20150205,8:00p,North Texas,Western Kentucky,UNT,WKU,59,65,-6,9.5,0,56%,420,-475,136,136,32%,55%,,,,,,
,,,20150205,8:00p,Western Kentucky,North Texas,WKU,UNT,65,59,6,-9.5,1,44%,-475,420,136,136,68%,45%,,,,,,
,,,20150205,8:00p,Milwaukee,Green Bay,MILW,GB,70,81,-11,13.5,0,45%,1025,-1250,130,130,40%,NaN,,,,,,
,,,20150205,8:00p,Green Bay,Milwaukee,GB,MILW,81,70,11,-13.5,1,55%,-1250,1025,130,130,60%,NaN,,,,,,
,,,20150205,8:00p,Southern Miss,Middle Tennessee,USM,MTU,51,61,-10,13.5,0,56%,900,-1100,118.5,118.5,43%,51%,,,,,,
,,,20150205,8:00p,Middle Tennessee,Southern Miss,MTU,USM,61,51,10,-13.5,1,44%,-1100,900,118.5,118.5,57%,NaN,,,,,,
,,,20150205,8:00p,UTEP,Florida Atlantic,UTEP,FAU,63,56,7,-8,1,55%,-380,340,130,130,69%,75%,,,,,,
,,,20150205,8:00p,Florida Atlantic,UTEP,FAU,UTEP,56,63,-7,8,0,45%,340,-380,130,130,31%,25%,,,,,,
,,,20150205,8:30p,Louisiana-Monroe,Arkansas-Little Rock,ULM,UALR,77,61,16,3.5,1,58%,145,-165,122,122,53%,46%,,,,,,
,,,20150205,8:30p,Arkansas-Little Rock,Louisiana-Monroe,UALR,ULM,61,77,-16,-3.5,0,42%,-165,145,122,122,47%,54%,,,,,,
,,,20150205,8:30p,Troy,Arkansas State,TROY,ARST,69,64,5,4.5,1,57%,170,-185,128,128,33%,32%,,,,,,
,,,20150205,8:30p,Arkansas State,Troy,ARST,TROY,64,69,-5,-4.5,0,43%,-185,170,128,128,67%,68%,,,,,,
,,,20150205,9:00p,UCLA,Stanford,UCLA,STAN,69,67,2,7,1,50%,255,-280,144,144,44%,57%,,,,,,
,,,20150205,9:00p,Stanford,UCLA,STAN,UCLA,67,69,-2,-7,0,50%,-280,255,144,144,56%,43%,,,,,,
,,,20150205,9:00p,Cincinnati,SMU,CIN,SMU,62,54,8,6.5,1,41%,245,-265,116,116,32%,38%,,,,,,
,,,20150205,9:00p,SMU,Cincinnati,SMU,CIN,54,62,-8,-6.5,0,59%,-265,245,116,116,68%,62%,,,,,,
,,,20150205,9:00p,Louisiana Tech,UAB,LT,UAB,60,80,-20,-4.5,0,49%,-210,190,137,137,52%,53%,,,,,,
,,,20150205,9:00p,UAB,Louisiana Tech,UAB,LT,80,60,20,4.5,1,51%,190,-210,137,137,48%,47%,,,,,,
,,,20150205,9:00p,Portland,San Francisco,PORT,SF,69,57,12,4,1,51%,165,-175,141.5,141.5,47%,39%,,,,,,
,,,20150205,9:00p,San Francisco,Portland,SF,PORT,57,69,-12,-4,0,49%,-175,165,141.5,141.5,53%,61%,,,,,,
,,,20150205,10:00p,San Diego,Loyola Marymount,USD,LMU,61,70,-9,-3,0,48%,-150,140,124,124,53%,62%,,,,,,
,,,20150205,10:00p,Loyola Marymount,San Diego,LMU,USD,70,61,9,3,1,52%,140,-150,124,124,47%,38%,,,,,,
,,,20150205,10:00p,Hawaii,Cal Poly,HAW,CP,59,56,3,6.5,1,55%,240,-260,127,127,45%,57%,,,,,,
,,,20150205,10:00p,Cal Poly,Hawaii,CP,HAW,56,59,-3,-6.5,0,45%,-260,240,127,127,55%,NaN,,,,,,
,,,20150205,10:00p,UC Davis,UC Irvine,UCD,UCI,75,56,19,9,1,61%,400,-450,139.5,139.5,58%,75%,,,,,,
,,,20150205,10:00p,UC Irvine,UC Davis,UCI,UCD,56,75,-19,-9,0,39%,-450,400,139.5,139.5,42%,25%,,,,,,
