game_id,season,week,date,time,team_org,opponent_team_org,team,opponent_team,points,opponent_points,points_difference,spread,win_against_spread,spread_percentage_sbr,moneyline_team,moneyline_opponent,total_team,total_opponent,spread_percentage_sportsplays,spread_percentage_vegas
,,,20161201,7:00p,Columbia,Seton Hall,CLMB,HALL,71,95,-24,+15,0,43%,+1000,-1500,148,148,32%,59%
,,,20161201,7:00p,Seton Hall,Columbia,HALL,CLMB,95,71,24,-15,1,57%,-1500,+1000,148,148,68%,41%
,,,20161201,8:00p,South Florida,Troy,USF,TROY,80,74,6,+6,1,58%,+220,-260,137,137,45%,36%
,,,20161201,8:00p,Troy,South Florida,TROY,USF,74,80,-6,-6,0,42%,-260,+220,137,137,55%,64%
,,,20161201,9:00p,Oregon State,Mississippi State,ORST,MSST,57,74,-17,+8,0,51%,+300,-345,125.5,125.5,53%,64%
,,,20161201,9:00p,Mississippi State,Oregon State,MSST,ORST,74,57,17,-8,1,49%,-345,+300,125.5,125.5,47%,36%
,,,20161201,9:00p,Cincinnati,Iowa State,CIN,ISU,55,54,1,+6.5,1,41%,+220,-260,141.5,141.5,39%,37%
,,,20161201,9:00p,Iowa State,Cincinnati,ISU,CIN,54,55,-1,-6.5,0,59%,-260,+220,141.5,141.5,61%,63%
,,,20161201,11:00p,UTSA,Cal Poly,UTSA,CP,47,59,-12,+8,0,49%,+325,-400,137.5,137.5,54%,52%
,,,20161201,11:00p,Cal Poly,UTSA,CP,UTSA,59,47,12,-8,1,51%,-400,+325,137.5,137.5,46%,NaN
,,,20161201,7:00p,Oral Roberts,Oakland,ORU,OAK,64,92,-28,+14.5,0,39%,+885,-1350,153,153,35%,13%
,,,20161201,7:00p,Oakland,Oral Roberts,OAK,ORU,92,64,28,-14.5,1,61%,-1350,+885,153,153,65%,87%
,,,20161201,7:00p,Fairfield,Rider,FAIR,RID,76,67,9,+4,1,53%,+160,-185,144.5,144.5,51%,49%
,,,20161201,7:00p,Rider,Fairfield,RID,FAIR,67,76,-9,-4,0,47%,-185,+160,144.5,144.5,49%,51%
,,,20161201,9:00p,Montana State,Utah,MTST,UTAH,84,92,-8,+17.5,0,51%,+1100,-1700,146,146,38%,69%
,,,20161201,9:00p,Utah,Montana State,UTAH,MTST,92,84,8,-17.5,1,49%,-1700,+1100,146,146,62%,31%
,,,20161201,10:00p,Sacramento State,Pacific,SAC,PAC,58,74,-16,+9.5,0,53%,+415,-525,141.5,141.5,31%,74%
,,,20161201,10:00p,Pacific,Sacramento State,PAC,SAC,74,58,16,-9.5,1,47%,-525,+415,141.5,141.5,69%,26%
,,,20161201,9:00p,Stephen F. Austin,Arkansas,SFA,ARK,62,78,-16,+19,0,47%,+1750,-3500,154,154,46%,57%
,,,20161201,9:00p,Arkansas,Stephen F. Austin,ARK,SFA,78,62,16,-19,1,53%,-3500,+1750,154,154,54%,43%
,,,20161202,7:00p,Duquesne,Pittsburgh,DUQ,PITT,64,55,9,+14,1,41%,+925,-1400,147,147,20%,18%
,,,20161202,7:00p,Pittsburgh,Duquesne,PITT,DUQ,55,64,-9,-14,0,59%,-1400,+925,147,147,80%,82%
,,,20161202,9:30p,Alabama,Texas,ALA,TEX,68,77,-9,+3.5,0,52%,+155,-175,128.5,128.5,42%,55%
,,,20161202,9:30p,Texas,Alabama,TEX,ALA,77,68,9,-3.5,1,48%,-175,+155,128.5,128.5,58%,45%
,,,20161202,7:00p,Canisius,Manhattan,CAN,MAN,77,76,1,+4.5,1,53%,+175,-190,145,145,48%,49%
,,,20161202,7:00p,Manhattan,Canisius,MAN,CAN,76,77,-1,-4.5,0,47%,-190,+175,145,145,52%,51%
,,,20161202,7:00p,Niagara,Marist,NIAG,MRST,66,72,-6,+8,0,48%,+325,-360,144.5,144.5,46%,35%
