game_id,season,week,date,time,team_org,opponent_team_org,team,opponent_team,points,opponent_points,points_difference,spread,win_against_spread,spread_percentage_sbr,moneyline_team,moneyline_opponent,total_team,total_opponent,spread_percentage_sportsplays,spread_percentage_vegas
,,,20141114,6:00p,William & Mary,Florida,WM,FLA,38,68,-30,+18,0,49%,+3000,-7000,139,139,27%,35%
,,,20141114,6:00p,Florida,William & Mary,FLA,WM,68,38,30,-18,1,51%,-7000,+3000,139,139,73%,65%
,,,20141114,6:30p,Virginia Commonwealth,Tennessee,VCU,TENN,85,69,16,-8,1,60%,-355,+320,143,143,66%,20%
,,,20141114,6:30p,Tennessee,Virginia Commonwealth,TENN,VCU,69,85,-16,8,0,40%,+320,-355,143,143,34%,80%
,,,20141114,7:30p,Minnesota,Louisville,MINN,LOU,68,81,-13,+9.5,0,54%,+390,-440,140,140,42%,66%
,,,20141114,7:30p,Louisville,Minnesota,LOU,MINN,81,68,13,-9.5,1,46%,-440,+390,140,140,58%,34%
,,,20141114,8:00p,Drexel,Colorado,DREX,COLO,48,65,-17,+14.5,0,44%,+1025,-1250,134,134,35%,61%
,,,20141114,8:00p,Colorado,Drexel,COLO,DREX,65,48,17,-14.5,1,56%,-1250,+1025,134,134,65%,39%
,,,20141114,9:00p,Towson,Alabama,TOWS,ALA,54,82,-28,+14.5,0,44%,+1075,-1350,131.5,131.5,31%,69%
,,,20141114,9:00p,Alabama,Towson,ALA,TOWS,82,54,28,-14.5,1,56%,-1350,+1075,131.5,131.5,69%,31%
,,,20141114,10:00p,Ball State,Utah,BALL,UTAH,72,90,-18,+26.5,0,44%,+7500,-20000,141,141,31%,59%
,,,20141114,10:00p,Utah,Ball State,UTAH,BALL,90,72,18,-26.5,1,56%,-20000,+7500,141,141,69%,41%
,,,20141114,10:00p,Milwaukee,Auburn,MILW,AUB,73,83,-10,+10.5,0,43%,+495,-590,150,150,36%,46%
,,,20141114,10:00p,Auburn,Milwaukee,AUB,MILW,83,73,10,-10.5,1,57%,-590,+495,150,150,64%,54%
,,,20141114,10:00p,Illinois-Chicago,DePaul,UIC,DEP,71,72,-1,+11,0,42%,+515,-620,143.5,143.5,30%,88%
,,,20141114,10:00p,DePaul,Illinois-Chicago,DEP,UIC,72,71,1,-11,1,58%,-620,+515,143.5,143.5,70%,12%
,,,20141114,10:00p,Rice,Oregon State,RICE,ORST,54,67,-13,+6.5,0,58%,+240,-260,134,134,27%,49%
,,,20141114,10:00p,Oregon State,Rice,ORST,RICE,67,54,13,-6.5,1,42%,-260,+240,134,134,73%,51%
,,,20141114,6:30p,Western Carolina,Mississippi State,WCU,MSST,56,66,-10,+14,0,34%,+1000,-1200,142,142,37%,67%
,,,20141114,6:30p,Mississippi State,Western Carolina,MSST,WCU,66,56,10,-14,1,66%,-1200,+1000,142,142,63%,33%
,,,20141114,10:30p,Morehead State,UNLV,MORE,UNLV,59,60,-1,+5.5,0,51%,+210,-230,144.5,144.5,32%,49%
,,,20141114,10:30p,UNLV,Morehead State,UNLV,MORE,60,59,1,-5.5,1,49%,-230,+210,144.5,144.5,68%,51%
,,,20141114,6:00p,Presbyterian,Duke,PRE,DUKE,44,113,-69,+38.5,0,33%,+30000,-90000,147,147,27%,55%
,,,20141114,6:00p,Duke,Presbyterian,DUKE,PRE,113,44,69,-38.5,1,67%,-90000,+30000,147,147,73%,45%
,,,20141114,7:00p,North Florida,South Carolina,UNF,SCAR,56,81,-25,+12.5,0,59%,+668,-850,146,146,29%,61%
,,,20141114,7:00p,South Carolina,North Florida,SCAR,UNF,81,56,25,-12.5,1,41%,-850,+668,146,146,71%,39%
,,,20141114,7:00p,Charleston Southern,Ole Miss,CHSO,MISS,66,65,1,+13,1,29%,+800,-1000,154.5,154.5,NaN,69%
,,,20141114,7:00p,Ole Miss,Charleston Southern,MISS,CHSO,65,66,-1,-13,0,71%,-1000,+800,154.5,154.5,NaN,31%
,,,20141114,8:00p,North Carolina Central,North Carolina,NCCU,UNC,60,76,-16,+17,0,29%,+1400,-2500,146.5,146.5,17%,14%
,,,20141114,8:00p,North Carolina,North Carolina Central,UNC,NCCU,76,60,16,-17,1,71%,-2500,+1400,146.5,146.5,83%,14%
