game_id,season,week,date,time,team_org,opponent_team_org,team,opponent_team,points,opponent_points,points_difference,spread,win_against_spread,spread_percentage_sbr,moneyline_team,moneyline_opponent,total_team,total_opponent,spread_percentage_sportsplays,spread_percentage_vegas
,,,20130201,8:05p,Milwaukee,Valparaiso,MILW,VALP,40,71,-31,+18,0,50%,+4000,-10000,132.5,132.5,42%,NaN
,,,20130201,8:05p,Valparaiso,Milwaukee,VALP,MILW,71,40,31,-18,1,50%,-10000,+4000,132.5,132.5,58%,50%
,,,20130201,7:00p,Yale,Harvard,YALE,HARV,64,67,-3,+10.5,0,52%,+510,-615,128.5,128.5,43%,50%
,,,20130201,7:00p,Harvard,Yale,HARV,YALE,67,64,3,-10.5,1,48%,-615,+510,128.5,128.5,57%,50%
,,,20130201,7:00p,Cornell,Princeton,COR,PRIN,59,76,-17,+12.5,0,56%,+700,-900,125.5,125.5,60%,62%
,,,20130201,7:00p,Princeton,Cornell,PRIN,COR,76,59,17,-12.5,1,44%,-900,+700,125.5,125.5,40%,38%
,,,20130201,7:00p,Columbia,Pennsylvania,CLMB,PENN,58,62,-4,-3.5,0,50%,-170,+160,128.5,128.5,68%,74%
,,,20130201,7:00p,Pennsylvania,Columbia,PENN,CLMB,62,58,4,3.5,1,50%,+160,-170,128.5,128.5,32%,26%
,,,20130201,7:00p,Brown,Dartmouth,BRWN,DART,62,50,12,+1.5,1,47%,+108,-118,119.5,119.5,57%,55%
,,,20130201,7:00p,Dartmouth,Brown,DART,BRWN,50,62,-12,-1.5,0,53%,-118,+108,119.5,119.5,43%,45%
,,,20130201,9:00p,Youngstown State,Detroit,YSU,DET,77,88,-11,+10,0,58%,+500,-600,154.5,154.5,50%,55%
,,,20130201,9:00p,Detroit,Youngstown State,DET,YSU,88,77,11,-10,1,42%,-600,+500,154.5,154.5,50%,NaN
,,,20130201,7:00p,Manhattan,Siena,MAN,SIE,63,66,-3,-4,0,46%,-175,+165,118.5,118.5,43%,43%
,,,20130201,7:00p,Siena,Manhattan,SIE,MAN,66,63,3,4,1,54%,+165,-175,118.5,118.5,57%,57%
,,,20130201,7:00p,Rider,Fairfield,RID,FAIR,59,69,-10,+9,0,60%,+370,-415,122,122,62%,70%
,,,20130201,7:00p,Fairfield,Rider,FAIR,RID,69,59,10,-9,1,40%,-415,+370,122,122,38%,30%
,,,20130202,11:00a,Cincinnati,Seton Hall,CIN,HALL,65,59,6,-5.5,1,57%,-225,+205,127,127,55%,46%
,,,20130202,11:00a,Seton Hall,Cincinnati,HALL,CIN,59,65,-6,5.5,0,43%,+205,-225,127,127,45%,54%
,,,20130202,12:00p,Hofstra,William & Mary,HOF,WM,59,72,-13,+8,0,47%,+305,-335,123.5,123.5,36%,62%
,,,20130202,12:00p,William & Mary,Hofstra,WM,HOF,72,59,13,-8,1,53%,-335,+305,123.5,123.5,64%,38%
,,,20130202,12:00p,Purdue,Northwestern,PUR,NW,60,75,-15,+2,0,42%,+115,-125,120,120,32%,32%
,,,20130202,12:00p,Northwestern,Purdue,NW,PUR,75,60,15,-2,1,58%,-125,+115,120,120,68%,68%
,,,20130202,12:00p,Syracuse,Pittsburgh,SYR,PITT,55,65,-10,+4,0,57%,+165,-175,127,127,68%,84%
,,,20130202,12:00p,Pittsburgh,Syracuse,PITT,SYR,65,55,10,-4,1,43%,-175,+165,127,127,32%,16%
,,,20130202,12:00p,Virginia Tech,North Carolina,VT,UNC,60,72,-12,+16,0,45%,+1150,-1450,159,159,43%,45%
,,,20130202,12:00p,North Carolina,Virginia Tech,UNC,VT,72,60,12,-16,1,55%,-1450,+1150,159,159,57%,55%
,,,20130202,12:00p,Clemson,Boston College,CLEM,BC,68,75,-7,+1,0,48%,-104,-106,121,121,51%,86%
,,,20130202,12:00p,Boston College,Clemson,BC,CLEM,75,68,7,-1,1,52%,-106,-104,121,121,49%,14%
,,,20130202,5:00p,Ohio,Akron,OHIO,AKR,72,86,-14,+5,0,54%,+200,-220,137.5,137.5,40%,11%
,,,20130202,5:00p,Akron,Ohio,AKR,OHIO,86,72,14,-5,1,46%,-220,+200,137.5,137.5,60%,89%
