distance,season,season_week,year,winlose,week,weekday,hour,team,opponent_team,points,opponent_points,points_difference,spread,win_against_spread,spread_percentage_sbr,moneyline_team,moneyline_opponent,total_team,total_opponent,spread_percentage_sportsplays,spread_percentage_vegas
0.20724298504249494,2012,29,2013,1,16,0,18,MIA,CLE,96,95,1,2.0,1,55,115.0,-125.0,192.0,192.0,61,64
0.20796247856555972,2012,29,2013,0,16,2,19,DET,BKN,99,103,-4,5.0,0,66,185.0,-200.0,196.5,196.5,55,68
0.21106334079979536,2014,28,2015,1,15,2,18,ATL,BKN,114,111,3,4.5,1,47,160.0,-185.0,204.5,204.5,54,41
0.2117925616371762,2015,32,2016,0,19,0,19,TOR,MIA,87,94,-7,4.5,0,48,175.0,-210.0,194.0,194.0,50,48
0.2135318442568707,2012,29,2013,0,16,0,18,NYK,CHA,95,106,-11,2.0,0,54,115.0,-125.0,190.5,190.5,44,50
0.21371958251623202,2012,27,2013,1,14,2,20,DEN,UTA,113,96,17,3.0,1,54,130.0,-140.0,205.0,205.0,46,50
0.21409468388220043,2013,32,2014,0,19,1,20,POR,SAS,92,116,-24,6.5,0,60,260.0,-290.0,206.5,206.5,61,71
0.21428961649799075,2014,29,2015,1,16,2,19,BOS,MIL,105,100,5,5.5,1,51,205.0,-225.0,198.0,198.0,49,34
0.21453047631016994,2012,24,2013,1,11,1,19,DAL,MIL,115,108,7,2.5,1,51,123.0,-133.0,209.5,209.5,54,50
0.2176091311353444,2013,30,2014,1,17,1,20,WAS,CHI,101,99,2,5.0,1,43,190.0,-210.0,180.5,180.5,40,43
0.21858090197533794,2015,28,2016,0,15,2,21,LAC,PHX,105,114,-9,5.5,0,52,170.0,-200.0,205.5,205.5,59,50
0.2190009323199721,2012,27,2013,0,14,2,18,WAS,TOR,78,88,-10,4.5,0,51,165.0,-175.0,194.0,194.0,59,62
0.2192288719434812,2014,27,2015,0,14,2,18,IND,BOS,87,100,-13,4.0,0,49,160.0,-185.0,200.5,200.5,48,44
0.22115265318465654,2015,30,2016,0,17,0,18,MIA,CHA,85,89,-4,2.5,0,57,115.0,-135.0,194.5,194.5,65,55
0.2218126938396458,2014,27,2015,0,14,2,18,DET,CHA,78,102,-24,5.5,0,53,180.0,-220.0,196.0,196.0,52,63
0.22248922645522404,2014,26,2015,1,13,2,18,BKN,CHA,91,88,3,3.5,1,54,140.0,-160.0,197.0,197.0,48,46
0.2226610237366222,2014,29,2015,0,16,0,18,ORL,MIA,93,100,-7,6.0,0,52,205.0,-245.0,198.0,198.0,50,52
0.22335312609443864,2013,29,2014,1,16,1,19,NYK,BKN,109,98,11,7.5,1,55,270.0,-300.0,194.0,194.0,53,50
0.2241364140387596,2012,29,2013,0,16,2,19,UTA,MEM,70,86,-16,4.5,0,54,168.0,-180.0,178.5,178.5,65,50
0.2243674577761603,2013,31,2014,0,18,1,21,GSW,LAC,103,113,-10,7.0,0,50,280.0,-310.0,208.5,208.5,54,51
0.2247906798254355,2012,29,2013,0,16,2,19,CLE,CHA,98,105,-7,2.5,0,54,125.0,-135.0,202.5,202.5,65,50
0.22571027824352727,2012,26,2013,0,13,2,18,ORL,CHA,108,114,-6,3.0,0,63,132.0,-142.0,201.0,201.0,50,50
0.226357784407435,2012,33,2013,0,20,0,20,OKC,MEM,97,103,-6,4.5,0,54,170.0,-185.0,185.0,185.0,62,54
0.2269779620585452,2014,34,2015,1,21,2,19,CLE,ATL,97,89,8,2.0,1,54,120.0,-130.0,199.5,199.5,53,57
0.22699546984012245,2014,32,2015,0,19,2,18,CHI,CLE,91,106,-15,5.5,0,50,225.0,-245.0,194.5,194.5,53,58
0.22712586610480442,2015,26,2016,1,13,0,20,DAL,DEN,97,88,9,2.0,1,55,110.0,-130.0,211.5,211.5,52,63
0.22761546414710696,2014,28,2015,0,15,2,19,NOP,MEM,74,110,-36,5.0,0,51,175.0,-210.0,184.0,184.0,44,40
0.2286229967519453,2014,26,2015,1,13,0,18,BOS,BKN,110,91,19,5.0,1,55,180.0,-220.0,203.5,203.5,53,32
0.2289106654624549,2013,29,2014,1,16,2,19,PHI,MIA,100,87,13,5.5,1,46,205.0,-225.0,207.0,207.0,53,50
0.2304958209976794,2013,24,2014,0,11,1,19,POR,MEM,99,109,-10,2.5,0,49,125.0,-135.0,196.0,196.0,47,41
0.23112385150081238,2013,28,2014,0,15,2,19,MIA,MEM,102,107,-5,5.0,0,54,175.0,-190.0,180.5,180.5,42,50
0.23115616607443432,2014,29,2015,0,16,0,20,DAL,UTA,92,109,-17,6.0,0,50,220.0,-260.0,187.0,187.0,52,39
0.23128653302248292,2015,30,2016,0,17,1,17,IND,TOR,99,102,-3,7.0,0,50,255.0,-310.0,194.0,194.0,45,62
0.23235143255096272,2012,28,2013,1,15,2,18,MIA,WAS,103,98,5,4.0,1,57,150.0,-160.0,188.0,188.0,66,64
0.23251287064784415,2014,27,2015,1,14,0,18,LAL,PHI,113,111,2,5.0,1,47,170.0,-200.0,192.0,192.0,50,41
0.2332723415587278,2013,34,2014,0,21,2,20,OKC,SAS,77,112,-35,5.0,0,53,195.0,-215.0,210.0,210.0,51,58
0.23348076928752212,2012,29,2013,0,16,2,19,BOS,TOR,90,114,-24,6.0,0,52,200.0,-220.0,195.0,195.0,61,31
0.2341461399353502,2012,33,2013,1,20,2,20,MEM,OKC,88,84,4,4.5,1,46,180.0,-195.0,185.0,185.0,49,54
0.23437616308729506,2014,27,2015,1,14,2,21,LAC,POR,126,122,4,3.0,1,49,135.0,-155.0,209.5,209.5,44,42
0.2344403223956728,2014,24,2015,1,11,1,18,NOP,BKN,111,91,20,2.5,1,55,130.0,-140.0,192.5,192.5,63,59
0.23551993095675,2016,30,2017,0,17,1,18,OKC,HOU,0,0,0,7.5,0,52,285.0,-315.0,457.0,457.0,52,83
0.23703803155410574,2013,32,2014,1,19,0,20,LAC,OKC,122,105,17,5.5,1,49,205.0,-225.0,213.5,213.5,46,47
0.2380962649854968,2015,25,2016,0,12,2,18,TOR,BOS,79,91,-12,3.5,0,54,150.0,-160.0,205.5,205.5,55,69
0.24021758395977968,2012,27,2013,1,14,2,18,NYK,ATL,95,82,13,1.5,1,55,109.0,-119.0,195.0,195.0,62,65
0.24241764695311893,2013,27,2014,1,14,2,21,LAC,PHX,112,108,4,3.0,1,45,145.0,-155.0,212.0,212.0,46,50
0.24337397842382985,2013,28,2014,1,15,2,21,OKC,LAC,107,101,6,3.5,1,45,155.0,-165.0,212.0,212.0,43,50
0.2436197847886127,2013,37,2014,1,24,1,20,SAS,MIA,111,92,19,4.5,1,53,175.0,-190.0,197.0,197.0,50,50
0.24411666535995574,2014,25,2015,1,12,2,21,WAS,UTA,88,84,4,3.0,1,51,140.0,-150.0,181.0,181.0,52,49
0.24439930764585463,2014,26,2015,1,13,2,20,POR,UTA,92,89,3,1.5,1,59,105.0,-125.0,180.5,180.5,59,59
0.24555896181782483,2014,29,2015,0,16,1,18,TOR,BOS,93,95,-2,1.0,0,50,-105.0,-105.0,206.5,206.5,54,50
0.24577315763032956,2015,30,2016,0,17,1,19,BOS,ATL,83,110,-27,7.5,0,52,280.0,-340.0,198.0,198.0,57,54
0.24602006857848918,2013,31,2014,0,18,2,18,DAL,SAS,103,109,-6,6.5,0,60,255.0,-280.0,197.0,197.0,54,57
0.24715073772090854,2015,27,2016,0,14,2,18,CLE,IND,109,123,-14,3.5,0,48,145.0,-165.0,196.0,196.0,64,50
0.2481139746283729,2013,28,2014,1,15,2,18,CHA,WAS,94,88,6,5.5,1,55,200.0,-220.0,190.0,190.0,41,50
0.24836717435143693,2015,28,2016,1,15,0,21,SAC,PHX,105,101,4,6.0,1,47,200.0,-240.0,218.0,218.0,58,49
0.24854288619765819,2014,28,2015,0,15,1,18,CHA,MIA,100,105,-5,6.5,0,45,230.0,-250.0,190.5,190.5,41,49
