distance,season,season_week,year,winlose,week,weekday,hour,team,opponent_team,points,opponent_points,points_difference,spread,win_against_spread,spread_percentage_sbr,moneyline_team,moneyline_opponent,total_team,total_opponent,spread_percentage_sportsplays,spread_percentage_vegas
0.2413511011501154,2012,31,2013,1,18,2,18,BOS,NYK,92,86,6,9.5,1,45,455.0,-530.0,182.5,182.5,32,42
0.2427455179521241,2014,28,2015,0,15,1,21,MIN,SAC,111,116,-5,8.5,0,55,378.0,-425.0,213.5,213.5,55,32
0.24304110373880122,2014,27,2015,0,14,0,19,SAC,MEM,83,97,-14,10.5,0,45,470.0,-555.0,199.0,199.0,34,27
0.24828165632194596,2015,25,2016,0,12,1,19,HOU,OKC,107,111,-4,9.0,0,52,380.0,-475.0,226.5,226.5,51,58
0.2516362918571689,2012,25,2013,1,12,0,21,NYK,UTA,90,83,7,10.5,1,48,520.0,-630.0,188.0,188.0,49,50
0.2547576884781087,2015,25,2016,0,12,2,21,LAC,GSW,98,114,-16,10.0,0,48,440.0,-580.0,222.5,222.5,45,43
0.2558164698082254,2012,29,2013,1,16,2,19,MIN,SAS,108,95,13,9.5,1,50,420.0,-475.0,199.5,199.5,31,50
0.2564051228121651,2014,26,2015,0,13,1,21,PHI,SAC,106,107,-1,8.5,0,50,335.0,-420.0,206.5,206.5,41,37
0.2584061697928771,2012,26,2013,1,13,2,21,SAC,GSW,105,98,7,8.5,1,53,420.0,-475.0,214.5,214.5,42,50
0.2594510046641061,2015,33,2016,0,20,2,20,OKC,GSW,91,118,-27,9.0,0,50,375.0,-470.0,223.0,223.0,46,38
0.26151230400777914,2014,26,2015,0,13,0,21,WAS,GSW,76,107,-31,11.0,0,48,550.0,-800.0,207.5,207.5,40,40
0.2622954017519606,2012,28,2013,0,15,1,18,PHI,BKN,83,104,-21,8.5,0,50,335.0,-375.0,192.0,192.0,51,58
0.2625507109542121,2015,25,2016,0,12,2,19,MIA,SAS,88,112,-24,11.0,0,53,525.0,-750.0,196.5,196.5,47,66
0.2633853113409963,2013,29,2014,1,16,2,19,LAL,SAS,113,100,13,9.0,1,50,375.0,-420.0,217.0,217.0,49,50
0.26436334872635514,2014,31,2015,0,18,1,19,DAL,HOU,94,103,-9,8.0,0,47,325.0,-360.0,221.5,221.5,41,41
0.26577415285102635,2012,25,2013,1,12,1,19,DEN,OKC,114,104,10,9.5,1,50,420.0,-475.0,218.0,218.0,57,56
0.26629552387203065,2013,32,2014,0,19,1,18,BKN,MIA,86,107,-21,8.0,0,57,335.0,-375.0,192.0,192.0,50,61
0.2668031386331006,2015,29,2016,0,16,2,19,DET,CLE,90,107,-17,11.0,0,49,550.0,-800.0,202.0,202.0,56,39
0.2684831989566334,2014,25,2015,0,12,1,21,CHA,LAC,92,99,-7,10.0,0,39,475.0,-560.0,201.5,201.5,30,24
0.2686134550228939,2014,29,2015,0,16,2,19,ORL,BKN,88,101,-13,9.0,0,44,375.0,-420.0,203.5,203.5,42,48
0.26877885693552117,2014,27,2015,0,14,2,19,SAC,HOU,111,115,-4,10.5,0,42,465.0,-630.0,211.5,211.5,31,37
0.26950279136898597,2014,25,2015,0,12,2,18,MIN,TOR,100,105,-5,11.0,0,43,535.0,-650.0,210.0,210.0,37,45
0.27073534426178275,2015,34,2016,0,21,2,19,TOR,CLE,78,116,-38,11.5,0,47,620.0,-780.0,196.0,196.0,47,41
0.2715823655134777,2014,23,2015,0,10,1,19,BOS,CLE,79,110,-31,11.5,0,47,600.0,-750.0,210.0,210.0,42,42
0.27186261392741307,2014,26,2015,1,13,0,20,MIN,UTA,106,104,2,10.5,1,49,450.0,-600.0,182.5,182.5,56,64
0.2724281310293178,2012,29,2013,0,16,2,19,WAS,CHI,92,95,-3,8.5,0,51,380.0,-430.0,186.0,186.0,52,37
0.2732603943528945,2014,24,2015,0,11,0,20,NYK,DEN,78,106,-28,10.0,0,52,460.0,-540.0,204.5,204.5,46,40
0.27486678987886476,2012,23,2013,0,10,1,21,LAL,OKC,105,122,-17,9.5,0,49,400.0,-500.0,214.5,214.5,47,58
0.27616492382436314,2014,27,2015,0,14,0,18,MIL,ATL,88,101,-13,9.0,0,46,360.0,-450.0,194.5,194.5,42,39
0.27824082735946587,2015,25,2016,0,12,2,18,MIL,CLE,104,113,-9,11.5,0,55,550.0,-800.0,207.5,207.5,43,80
0.27910978499192085,2013,24,2014,0,11,0,21,PHX,LAC,105,112,-7,10.5,0,55,500.0,-700.0,217.0,217.0,49,50
0.28094937093637284,2012,32,2013,0,19,0,20,GSW,SAS,127,129,-2,9.0,0,55,435.0,-500.0,202.5,202.5,59,61
0.2814819441589324,2015,29,2016,0,16,2,21,POR,LAC,81,102,-21,8.5,0,49,335.0,-420.0,210.5,210.5,47,45
0.28264897305205394,2014,26,2015,0,13,1,19,LAL,OKC,117,127,-10,9.5,0,44,450.0,-525.0,214.5,214.5,24,32
0.2853472442545902,2012,34,2013,0,21,2,19,IND,MIA,102,103,-1,8.5,0,52,400.0,-450.0,181.5,181.5,51,56
0.285886201697761,2015,24,2016,0,11,2,18,DAL,CLE,98,99,-1,9.5,0,49,435.0,-500.0,209.5,209.5,42,64
0.2862622011735917,2015,28,2016,0,15,2,21,DEN,POR,99,107,-8,9.5,0,36,450.0,-600.0,217.0,217.0,32,52
0.2863302811314122,2014,29,2015,0,16,2,19,UTA,HOU,91,117,-26,11.5,0,55,600.0,-900.0,193.5,193.5,50,53
0.28949350050955297,2013,31,2014,1,18,1,20,MEM,OKC,100,99,1,7.5,1,54,305.0,-335.0,186.0,186.0,47,61
0.2899273214712067,2015,30,2016,0,17,2,21,HOU,GSW,81,114,-33,9.0,0,42,400.0,-500.0,213.0,213.0,29,30
0.2933468981775675,2012,25,2013,0,12,2,18,ORL,NYK,94,106,-12,10.5,0,46,565.0,-695.0,198.0,198.0,30,50
0.29445672812557827,2014,23,2015,0,10,2,20,SAC,SAS,85,112,-27,10.5,0,50,515.0,-620.0,207.0,207.0,48,46
0.29763178323712464,2014,26,2015,1,13,2,20,PHI,DEN,99,85,14,11.5,1,55,575.0,-850.0,209.5,209.5,52,32
0.2990966560173265,2015,25,2016,1,12,2,19,NYK,CHI,115,107,8,9.0,1,48,395.0,-445.0,201.5,201.5,37,61
0.29915342859818145,2014,28,2015,0,15,2,20,PHX,DAL,104,107,-3,8.5,0,48,335.0,-420.0,205.5,205.5,35,26
0.299877279112049,2015,26,2016,0,13,1,18,BKN,ORL,105,139,-34,8.0,0,44,315.0,-380.0,211.5,211.5,46,57
0.3020511402420725,2012,23,2013,0,10,2,22,MIL,LAC,101,117,-16,10.0,0,50,450.0,-525.0,205.5,205.5,41,50
0.3037202114136652,2013,22,2014,0,9,1,19,ORL,WAS,106,115,-9,9.0,0,55,415.0,-470.0,194.0,194.0,40,50
0.30539324369727766,2014,29,2015,0,16,1,19,WAS,IND,95,99,-4,7.5,0,46,280.0,-340.0,193.0,193.0,42,39
0.3054061829865746,2015,29,2016,0,16,0,18,IND,TOR,87,98,-11,8.0,0,49,320.0,-390.0,195.0,195.0,48,46
0.30557453020913483,2014,27,2015,0,14,0,21,PHX,POR,86,109,-23,8.5,0,46,340.0,-425.0,199.5,199.5,36,39
0.3069027962309298,2013,29,2014,0,16,2,19,BKN,CLE,85,114,-29,8.5,0,42,340.0,-380.0,197.5,197.5,42,50
0.3073889830818005,2015,29,2016,0,16,0,21,HOU,GSW,106,115,-9,8.5,0,47,335.0,-420.0,211.0,211.0,32,40
0.309363892053288,2015,24,2016,0,11,2,18,ORL,CHA,99,107,-8,10.0,0,42,450.0,-525.0,212.0,212.0,51,55
0.3105180223208024,2014,24,2015,0,11,1,18,ORL,IND,86,118,-32,8.5,0,47,340.0,-380.0,187.0,187.0,44,50
0.31091288420138635,2013,33,2014,0,20,2,20,POR,SAS,82,104,-22,8.5,0,52,345.0,-385.0,209.0,209.0,35,54
0.3120952827019316,2015,24,2016,1,11,0,18,CHI,TOR,109,107,2,9.0,1,48,400.0,-500.0,205.5,205.5,51,42
0.3141780496342992,2014,29,2015,0,16,0,19,POR,OKC,90,101,-11,8.0,0,52,305.0,-365.0,217.0,217.0,45,27
0.31435835896141434,2013,30,2014,0,17,1,18,ATL,IND,85,101,-16,7.5,0,47,290.0,-320.0,186.5,186.5,50,54
0.31489769482162977,2014,29,2015,0,16,0,21,MEM,GSW,107,111,-4,8.5,0,43,315.0,-380.0,196.5,196.5,41,29
0.3171376579002143,2013,24,2014,1,11,2,18,BKN,MIA,96,95,1,9.0,1,44,420.0,-475.0,201.0,201.0,36,34
0.3175675382940084,2012,25,2013,0,12,1,18,ORL,IND,73,95,-22,11.0,0,43,505.0,-710.0,195.0,195.0,22,31
0.3181913422484554,2012,24,2013,0,11,0,20,DET,UTA,90,103,-13,11.0,0,43,608.0,-760.0,195.0,195.0,35,49
0.31828704731136725,2013,28,2014,1,15,1,19,BKN,MIA,88,87,1,7.5,1,51,285.0,-315.0,192.5,192.5,49,46
0.31846377458151975,2014,22,2015,0,9,2,20,PHI,MIL,88,104,-16,10.5,0,49,500.0,-600.0,187.0,187.0,44,68
0.3186380427877985,2013,27,2014,0,14,2,18,BOS,WAS,92,118,-26,8.0,0,57,330.0,-370.0,200.5,200.5,40,47
0.31924299348559587,2014,31,2015,1,18,0,19,MIL,CHI,94,88,6,8.0,1,42,340.0,-380.0,189.5,189.5,37,37
0.3198227863314044,2016,30,2017,0,17,1,18,OKC,HOU,0,0,0,7.5,0,52,285.0,-315.0,457.0,457.0,52,83
0.3209074557564001,2015,26,2016,0,13,0,18,BKN,MIA,99,110,-11,8.5,0,45,360.0,-450.0,213.0,213.0,32,29
0.3213006369941802,2015,32,2016,1,19,1,19,OKC,SAS,95,91,4,7.0,1,47,275.0,-335.0,199.0,199.0,43,51
