date,time,team,opponent_team,points,opponent_points,points_difference,spread,win_against_spread,spread_percentage_sbr,moneyline_team,moneyline_opponent,total_team,total_opponent,spread_percentage_sportsplays,spread_percentage_vegas
20130220,10:30p,BOS,LAL,99,113,-14,7.0,0,52,275.0,-305.0,193.5,193.5,81,50
20130220,10:30p,LAL,BOS,113,99,14,-7.0,1,48,-305.0,275.0,193.5,193.5,19,50
20130220,10:30p,PHX,GSW,98,108,-10,8.5,0,45,348.0,-390.0,206.0,206.0,15,50
20130220,10:30p,GSW,PHX,108,98,10,-8.5,1,55,-390.0,348.0,206.0,206.0,85,50
20130221,8:00p,MIA,CHI,86,67,19,-3.5,1,60,-150.0,140.0,186.0,186.0,79,70
20130221,8:00p,CHI,MIA,67,86,-19,3.5,0,40,140.0,-150.0,186.0,186.0,21,30
20130221,10:30p,SAS,LAC,116,90,26,4.0,1,47,165.0,-175.0,201.0,201.0,49,48
20130221,10:30p,LAC,SAS,90,116,-26,-4.0,0,53,-175.0,165.0,201.0,201.0,51,52
20130222,7:00p,DEN,WAS,113,119,-6,-3.0,0,61,-145.0,135.0,203.5,203.5,82,73
20130222,7:00p,WAS,DEN,119,113,6,3.0,1,39,135.0,-145.0,203.5,203.5,18,27
20130222,7:00p,DET,IND,82,114,-32,9.5,0,36,435.0,-500.0,190.0,190.0,23,21
20130222,7:00p,IND,DET,114,82,32,-9.5,1,64,-500.0,435.0,190.0,190.0,77,79
20130222,7:00p,NYK,TOR,98,100,-2,-1.0,0,62,-112.0,102.0,193.0,193.0,60,70
20130222,7:00p,TOR,NYK,100,98,2,1.0,1,38,102.0,-112.0,193.0,193.0,40,30
20130222,7:00p,CHI,CHA,105,75,30,-7.0,1,61,-280.0,255.0,185.0,185.0,64,50
20130222,7:00p,CHA,CHI,75,105,-30,7.0,0,39,255.0,-280.0,185.0,185.0,36,50
20130222,7:30p,HOU,BKN,106,96,10,-1.5,1,58,-118.0,108.0,207.0,207.0,66,50
20130222,7:30p,BKN,HOU,96,106,-10,1.5,0,42,108.0,-118.0,207.0,207.0,34,50
20130222,7:30p,SAC,ATL,108,122,-14,8.0,0,44,305.0,-335.0,205.0,205.0,58,50
20130222,7:30p,ATL,SAC,122,108,14,-8.0,1,56,-335.0,305.0,205.0,205.0,42,50
20130222,8:00p,DAL,NOP,104,100,4,-1.0,1,64,-112.0,102.0,199.0,199.0,75,50
20130222,8:00p,NOP,DAL,100,104,-4,1.0,0,36,102.0,-112.0,199.0,199.0,25,50
20130222,8:00p,MIN,OKC,111,127,-16,14.0,0,37,1250.0,-1575.0,204.5,204.5,19,50
20130222,8:00p,OKC,MIN,127,111,16,-14.0,1,63,-1575.0,1250.0,204.5,204.5,81,50
20130222,8:00p,ORL,MEM,82,88,-6,14.0,0,43,1450.0,-1900.0,186.5,186.5,24,50
20130222,8:00p,MEM,ORL,88,82,6,-14.0,1,57,-1900.0,1450.0,186.5,186.5,76,50
20130222,9:00p,BOS,PHX,113,88,25,-1.0,1,63,-115.0,105.0,189.0,189.0,75,50
20130222,9:00p,PHX,BOS,88,113,-25,1.0,0,37,105.0,-115.0,189.0,189.0,25,50
20130222,10:30p,SAS,GSW,101,107,-6,-3.5,0,60,-165.0,155.0,208.5,208.5,69,50
20130222,10:30p,GSW,SAS,107,101,6,3.5,1,40,155.0,-165.0,208.5,208.5,31,50
20130222,10:30p,POR,LAL,107,111,-4,9.0,0,54,420.0,-475.0,203.5,203.5,53,50
20130222,10:30p,LAL,POR,111,107,4,-9.0,1,46,-475.0,420.0,203.5,203.5,47,50
20130223,7:00p,HOU,WAS,103,105,-2,-1.5,0,63,-117.0,107.0,211.0,211.0,81,76
20130223,7:00p,WAS,HOU,105,103,2,1.5,1,37,107.0,-117.0,211.0,211.0,19,24
20130223,7:00p,DEN,CHA,113,99,14,-10.0,1,61,-560.0,475.0,209.0,209.0,81,50
20130223,7:00p,CHA,DEN,99,113,-14,10.0,0,39,475.0,-560.0,209.0,209.0,19,50
20130223,7:00p,CLE,ORL,118,94,24,-5.0,1,58,-190.0,175.0,199.5,199.5,78,50
20130223,7:00p,ORL,CLE,94,118,-24,5.0,0,42,175.0,-190.0,199.5,199.5,22,50
20130223,7:30p,IND,DET,90,72,18,-5.0,1,65,-190.0,175.0,188.5,188.5,88,50
20130223,7:30p,DET,IND,72,90,-18,5.0,0,35,175.0,-190.0,188.5,188.5,12,50
20130223,7:30p,MIA,PHI,114,90,24,-8.0,1,63,-375.0,335.0,185.0,185.0,75,50
20130223,7:30p,PHI,MIA,90,114,-24,8.0,0,37,335.0,-375.0,185.0,185.0,25,50
20130223,8:30p,ATL,MIL,103,102,1,4.5,1,48,165.0,-175.0,204.5,204.5,48,50
20130223,8:30p,MIL,ATL,102,103,-1,-4.5,0,52,-175.0,165.0,204.5,204.5,52,50
20130223,10:30p,UTA,LAC,94,107,-13,10.0,0,47,460.0,-540.0,198.0,198.0,48,50
20130223,10:30p,LAC,UTA,107,94,13,-10.0,1,53,-540.0,460.0,198.0,198.0,52,50
20130224,1:00p,LAL,DAL,103,99,4,3.0,1,56,140.0,-150.0,211.5,211.5,69,71
20130224,1:00p,DAL,LAL,99,103,-4,-3.0,0,44,-150.0,140.0,211.5,211.5,31,29
20130224,7:00p,MEM,BKN,76,72,4,-2.5,1,53,-135.0,125.0,181.0,181.0,59,50
20130224,7:00p,BKN,MEM,72,76,-4,2.5,0,47,125.0,-135.0,181.0,181.0,41,50
20130224,3:30p,GSW,MIN,100,99,1,-2.0,1,65,-120.0,110.0,206.0,206.0,79,86
20130224,3:30p,MIN,GSW,99,100,-1,2.0,0,35,110.0,-120.0,206.0,206.0,21,14
20130224,6:00p,SAC,NOP,95,110,-15,7.0,0,50,250.0,-300.0,204.5,204.5,46,50
20130224,6:00p,NOP,SAC,110,95,15,-7.0,1,50,-300.0,250.0,204.5,204.5,54,50
20130224,6:00p,CLE,MIA,105,109,-4,12.0,0,55,900.0,-1100.0,205.5,205.5,39,50
20130224,6:00p,MIA,CLE,109,105,4,-12.0,1,45,-1100.0,900.0,205.5,205.5,61,50
20130224,7:00p,PHI,NYK,93,99,-6,11.0,0,52,575.0,-710.0,189.5,189.5,61,50
20130224,7:00p,NYK,PHI,99,93,6,-11.0,1,48,-710.0,575.0,189.5,189.5,39,50
20130224,8:00p,SAS,PHX,97,87,10,-9.0,1,57,-450.0,400.0,199.0,199.0,79,50
20130224,8:00p,PHX,SAS,87,97,-10,9.0,0,43,400.0,-450.0,199.0,199.0,21,50
20130224,9:00p,BOS,POR,86,92,-6,2.0,0,52,110.0,-120.0,192.5,192.5,50,50
20130224,9:00p,POR,BOS,92,86,6,-2.0,1,48,-120.0,110.0,192.5,192.5,50,50
20130224,9:30p,CHI,OKC,72,102,-30,9.0,0,41,425.0,-485.0,194.5,194.5,33,50
20130224,9:30p,OKC,CHI,102,72,30,-9.0,1,59,-485.0,425.0,194.5,194.5,67,50
20130225,7:00p,WAS,TOR,90,84,6,5.5,1,45,200.0,-220.0,191.5,191.5,31,31
20130225,7:00p,TOR,WAS,84,90,-6,-5.5,0,55,-220.0,200.0,191.5,191.5,69,69
20130225,7:30p,ATL,DET,114,103,11,-3.5,1,61,-160.0,140.0,194.5,194.5,79,86
20130225,7:30p,DET,ATL,103,114,-11,3.5,0,39,140.0,-160.0,194.5,194.5,21,14
20130225,9:00p,BOS,UTA,110,107,3,7.5,1,44,265.0,-295.0,189.0,189.0,58,36
20130225,9:00p,UTA,BOS,107,110,-3,-7.5,0,56,-295.0,265.0,189.0,189.0,42,64
20130225,9:00p,LAL,DEN,108,119,-11,6.5,0,58,230.0,-250.0,216.5,216.5,61,71
20130225,9:00p,DEN,LAL,119,108,11,-6.5,1,42,-250.0,230.0,216.5,216.5,39,29
20130226,7:00p,ORL,PHI,98,84,14,8.5,1,53,380.0,-430.0,185.5,185.5,48,40
20130226,7:00p,PHI,ORL,84,98,-14,-8.5,0,47,-430.0,380.0,185.5,185.5,52,60
20130226,7:00p,GSW,IND,97,108,-11,8.5,0,48,335.0,-375.0,196.5,196.5,46,46
20130226,7:00p,IND,GSW,108,97,11,-8.5,1,52,-375.0,335.0,196.5,196.5,54,54
20130226,7:30p,SAC,MIA,129,141,-12,15.0,0,48,1600.0,-2100.0,209.0,209.0,40,33
20130226,7:30p,MIA,SAC,141,129,12,-15.0,1,52,-2100.0,1600.0,209.0,209.0,60,67
20130226,8:00p,BKN,NOP,101,97,4,3.0,1,52,130.0,-140.0,185.0,185.0,49,50
20130226,8:00p,NOP,BKN,97,101,-4,-3.0,0,48,-140.0,130.0,185.0,185.0,51,50
20130226,8:00p,CLE,CHI,101,98,3,8.5,1,44,380.0,-430.0,185.5,185.5,31,50
20130226,8:00p,CHI,CLE,98,101,-3,-8.5,0,56,-430.0,380.0,185.5,185.5,69,50
20130226,8:30p,MIL,DAL,95,90,5,5.5,1,45,190.0,-210.0,212.5,212.5,25,50
20130226,8:30p,DAL,MIL,90,95,-5,-5.5,0,55,-210.0,190.0,212.5,212.5,75,50
20130226,9:00p,MIN,PHX,83,84,-1,1.5,0,55,107.0,-117.0,197.5,197.5,67,50
20130226,9:00p,PHX,MIN,84,83,1,-1.5,1,45,-117.0,107.0,197.5,197.5,33,50
20130226,10:30p,CHA,LAC,84,106,-22,17.0,0,48,2100.0,-2800.0,196.0,196.0,51,50
20130226,10:30p,LAC,CHA,106,84,22,-17.0,1,52,-2800.0,2100.0,196.0,196.0,49,50
20130227,7:00p,TOR,CLE,92,103,-11,-5.0,0,57,-190.0,175.0,196.5,196.5,47,71
20130227,7:00p,CLE,TOR,103,92,11,5.0,1,43,175.0,-190.0,196.5,196.5,53,29
20130227,7:00p,SAC,ORL,125,101,24,2.0,1,47,115.0,-125.0,206.0,206.0,51,52
20130227,7:00p,ORL,SAC,101,125,-24,-2.0,0,53,-125.0,115.0,206.0,206.0,49,48
20130227,8:00p,GSW,NYK,105,109,-4,7.5,0,53,285.0,-315.0,205.0,205.0,51,65
20130227,8:00p,NYK,GSW,109,105,4,-7.5,1,47,-315.0,285.0,205.0,205.0,49,35
20130227,8:00p,NOP,OKC,74,119,-45,15.0,0,43,1500.0,-2000.0,205.0,205.0,17,50
20130227,8:00p,OKC,NOP,119,74,45,-15.0,1,57,-2000.0,1500.0,205.0,205.0,83,50
20130227,8:00p,DAL,MEM,84,90,-6,7.5,0,51,295.0,-325.0,188.0,188.0,52,50
20130227,8:00p,MEM,DAL,90,84,6,-7.5,1,49,-325.0,295.0,188.0,188.0,48,50
20130227,8:00p,MIL,HOU,110,107,3,9.0,1,44,348.0,-390.0,220.5,220.5,17,50
20130227,8:00p,HOU,MIL,107,110,-3,-9.0,0,56,-390.0,348.0,220.5,220.5,83,50
20130227,7:00p,DET,WAS,96,95,1,6.0,1,53,220.0,-260.0,191.5,191.5,43,39
20130227,7:00p,WAS,DET,95,96,-1,-6.0,0,47,-260.0,220.0,191.5,191.5,57,61
20130227,8:30p,PHX,SAS,105,101,4,16.0,1,42,1400.0,-2500.0,198.5,198.5,28,50
20130227,8:30p,SAS,PHX,101,105,-4,-16.0,0,58,-2500.0,1400.0,198.5,198.5,72,50
20130227,9:00p,ATL,UTA,102,91,11,3.5,1,44,145.0,-155.0,197.0,197.0,35,50
20130227,9:00p,UTA,ATL,91,102,-11,-3.5,0,56,-155.0,145.0,197.0,197.0,65,50
20130227,10:30p,DEN,POR,111,109,2,-2.5,1,55,-130.0,120.0,212.0,212.0,67,50
20130227,10:30p,POR,DEN,109,111,-2,2.5,0,45,120.0,-130.0,212.0,212.0,33,50
20130228,7:00p,LAC,IND,99,91,8,1.5,1,50,110.0,-120.0,192.5,192.5,43,53
20130228,7:00p,IND,LAC,91,99,-8,-1.5,0,50,-120.0,110.0,192.5,192.5,57,47
20130228,8:00p,PHI,CHI,82,93,-11,7.5,0,47,255.0,-310.0,178.5,178.5,40,31
20130228,8:00p,CHI,PHI,93,82,11,-7.5,1,53,-310.0,255.0,178.5,178.5,60,69
20130228,10:30p,MIN,LAL,94,116,-22,10.0,0,47,480.0,-570.0,205.5,205.5,28,42
20130228,10:30p,LAL,MIN,116,94,22,-10.0,1,53,-570.0,480.0,205.5,205.5,72,58
20130301,7:00p,NYK,WAS,96,88,8,-3.0,1,59,-145.0,135.0,193.0,193.0,64,63
20130301,7:00p,WAS,NYK,88,96,-8,3.0,0,41,135.0,-145.0,193.0,193.0,36,37
20130301,7:00p,IND,TOR,93,81,12,-2.0,1,64,-125.0,115.0,185.5,185.5,67,75
20130301,7:00p,TOR,IND,81,93,-12,2.0,0,36,115.0,-125.0,185.5,185.5,33,25
20130301,7:00p,HOU,ORL,118,110,8,-9.0,1,67,-430.0,380.0,213.0,213.0,79,88
20130301,7:00p,ORL,HOU,110,118,-8,9.0,0,33,380.0,-430.0,213.0,213.0,21,12
20130301,7:30p,LAC,CLE,105,89,16,-8.0,1,58,-335.0,305.0,200.0,200.0,59,58
20130301,7:30p,CLE,LAC,89,105,-16,8.0,0,42,305.0,-335.0,200.0,200.0,41,42
20130301,7:30p,GSW,BOS,86,94,-8,4.0,0,47,158.0,-168.0,196.5,196.5,58,52
20130301,7:30p,BOS,GSW,94,86,8,-4.0,1,53,-168.0,158.0,196.5,196.5,42,48
20130301,8:00p,MEM,MIA,91,98,-7,7.5,0,50,280.0,-340.0,187.5,187.5,48,46
20130301,8:00p,MIA,MEM,98,91,7,-7.5,1,50,-340.0,280.0,187.5,187.5,52,54
20130301,8:00p,DAL,BKN,98,90,8,3.0,1,54,140.0,-150.0,194.5,194.5,52,57
20130301,8:00p,BKN,DAL,90,98,-8,-3.0,0,46,-150.0,140.0,194.5,194.5,48,43
20130301,8:00p,DET,NOP,95,100,-5,3.5,0,44,150.0,-160.0,195.0,195.0,28,50
20130301,8:00p,NOP,DET,100,95,5,-3.5,1,56,-160.0,150.0,195.0,195.0,72,50
20130301,8:30p,SAC,SAS,102,130,-28,14.5,0,42,1300.0,-1650.0,215.0,215.0,34,50
20130301,8:30p,SAS,SAC,130,102,28,-14.5,1,58,-1650.0,1300.0,215.0,215.0,66,50
20130301,9:00p,ATL,PHX,87,92,-5,-4.0,0,60,-168.0,158.0,194.5,194.5,71,50
20130301,9:00p,PHX,ATL,92,87,5,4.0,1,40,158.0,-168.0,194.5,194.5,29,50
20130301,9:00p,CHA,UTA,68,98,-30,9.0,0,40,405.0,-455.0,193.0,193.0,47,50
20130301,9:00p,UTA,CHA,98,68,30,-9.0,1,60,-455.0,405.0,193.0,193.0,53,50
20130301,10:30p,OKC,DEN,103,105,-2,-1.5,0,58,-120.0,110.0,218.5,218.5,65,50
20130301,10:30p,DEN,OKC,105,103,2,1.5,1,42,110.0,-120.0,218.5,218.5,35,50
20130302,7:00p,GSW,PHI,97,104,-7,-2.0,0,61,-125.0,115.0,197.5,197.5,74,78
20130302,7:00p,PHI,GSW,104,97,7,2.0,1,39,115.0,-125.0,197.5,197.5,26,22
20130302,8:00p,BKN,CHI,85,96,-11,4.5,0,56,175.0,-190.0,177.5,177.5,40,54
20130302,8:00p,CHI,BKN,96,85,11,-4.5,1,44,-190.0,175.0,177.5,177.5,60,46
20130302,8:30p,TOR,MIL,114,122,-8,6.5,0,49,230.0,-250.0,199.0,199.0,36,52
20130302,8:30p,MIL,TOR,122,114,8,-6.5,1,51,-250.0,230.0,199.0,199.0,64,48
20130302,10:00p,MIN,POR,94,109,-15,8.0,0,51,315.0,-345.0,198.0,198.0,44,41
20130302,10:00p,POR,MIN,109,94,15,-8.0,1,49,-345.0,315.0,198.0,198.0,56,59
20130303,1:00p,MIA,NYK,99,93,6,-4.5,1,60,-185.0,170.0,196.5,196.5,69,68
20130303,1:00p,NYK,MIA,93,99,-6,4.5,0,40,170.0,-185.0,196.5,196.5,31,32
20130303,3:30p,OKC,LAC,108,104,4,3.0,1,56,135.0,-145.0,206.0,206.0,65,56
20130303,3:30p,LAC,OKC,104,108,-4,-3.0,0,44,-145.0,135.0,206.0,206.0,35,44
20130303,6:00p,CHA,SAC,83,119,-36,8.0,0,42,285.0,-315.0,208.5,208.5,47,50
20130303,6:00p,SAC,CHA,119,83,36,-8.0,1,58,-315.0,285.0,208.5,208.5,53,50
20130303,6:00p,PHI,WAS,87,90,-3,6.0,0,47,220.0,-240.0,185.5,185.5,42,50
20130303,6:00p,WAS,PHI,90,87,3,-6.0,1,53,-240.0,220.0,185.5,185.5,58,50
20130303,6:00p,MEM,ORL,108,82,26,-9.0,1,59,-430.0,380.0,183.5,183.5,83,50
20130303,6:00p,ORL,MEM,82,108,-26,9.0,0,41,380.0,-430.0,183.5,183.5,17,50
20130303,7:00p,DET,SAS,75,114,-39,13.0,0,43,1025.0,-1250.0,199.5,199.5,40,50
20130303,7:00p,SAS,DET,114,75,39,-13.0,1,57,-1250.0,1025.0,199.5,199.5,60,50
20130303,7:00p,DAL,HOU,103,136,-33,5.5,0,50,205.0,-225.0,219.5,219.5,43,50
20130303,7:00p,HOU,DAL,136,103,33,-5.5,1,50,-225.0,205.0,219.5,219.5,57,50
20130303,8:00p,CHI,IND,92,97,-5,7.5,0,48,305.0,-335.0,178.5,178.5,46,50
20130303,8:00p,IND,CHI,97,92,5,-7.5,1,52,-335.0,305.0,178.5,178.5,54,50
20130303,9:30p,ATL,LAL,98,99,-1,5.5,0,45,220.0,-240.0,206.0,206.0,31,50
20130303,9:30p,LAL,ATL,99,98,1,-5.5,1,55,-240.0,220.0,206.0,206.0,69,50
20130304,7:00p,NYK,CLE,102,97,5,-3.0,1,59,-145.0,135.0,204.0,204.0,75,60
20130304,7:00p,CLE,NYK,97,102,-5,3.0,0,41,135.0,-145.0,204.0,204.0,25,40
20130304,8:00p,ORL,NOP,105,102,3,9.0,1,47,415.0,-470.0,194.5,194.5,39,50
20130304,8:00p,NOP,ORL,102,105,-3,-9.0,0,53,-470.0,415.0,194.5,194.5,61,50
20130304,8:00p,MIA,MIN,97,81,16,-9.5,1,53,-560.0,475.0,196.0,196.0,72,50
20130304,8:00p,MIN,MIA,81,97,-16,9.5,0,47,475.0,-560.0,196.0,196.0,28,50
20130304,8:00p,UTA,MIL,108,109,-1,4.5,0,48,170.0,-185.0,200.0,200.0,36,50
20130304,8:00p,MIL,UTA,109,108,1,-4.5,1,52,-185.0,170.0,200.0,200.0,64,50
20130304,9:00p,ATL,DEN,88,104,-16,9.5,0,44,435.0,-500.0,212.5,212.5,40,50
20130304,9:00p,DEN,ATL,104,88,16,-9.5,1,56,-500.0,435.0,212.5,212.5,60,50
20130304,10:00p,CHA,POR,105,122,-17,13.0,0,40,1025.0,-1250.0,197.0,197.0,31,50
20130304,10:00p,POR,CHA,122,105,17,-13.0,1,60,-1250.0,1025.0,197.0,197.0,69,50
20130304,10:30p,TOR,GSW,118,125,-7,6.5,0,42,240.0,-260.0,205.5,205.5,27,50
20130304,10:30p,GSW,TOR,125,118,7,-6.5,1,58,-260.0,240.0,205.5,205.5,73,50
20130305,7:00p,BOS,PHI,109,101,8,-2.5,1,63,-135.0,125.0,183.0,183.0,80,79
20130305,7:00p,PHI,BOS,101,109,-8,2.5,0,37,125.0,-135.0,183.0,183.0,20,21
20130305,9:30p,LAL,OKC,105,122,-17,9.5,0,49,400.0,-500.0,214.5,214.5,47,58
20130305,9:30p,OKC,LAL,122,105,17,-9.5,1,51,-500.0,400.0,214.5,214.5,53,42
20130305,10:00p,DEN,SAC,120,113,7,-4.5,1,60,-190.0,175.0,224.0,224.0,80,81
20130305,10:00p,SAC,DEN,113,120,-7,4.5,0,40,175.0,-190.0,224.0,224.0,20,19
20130306,7:00p,BOS,IND,83,81,2,9.0,1,56,400.0,-450.0,184.5,184.5,64,67
20130306,7:00p,IND,BOS,81,83,-2,-9.0,0,44,-450.0,400.0,184.5,184.5,36,33
20130306,7:00p,BKN,CHA,99,78,21,-10.0,1,63,-525.0,450.0,191.5,191.5,77,50
20130306,7:00p,CHA,BKN,78,99,-21,10.0,0,37,450.0,-525.0,191.5,191.5,23,50
20130306,7:00p,UTA,CLE,101,104,-3,1.0,0,53,102.0,-112.0,201.5,201.5,52,50
20130306,7:00p,CLE,UTA,104,101,3,-1.0,1,47,-112.0,102.0,201.5,201.5,48,50
20130306,7:30p,NYK,DET,87,77,10,-5.0,1,65,-230.0,190.0,195.0,195.0,85,50
20130306,7:30p,DET,NYK,77,87,-10,5.0,0,35,190.0,-230.0,195.0,195.0,15,50
20130306,7:30p,PHI,ATL,96,107,-11,9.0,0,43,360.0,-450.0,189.5,189.5,32,50
20130306,7:30p,ATL,PHI,107,96,11,-9.0,1,57,-450.0,360.0,189.5,189.5,68,50
20130306,7:30p,ORL,MIA,96,97,-1,15.5,0,42,1675.0,-2200.0,204.0,204.0,36,50
20130306,7:30p,MIA,ORL,97,96,1,-15.5,1,58,-2200.0,1675.0,204.0,204.0,64,50
20130306,8:00p,WAS,MIN,82,87,-5,-2.0,0,54,-125.0,115.0,188.0,188.0,65,50
20130306,8:00p,MIN,WAS,87,82,5,2.0,1,46,115.0,-125.0,188.0,188.0,35,50
20130306,8:00p,POR,MEM,85,91,-6,7.5,0,42,280.0,-310.0,186.5,186.5,57,50
20130306,8:00p,MEM,POR,91,85,6,-7.5,1,58,-310.0,280.0,186.5,186.5,43,50
20130306,8:00p,LAL,NOP,108,102,6,-2.0,1,68,-135.0,115.0,204.0,204.0,92,50
20130306,8:00p,NOP,LAL,102,108,-6,2.0,0,32,115.0,-135.0,204.0,204.0,8,50
20130306,8:30p,HOU,DAL,108,112,-4,1.5,0,55,108.0,-118.0,221.0,221.0,66,50
20130306,8:30p,DAL,HOU,112,108,4,-1.5,1,45,-118.0,108.0,221.0,221.0,34,50
20130306,9:00p,TOR,PHX,98,71,27,1.0,1,59,-105.0,-105.0,192.0,192.0,66,50
20130306,9:00p,PHX,TOR,71,98,-27,-1.0,0,41,-105.0,-105.0,192.0,192.0,34,50
20130306,9:00p,CHI,SAS,83,101,-18,8.5,0,40,340.0,-380.0,190.5,190.5,24,50
20130306,9:00p,SAS,CHI,101,83,18,-8.5,1,60,-380.0,340.0,190.5,190.5,76,50
20130306,10:30p,MIL,LAC,101,117,-16,10.0,0,50,450.0,-525.0,205.5,205.5,41,50
20130306,10:30p,LAC,MIL,117,101,16,-10.0,1,50,-525.0,450.0,205.5,205.5,59,50
20130306,10:30p,SAC,GSW,83,87,-4,11.0,0,50,520.0,-740.0,224.0,224.0,55,50
20130306,10:30p,GSW,SAC,87,83,4,-11.0,1,50,-740.0,520.0,224.0,224.0,45,50
20130307,8:00p,OKC,NYK,95,94,1,-8.0,1,55,-320.0,290.0,204.0,204.0,60,67
20130307,8:00p,NYK,OKC,94,95,-1,8.0,0,45,290.0,-320.0,204.0,204.0,40,33
20130307,10:30p,LAC,DEN,92,107,-15,4.0,0,50,155.0,-175.0,214.5,214.5,56,52
20130307,10:30p,DEN,LAC,107,92,15,-4.0,1,50,-175.0,155.0,214.5,214.5,44,48
20130308,7:00p,IND,ORL,115,86,29,-9.5,1,60,-500.0,435.0,189.5,189.5,60,69
20130308,7:00p,ORL,IND,86,115,-29,9.5,0,40,435.0,-500.0,189.5,189.5,40,31
20130308,7:00p,OKC,CHA,116,94,22,-15.0,1,64,-2100.0,1600.0,202.0,202.0,79,50
20130308,7:00p,CHA,OKC,94,116,-22,15.0,0,36,1600.0,-2100.0,202.0,202.0,21,50
20130308,8:00p,ATL,BOS,102,107,-5,4.5,0,43,165.0,-175.0,188.5,188.5,43,50
20130308,8:00p,BOS,ATL,107,102,5,-4.5,1,57,-175.0,165.0,188.5,188.5,57,50
20130308,7:30p,WAS,BKN,78,95,-17,5.5,0,45,195.0,-215.0,182.0,182.0,36,50
20130308,7:30p,BKN,WAS,95,78,17,-5.5,1,55,-215.0,195.0,182.0,182.0,64,50
20130308,7:30p,MEM,CLE,103,92,11,-4.5,1,62,-185.0,170.0,186.0,186.0,70,50
20130308,7:30p,CLE,MEM,92,103,-11,4.5,0,38,170.0,-185.0,186.0,186.0,30,50
20130308,7:30p,DAL,DET,102,99,3,-4.0,1,61,-165.0,155.0,199.5,199.5,78,50
20130308,7:30p,DET,DAL,99,102,-3,4.0,0,39,155.0,-165.0,199.5,199.5,22,50
20130308,8:00p,UTA,CHI,88,89,-1,4.0,0,42,160.0,-170.0,185.0,185.0,21,50
20130308,8:00p,CHI,UTA,89,88,1,-4.0,1,58,-170.0,160.0,185.0,185.0,79,50
20130308,8:00p,PHI,MIA,93,102,-9,13.0,0,39,950.0,-1150.0,194.5,194.5,19,50
20130308,8:00p,MIA,PHI,102,93,9,-13.0,1,61,-1150.0,950.0,194.5,194.5,81,50
20130308,8:30p,POR,SAS,136,106,30,11.5,1,44,668.0,-850.0,202.0,202.0,44,50
20130308,8:30p,SAS,POR,106,136,-30,-11.5,0,56,-850.0,668.0,202.0,202.0,56,50
20130308,10:00p,PHX,SAC,112,121,-9,7.5,0,46,275.0,-305.0,210.0,210.0,28,50
20130308,10:00p,SAC,PHX,121,112,9,-7.5,1,54,-305.0,275.0,210.0,210.0,72,50
20130308,10:30p,TOR,LAL,116,118,-2,7.5,0,49,300.0,-330.0,207.0,207.0,37,50
20130308,10:30p,LAL,TOR,118,116,2,-7.5,1,51,-330.0,300.0,207.0,207.0,63,50
20130308,10:30p,HOU,GSW,94,88,6,2.5,1,52,120.0,-130.0,223.0,223.0,35,50
20130308,10:30p,GSW,HOU,88,94,-6,-2.5,0,48,-130.0,120.0,223.0,223.0,65,50
20130309,7:00p,BKN,ATL,93,80,13,3.5,1,45,140.0,-150.0,191.5,191.5,49,34
20130309,7:00p,ATL,BKN,80,93,-13,-3.5,0,55,-150.0,140.0,191.5,191.5,51,66
20130309,7:30p,UTA,NYK,84,113,-29,5.5,0,49,185.0,-225.0,191.5,191.5,38,49
20130309,7:30p,NYK,UTA,113,84,29,-5.5,1,51,-225.0,185.0,191.5,191.5,62,51
20130309,8:00p,NOP,MEM,85,96,-11,7.0,0,48,275.0,-305.0,183.0,183.0,28,50
20130309,8:00p,MEM,NOP,96,85,11,-7.0,1,52,-305.0,275.0,183.0,183.0,72,50
20130309,8:00p,CHA,WAS,87,104,-17,10.5,0,45,540.0,-660.0,187.5,187.5,36,50
20130309,8:00p,WAS,CHA,104,87,17,-10.5,1,55,-660.0,540.0,187.5,187.5,64,50
20130309,9:00p,HOU,PHX,105,107,-2,-7.0,0,66,-290.0,260.0,210.5,210.5,81,50
20130309,9:00p,PHX,HOU,107,105,2,7.0,1,34,260.0,-290.0,210.5,210.5,19,50
20130309,9:00p,MIN,DEN,88,111,-23,15.5,0,39,1500.0,-2000.0,210.5,210.5,42,50
20130309,9:00p,DEN,MIN,111,88,23,-15.5,1,61,-2000.0,1500.0,210.5,210.5,58,50
20130309,10:30p,MIL,GSW,103,93,10,2.5,1,49,125.0,-135.0,210.5,210.5,41,50
20130309,10:30p,GSW,MIL,93,103,-10,-2.5,0,51,-135.0,125.0,210.5,210.5,59,50
20130310,12:00p,BOS,OKC,79,91,-12,11.0,0,50,635.0,-800.0,199.0,199.0,49,58
20130310,12:00p,OKC,BOS,91,79,12,-11.0,1,50,-800.0,635.0,199.0,199.0,51,42
20130310,2:30p,CHI,LAL,81,90,-9,4.5,0,49,175.0,-190.0,194.0,194.0,43,33
20130310,2:30p,LAL,CHI,90,81,9,-4.5,1,51,-190.0,175.0,194.0,194.0,57,67
20130310,5:00p,CLE,TOR,96,100,-4,5.5,0,56,190.0,-210.0,200.5,200.5,54,56
20130310,5:00p,TOR,CLE,100,96,4,-5.5,1,44,-210.0,190.0,200.5,200.5,46,44
20130310,5:00p,IND,MIA,91,105,-14,6.5,0,50,260.0,-290.0,187.5,187.5,44,44
20130310,5:00p,MIA,IND,105,91,14,-6.5,1,50,-290.0,260.0,187.5,187.5,56,56
