game_id,season,week,date,time,team_org,opponent_team_org,team,opponent_team,points,opponent_points,points_difference,spread,win_against_spread,spread_percentage_sbr,moneyline_team,moneyline_opponent,total_team,total_opponent,spread_percentage_sportsplays,spread_percentage_vegas
,,,20140101,6:00p,Dallas,Washington,DAL,WAS,87,78,9,+2,1,53%,+113,-133,203,203,60%,37%
,,,20140101,6:00p,Washington,Dallas,WAS,DAL,78,87,-9,-2,0,47%,-133,+113,203,203,40%,63%
,,,20140101,7:00p,Indiana,Toronto,IND,TOR,82,95,-13,-5.5,0,65%,-215,+195,190,190,75%,75%
,,,20140101,7:00p,Toronto,Indiana,TOR,IND,95,82,13,5.5,1,35%,+195,-215,190,190,25%,25%
,,,20140101,8:00p,New Orleans,Minnesota,NOP,MIN,112,124,-12,+5,0,53%,+190,-210,211,211,43%,56%
,,,20140101,8:00p,Minnesota,New Orleans,MIN,NOP,124,112,12,-5,1,47%,-210,+190,211,211,57%,44%
,,,20140101,9:00p,Philadelphia,Denver,PHI,DEN,114,102,12,+9,1,54%,+400,-450,213,213,41%,40%
,,,20140101,9:00p,Denver,Philadelphia,DEN,PHI,102,114,-12,-9,0,46%,-450,+400,213,213,59%,60%
,,,20140101,9:30p,Charlotte,L.A. Clippers,CHA,LAC,85,112,-27,+10.5,0,52%,+530,-645,193,193,52%
,,,20140101,9:30p,L.A. Clippers,Charlotte,LAC,CHA,112,85,27,-10.5,1,48%,-645,+530,193,193,48%
,,,20140102,7:00p,Orlando,Cleveland,ORL,CLE,81,87,-6,+2,0,50%,+118,-128,194.5,194.5,43%,41%
,,,20140102,7:00p,Cleveland,Orlando,CLE,ORL,87,81,6,-2,1,50%,-128,+118,194.5,194.5,57%,59%
,,,20140102,7:30p,Golden State,Miami,GSW,MIA,123,114,9,+5,1,47%,+185,-225,204.5,204.5,37%,47%
,,,20140102,7:30p,Miami,Golden State,MIA,GSW,114,123,-9,-5,0,53%,-225,+185,204.5,204.5,63%,53%
,,,20140102,8:00p,Boston,Chicago,BOS,CHI,82,94,-12,+5,0,54%,+185,-200,182.5,182.5,46%,29%
,,,20140102,8:00p,Chicago,Boston,CHI,BOS,94,82,12,-5,1,46%,-200,+185,182.5,182.5,54%,71%
,,,20140102,8:00p,Brooklyn,Oklahoma City,BKN,OKC,95,93,2,+12,1,37%,+750,-950,202,202,23%,24%
,,,20140102,8:00p,Oklahoma City,Brooklyn,OKC,BKN,93,95,-2,-12,0,63%,-950,+750,202,202,77%,76%
,,,20140102,8:30p,New York,San Antonio,NYK,SAS,105,101,4,+11.5,1,40%,+655,-830,202,202,25%,28%
,,,20140102,8:30p,San Antonio,New York,SAS,NYK,101,105,-4,-11.5,0,60%,-830,+655,202,202,75%,72%
,,,20140102,9:00p,Milwaukee,Utah,MIL,UTA,87,96,-9,+5.5,0,44%,+200,-220,189.5,189.5,45%,51%
,,,20140102,9:00p,Utah,Milwaukee,UTA,MIL,96,87,9,-5.5,1,56%,-220,+200,189.5,189.5,55%,49%
,,,20140102,9:00p,Memphis,Phoenix,MEM,PHX,99,91,8,+4.5,1,44%,+185,-200,197,197,33%,51%
,,,20140102,9:00p,Phoenix,Memphis,PHX,MEM,91,99,-8,-4.5,0,56%,-200,+185,197,197,67%,49%
,,,20140102,10:00p,Charlotte,Portland,CHA,POR,104,134,-30,+11.5,0,43%,+615,-770,200,200,43%
,,,20140102,10:00p,Portland,Charlotte,POR,CHA,134,104,30,-11.5,1,57%,-770,+615,200,200,57%
,,,20140102,10:00p,Philadelphia,Sacramento,PHI,SAC,113,104,9,+8.5,1,56%,+340,-380,220,220,60%
,,,20140102,10:00p,Sacramento,Philadelphia,SAC,PHI,104,113,-9,-8.5,0,44%,-380,+340,220,220,40%
,,,20140103,7:00p,Toronto,Washington,TOR,WAS,101,88,13,+3.5,1,56%,+145,-155,194,194,66%,62%
,,,20140103,7:00p,Washington,Toronto,WAS,TOR,88,101,-13,-3.5,0,44%,-155,+145,194,194,34%,38%
,,,20140103,7:30p,New Orleans,Boston,NOP,BOS,95,92,3,-3.5,1,59%,-160,+150,201,201,70%,60%
,,,20140103,7:30p,Boston,New Orleans,BOS,NOP,92,95,-3,3.5,0,41%,+150,-160,201,201,30%,40%
,,,20140103,7:30p,Golden State,Atlanta,GSW,ATL,101,100,1,-3,1,56%,-150,+140,209,209,68%,60%
,,,20140103,7:30p,Atlanta,Golden State,ATL,GSW,100,101,-1,3,0,44%,+140,-150,209,209,32%,40%
,,,20140103,8:00p,New York,Houston,NYK,HOU,100,102,-2,+11.5,0,51%,+570,-705,205.5,205.5,53%,55%
,,,20140103,8:00p,Houston,New York,HOU,NYK,102,100,2,-11.5,1,49%,-705,+570,205.5,205.5,47%,45%
