game_id,season,week,date,time,team_org,opponent_team_org,team,opponent_team,points,opponent_points,points_difference,spread,win_against_spread,spread_percentage_sbr,moneyline_team,moneyline_opponent,total_team,total_opponent,spread_percentage_sportsplays,spread_percentage_vegas
,,,20130101,6:00p,Dallas,Washington,DAL,WAS,103,94,9,-4,1,65%,-170,+160,191.5,191.5,72%,82%
,,,20130101,6:00p,Washington,Dallas,WAS,DAL,94,103,-9,4,0,35%,+160,-170,191.5,191.5,28%,18%
,,,20130101,7:30p,Portland,New York,POR,NYK,105,100,5,+9.5,1,45%,+450,-525,197,197,40%,44%
,,,20130101,7:30p,New York,Portland,NYK,POR,100,105,-5,-9.5,0,55%,-525,+450,197,197,60%,56%
,,,20130101,7:30p,Sacramento,Detroit,SAC,DET,97,103,-6,+7,0,50%,+240,-280,195.5,195.5,50%,51%
,,,20130101,7:30p,Detroit,Sacramento,DET,SAC,103,97,6,-7,1,50%,-280,+240,195.5,195.5,50%,49%
,,,20130101,8:00p,Atlanta,New Orleans,ATL,NOP,95,86,9,-2,1,60%,-120,+110,185,185,83%
,,,20130101,8:00p,New Orleans,Atlanta,NOP,ATL,86,95,-9,2,0,40%,+110,-120,185,185,17%
,,,20130101,9:00p,L.A. Clippers,Denver,LAC,DEN,78,92,-14,+1,0,51%,-105,-105,207.5,207.5,65%
,,,20130101,9:00p,Denver,L.A. Clippers,DEN,LAC,92,78,14,-1,1,49%,-105,-105,207.5,207.5,35%
,,,20130101,10:30p,Philadelphia,L.A. Lakers,PHI,LAL,103,99,4,+9,1,42%,+390,-440,201,201,23%
,,,20130101,10:30p,L.A. Lakers,Philadelphia,LAL,PHI,99,103,-4,-9,0,58%,-440,+390,201,201,77%
,,,20130102,7:00p,Sacramento,Cleveland,SAC,CLE,97,94,3,+3.5,1,50%,+145,-155,199.5,199.5,54%,38%
,,,20130102,7:00p,Cleveland,Sacramento,CLE,SAC,94,97,-3,-3.5,0,50%,-155,+145,199.5,199.5,46%,62%
,,,20130102,7:00p,Washington,Indiana,WAS,IND,81,89,-8,+10.5,0,46%,+568,-700,181,181,33%,32%
,,,20130102,7:00p,Indiana,Washington,IND,WAS,89,81,8,-10.5,1,54%,-700,+568,181,181,67%,68%
,,,20130102,7:00p,Portland,Toronto,POR,TOR,79,102,-23,+4.5,0,42%,+165,-175,191.5,191.5,50%,26%
,,,20130102,7:00p,Toronto,Portland,TOR,POR,102,79,23,-4.5,1,58%,-175,+165,191.5,191.5,50%,74%
,,,20130102,7:00p,Chicago,Orlando,CHI,ORL,96,94,2,-2.5,1,57%,-135,+125,185.5,185.5,62%,50%
,,,20130102,7:00p,Orlando,Chicago,ORL,CHI,94,96,-2,2.5,0,43%,+125,-135,185.5,185.5,38%,50%
,,,20130102,7:30p,Dallas,Miami,DAL,MIA,109,119,-10,+10.5,0,42%,+535,-650,204.5,204.5,41%,56%
,,,20130102,7:30p,Miami,Dallas,MIA,DAL,119,109,10,-10.5,1,58%,-650,+535,204.5,204.5,59%,44%
,,,20130102,7:30p,Memphis,Boston,MEM,BOS,93,83,10,-2.5,1,48%,-135,+125,180,180,42%,37%
,,,20130102,7:30p,Boston,Memphis,BOS,MEM,83,93,-10,2.5,0,52%,+125,-135,180,180,58%,63%
,,,20130102,8:00p,San Antonio,Milwaukee,SAS,MIL,117,110,7,-5.5,1,61%,-220,+200,204,204,72%,61%
,,,20130102,8:00p,Milwaukee,San Antonio,MIL,SAS,110,117,-7,5.5,0,39%,+200,-220,204,204,28%,39%
,,,20130102,8:00p,Brooklyn,Oklahoma City,BKN,OKC,110,93,17,+10,1,41%,+485,-575,197,197,27%,25%
,,,20130102,8:00p,Oklahoma City,Brooklyn,OKC,BKN,93,110,-17,-10,0,59%,-575,+485,197,197,73%,75%
,,,20130102,8:00p,New Orleans,Houston,NOP,HOU,92,104,-12,+10,0,42%,+475,-560,202.5,202.5,22%
,,,20130102,8:00p,Houston,New Orleans,HOU,NOP,104,92,12,-10,1,58%,-560,+475,202.5,202.5,78%
,,,20130102,9:00p,Philadelphia,Phoenix,PHI,PHX,89,95,-6,+4.5,0,45%,+165,-175,195,195,46%
,,,20130102,9:00p,Phoenix,Philadelphia,PHX,PHI,95,89,6,-4.5,1,55%,-175,+165,195,195,54%
,,,20130102,9:00p,Minnesota,Utah,MIN,UTA,84,106,-22,+3,0,43%,+135,-145,196,196,26%
,,,20130102,9:00p,Utah,Minnesota,UTA,MIN,106,84,22,-3,1,57%,-145,+135,196,196,74%
,,,20130102,10:30p,L.A. Clippers,Golden State,LAC,GSW,94,115,-21,-1.5,0,51%,-123,+113,201.5,201.5,44%
,,,20130102,10:30p,Golden State,L.A. Clippers,GSW,LAC,115,94,21,1.5,1,49%,+113,-123,201.5,201.5,56%
,,,20130103,7:30p,San Antonio,New York,SAS,NYK,83,100,-17,-1,0,53%,-115,+105,208.5,208.5,57%,57%
,,,20130103,7:30p,New York,San Antonio,NYK,SAS,100,83,17,1,1,47%,+105,-115,208.5,208.5,43%,43%
,,,20130103,9:00p,Minnesota,Denver,MIN,DEN,101,97,4,+8.5,1,42%,+325,-360,201.5,201.5,36%,36%
,,,20130103,9:00p,Denver,Minnesota,DEN,MIN,97,101,-4,-8.5,0,58%,-360,+325,201.5,201.5,64%,64%
,,,20130104,7:00p,Sacramento,Toronto,SAC,TOR,105,96,9,+7,1,49%,+260,-290,196,196,53%,43%
,,,20130104,7:00p,Toronto,Sacramento,TOR,SAC,96,105,-9,-7,0,51%,-290,+260,196,196,47%,57%
,,,20130104,7:00p,Cleveland,Charlotte,CLE,CHA,106,104,2,+1.5,1,52%,+107,-117,196.5,196.5,61%
,,,20130104,7:00p,Charlotte,Cleveland,CHA,CLE,104,106,-2,-1.5,0,48%,-117,+107,196.5,196.5,39%
,,,20130104,7:00p,Brooklyn,Washington,BKN,WAS,115,113,2,-6,1,63%,-230,+210,183.5,183.5,84%
,,,20130104,7:00p,Washington,Brooklyn,WAS,BKN,113,115,-2,6,0,37%,+210,-230,183.5,183.5,16%
,,,20130104,7:30p,Atlanta,Detroit,ATL,DET,84,85,-1,-1.5,0,56%,-117,+107,190.5,190.5,65%
,,,20130104,7:30p,Detroit,Atlanta,DET,ATL,85,84,1,1.5,1,44%,+107,-117,190.5,190.5,35%
,,,20130104,8:00p,Chicago,Miami,CHI,MIA,96,89,7,+7.5,1,45%,+280,-310,189.5,189.5,34%
,,,20130104,8:00p,Miami,Chicago,MIA,CHI,89,96,-7,-7.5,0,55%,-310,+280,189.5,189.5,66%
,,,20130104,8:00p,Indiana,Boston,IND,BOS,75,94,-19,+3,0,43%,+130,-140,181.5,181.5,30%
,,,20130104,8:00p,Boston,Indiana,BOS,IND,94,75,19,-3,1,57%,-140,+130,181.5,181.5,70%
,,,20130104,8:00p,Philadelphia,Oklahoma City,PHI,OKC,85,109,-24,+10.5,0,36%,+540,-660,196.5,196.5,12%
,,,20130104,8:00p,Oklahoma City,Philadelphia,OKC,PHI,109,85,24,-10.5,1,64%,-660,+540,196.5,196.5,88%
,,,20130104,8:00p,Portland,Memphis,POR,MEM,86,84,2,+8,1,52%,+320,-355,182,182,64%
,,,20130104,8:00p,Memphis,Portland,MEM,POR,84,86,-2,-8,0,48%,-355,+320,182,182,36%
,,,20130104,8:30p,Houston,Milwaukee,HOU,MIL,115,101,14,+1,1,56%,-102,-108,214,214,53%
,,,20130104,8:30p,Milwaukee,Houston,MIL,HOU,101,115,-14,-1,0,44%,-108,-102,214,214,47%
,,,20130104,9:00p,Utah,Phoenix,UTA,PHX,87,80,7,+1.5,1,45%,+108,-118,199,199,36%
,,,20130104,9:00p,Phoenix,Utah,PHX,UTA,80,87,-7,-1.5,0,55%,-118,+108,199,199,64%
,,,20130104,10:30p,L.A. Lakers,L.A. Clippers,LAL,LAC,102,107,-5,+4.5,0,47%,+160,-170,207,207,43%
,,,20130104,10:30p,L.A. Clippers,L.A. Lakers,LAC,LAL,107,102,5,-4.5,1,53%,-170,+160,207,207,57%
,,,20130105,7:00p,Milwaukee,Indiana,MIL,IND,80,95,-15,+4.5,0,44%,+165,-175,187.5,187.5,34%,42%
,,,20130105,7:00p,Indiana,Milwaukee,IND,MIL,95,80,15,-4.5,1,56%,-175,+165,187.5,187.5,66%,58%
,,,20130105,7:00p,New York,Orlando,NYK,ORL,114,106,8,-6,1,59%,-240,+220,196,196,66%,58%
,,,20130105,7:00p,Orlando,New York,ORL,NYK,106,114,-8,6,0,41%,+220,-240,196,196,34%,42%
,,,20130105,7:00p,Boston,Atlanta,BOS,ATL,89,81,8,+5.5,1,50%,+190,-210,187,187,56%,34%
,,,20130105,7:00p,Atlanta,Boston,ATL,BOS,81,89,-8,-5.5,0,50%,-210,+190,187,187,44%,66%
,,,20130105,7:30p,Houston,Cleveland,HOU,CLE,112,104,8,-6,1,64%,-250,+210,213,213,73%,72%
,,,20130105,7:30p,Cleveland,Houston,CLE,HOU,104,112,-8,6,0,36%,+210,-250,213,213,27%,28%
,,,20130105,7:30p,Sacramento,Brooklyn,SAC,BKN,93,113,-20,+7,0,50%,+260,-290,196,196,56%,51%
,,,20130105,7:30p,Brooklyn,Sacramento,BKN,SAC,113,93,20,-7,1,50%,-290,+260,196,196,44%,49%
,,,20130105,8:00p,Portland,Minnesota,POR,MIN,102,97,5,+6.5,1,58%,+235,-255,190.5,190.5,62%,73%
,,,20130105,8:00p,Minnesota,Portland,MIN,POR,97,102,-5,-6.5,0,42%,-255,+235,190.5,190.5,38%,27%
,,,20130105,8:30p,Philadelphia,San Antonio,PHI,SAS,86,109,-23,+13.5,0,45%,+1075,-1350,198,198,37%,29%
,,,20130105,8:30p,San Antonio,Philadelphia,SAS,PHI,109,86,23,-13.5,1,55%,-1350,+1075,198,198,63%,71%
,,,20130105,8:30p,New Orleans,Dallas,NOP,DAL,99,96,3,+6,1,44%,+220,-240,193.5,193.5,28%
,,,20130105,8:30p,Dallas,New Orleans,DAL,NOP,96,99,-3,-6,0,56%,-240,+220,193.5,193.5,72%
,,,20130105,9:00p,Utah,Denver,UTA,DEN,91,110,-19,+10.5,0,42%,+470,-555,201.5,201.5,35%
,,,20130105,9:00p,Denver,Utah,DEN,UTA,110,91,19,-10.5,1,58%,-555,+470,201.5,201.5,65%
