game_id,season,week,date,time,team_org,opponent_team_org,team,opponent_team,points,opponent_points,points_difference,spread,win_against_spread,spread_percentage_sbr,moneyline_team,moneyline_opponent,total_team,total_opponent,pick_sportsplays,spread_percentage_sportsplays,spread_percentage_vegas
,2012,8,20121028,12:00p,Green Bay,Jacksonville,GB,JAC,24,15,9,-16,1,52,-930,730,45,45,52386,72,76
,2012,8,20121028,12:00p,San Diego,Cleveland,SD,CLE,6,7,-1,-3,0,62,-138,128,40.5,40.5,60295,71,79
,2012,8,20121028,12:00p,Cleveland,San Diego,CLE,SD,7,6,1,3,1,38,128,-138,40.5,40.5,25084,29,21
,2012,8,20121028,12:00p,Atlanta,Philadelphia,ATL,PHI,30,17,13,2.5,1,49,127,-137,43,43,59034,57,50
,2012,8,20121028,12:00p,Philadelphia,Atlanta,PHI,ATL,17,30,-13,-2.5,0,51,-137,127,43,43,44803,43,50
,2012,8,20121028,12:00p,Seattle,Detroit,SEA,DET,24,28,-4,1.5,0,45,123,-143,42.5,42.5,36019,48,52
,2012,8,20121028,12:00p,Detroit,Seattle,DET,SEA,28,24,4,-1.5,1,55,-143,123,42.5,42.5,39024,52,48
,2012,8,20121028,12:00p,Miami,N.Y. Jets,MIA,NYJ,30,9,21,1,1,47,-101,-109,38.5,38.5,30783,43,50
,2012,8,20121028,12:00p,N.Y. Jets,Miami,NYJ,MIA,9,30,-21,-1,0,53,-109,-101,38.5,38.5,40257,57,50
,2012,8,20121028,12:00p,Carolina,Chicago,CAR,CHI,22,23,-1,7,0,55,280,-310,41,41,30425,40,42
,2012,8,20121028,12:00p,Chicago,Carolina,CHI,CAR,23,22,1,-7,1,45,-310,280,41,41,45161,60,58
,2012,8,20121028,12:00p,Washington,Pittsburgh,WAS,PIT,12,27,-15,4,0,56,190,-210,44.5,44.5,47124,58,56
,2012,8,20121028,12:00p,Pittsburgh,Washington,PIT,WAS,27,12,15,-4,1,44,-210,190,44.5,44.5,33433,42,44
,2012,8,20121028,3:05p,Oakland,Kansas City,OAK,KC,26,16,10,0,1,58,105,-115,41,41,39972,61,65
,2012,8,20121028,3:05p,Kansas City,Oakland,KC,OAK,16,26,-10,0,0,42,-115,105,41,41,25722,39,35
,2012,8,20121028,3:25p,N.Y. Giants,Dallas,NYG,DAL,29,24,5,-2.5,1,63,-145,135,47.5,47.5,94766,74,74
,2012,8,20121028,3:25p,Dallas,N.Y. Giants,DAL,NYG,24,29,-5,2.5,0,37,135,-145,47.5,47.5,32577,26,26
,2012,8,20121028,7:20p,New Orleans,Denver,NO,DEN,14,34,-20,6,0,61,230,-250,55.5,55.5,64002,61,57
,2012,8,20121028,7:20p,Denver,New Orleans,DEN,NO,34,14,20,-6,1,39,-250,230,55.5,55.5,40566,39,43
,2012,8,20121029,7:30p,San Francisco,Arizona,SF,ARI,24,3,21,-7,1,44,-330,300,37.5,37.5,64503,62,61
,2012,8,20121029,7:30p,Arizona,San Francisco,ARI,SF,3,24,-21,7,0,56,300,-330,37.5,37.5,39683,38,39
,2012,9,20121101,7:20p,Kansas City,San Diego,KC,SD,13,31,-18,7.5,0,53,280,-310,41,41,7961,36,23
,2012,9,20121101,7:20p,San Diego,Kansas City,SD,KC,31,13,18,-7.5,1,47,-310,280,41,41,14124,64,77
,2012,9,20121104,1:00p,Denver,Cincinnati,DEN,CIN,31,23,8,-5.5,1,59,-220,200,47.5,47.5,20975,69,82
,2012,9,20121104,1:00p,Cincinnati,Denver,CIN,DEN,23,31,-8,5.5,0,41,200,-220,47.5,47.5,9308,31,18
,2012,9,20121104,1:00p,Arizona,Green Bay,ARI,GB,17,31,-14,10.5,0,45,420,-475,43,43,4684,17,17
,2012,9,20121104,1:00p,Green Bay,Arizona,GB,ARI,31,17,14,-10.5,1,55,-475,420,43,43,23589,83,83
,2012,9,20121104,1:00p,Miami,Indianapolis,MIA,IND,20,23,-3,-2.5,0,45,-135,125,44,44,10624,49,44
,2012,9,20121104,1:00p,Indianapolis,Miami,IND,MIA,23,20,3,2.5,1,55,125,-135,44,44,11047,51,56
,2012,9,20121104,1:00p,Baltimore,Cleveland,BAL,CLE,25,15,10,-3.5,1,65,-175,165,44,44,17637,75,85
,2012,9,20121104,1:00p,Cleveland,Baltimore,CLE,BAL,15,25,-10,3.5,0,35,165,-175,44,44,6021,25,15
,2012,9,20121104,1:00p,Buffalo,Houston,BUF,HOU,9,21,-12,12.5,0,40,450,-600,47.5,47.5,4934,17,23
,2012,9,20121104,1:00p,Houston,Buffalo,HOU,BUF,21,9,12,-12.5,1,60,-600,450,47.5,47.5,23349,83,77
,2012,9,20121104,1:00p,Carolina,Washington,CAR,WAS,21,13,8,3,1,48,153,-163,48,48,6799,32,41
,2012,9,20121104,1:00p,Washington,Carolina,WAS,CAR,13,21,-8,-3,0,52,-163,153,48,48,14308,68,59
,2012,9,20121104,1:00p,Detroit,Jacksonville,DET,JAC,31,14,17,-6,1,61,-245,225,44,44,15736,78,85
,2012,9,20121104,1:00p,Jacksonville,Detroit,JAC,DET,14,31,-17,6,0,39,225,-245,44,44,4556,22,15
,2012,9,20121104,1:00p,Chicago,Tennessee,CHI,TEN,51,20,31,-5,1,62,-220,200,44,44,17477,77,78
,2012,9,20121104,1:00p,Tennessee,Chicago,TEN,CHI,20,51,-31,5,0,38,200,-220,44,44,5242,23,22
,2012,9,20121104,4:05p,Minnesota,Seattle,MIN,SEA,20,30,-10,4.5,0,41,190,-210,38.5,38.5,7732,34,23
,2012,9,20121104,4:05p,Seattle,Minnesota,SEA,MIN,30,20,10,-4.5,1,59,-210,190,38.5,38.5,15258,66,77
,2012,9,20121104,4:05p,Tampa Bay,Oakland,TB,OAK,42,32,10,1,1,61,100,-110,46.5,46.5,14368,64,67
,2012,9,20121104,4:05p,Oakland,Tampa Bay,OAK,TB,32,42,-10,-1,0,39,-110,100,46.5,46.5,8253,36,33
,2012,9,20121104,4:25p,Pittsburgh,N.Y. Giants,PIT,NYG,24,20,4,3.5,1,50,170,-185,48.5,48.5,10935,45,48
,2012,9,20121104,4:25p,N.Y. Giants,Pittsburgh,NYG,PIT,20,24,-4,-3.5,0,50,-185,170,48.5,48.5,13228,55,52
,2012,9,20121104,8:20p,Dallas,Atlanta,DAL,ATL,13,19,-6,3.5,0,51,180,-195,47.5,47.5,15098,43,45
,2012,9,20121104,8:20p,Atlanta,Dallas,ATL,DAL,19,13,6,-3.5,1,49,-195,180,47.5,47.5,20277,57,55
,2012,9,20121105,8:30p,Philadelphia,New Orleans,PHI,NO,13,28,-15,2.5,0,46,122,-132,52,52,11492,41,48
,2012,9,20121105,8:30p,New Orleans,Philadelphia,NO,PHI,28,13,15,-2.5,1,54,-132,122,52,52,16362,59,52
,2012,10,20121108,8:20p,Indianapolis,Jacksonville,IND,JAC,27,10,17,-3,1,58,-170,160,43.5,43.5,17699,79,76
,2012,10,20121108,8:20p,Jacksonville,Indianapolis,JAC,IND,10,27,-17,3,0,42,160,-170,43.5,43.5,4759,21,24
,2012,10,20121111,1:00p,Buffalo,New England,BUF,NE,31,37,-6,13.5,0,49,540,-660,54,54,4670,17,21
,2012,10,20121111,1:00p,New England,Buffalo,NE,BUF,37,31,6,-13.5,1,51,-660,540,54,54,22106,83,79
,2012,10,20121111,1:00p,N.Y. Giants,Cincinnati,NYG,CIN,13,31,-18,-3.5,0,61,-185,170,47,47,21808,79,76
,2012,10,20121111,1:00p,Cincinnati,N.Y. Giants,CIN,NYG,31,13,18,3.5,1,39,170,-185,47,47,5877,21,24
,2012,10,20121111,1:00p,San Diego,Tampa Bay,SD,TB,24,34,-10,3,0,43,155,-165,46.5,46.5,9943,43,39
,2012,10,20121111,1:00p,Tampa Bay,San Diego,TB,SD,34,24,10,-3,1,57,-165,155,46.5,46.5,13110,57,61
,2012,10,20121111,1:00p,Denver,Carolina,DEN,CAR,36,14,22,-3.5,1,64,-178,167,46.5,46.5,23007,77,77
,2012,10,20121111,1:00p,Carolina,Denver,CAR,DEN,14,36,-22,3.5,0,36,167,-178,46.5,46.5,6804,23,23
,2012,10,20121111,1:00p,Tennessee,Miami,TEN,MIA,37,3,34,6.5,1,54,255,-280,44,44,6864,33,44
,2012,10,20121111,1:00p,Miami,Tennessee,MIA,TEN,3,37,-34,-6.5,0,46,-280,255,44,44,13905,67,56
,2012,10,20121111,1:00p,Oakland,Baltimore,OAK,BAL,20,55,-35,7.5,0,52,305,-335,48,48,5864,26,34
,2012,10,20121111,1:00p,Baltimore,Oakland,BAL,OAK,55,20,35,-7.5,1,48,-335,305,48,48,16535,74,66
,2012,10,20121111,1:00p,Atlanta,New Orleans,ATL,NO,27,31,-4,-1.5,0,50,-121,111,54,54,11916,50,59
,2012,10,20121111,1:00p,New Orleans,Atlanta,NO,ATL,31,27,4,1.5,1,50,111,-121,54,54,12004,50,41
,2012,10,20121111,1:00p,Detroit,Minnesota,DET,MIN,24,34,-10,-3,0,65,-168,158,46,46,16419,74,85
,2012,10,20121111,1:00p,Minnesota,Detroit,MIN,DET,34,24,10,3,1,35,158,-168,46,46,5915,26,15
,2012,10,20121111,4:05p,N.Y. Jets,Seattle,NYJ,SEA,7,28,-21,5,0,50,195,-215,38,38,10630,41,38
,2012,10,20121111,4:05p,Seattle,N.Y. Jets,SEA,NYJ,28,7,21,-5,1,50,-215,195,38,38,15000,59,62
,2012,10,20121111,4:25p,Dallas,Philadelphia,DAL,PHI,38,23,15,-2.5,1,61,-132,122,44,44,16404,70,73
,2012,10,20121111,4:25p,Philadelphia,Dallas,PHI,DAL,23,38,-15,2.5,0,39,122,-132,44,44,6967,30,27
,2012,10,20121111,4:25p,Los Angeles,San Francisco,LA,SF,24,24,0,13.5,0,50,560,-690,38,38,5453,23,32
,2012,10,20121111,4:25p,San Francisco,Los Angeles,SF,LA,24,24,0,-13.5,0,50,-690,560,38,38,18388,77,68
,2012,10,20121111,8:20p,Houston,Chicago,HOU,CHI,13,6,7,1,1,52,,,37,37,16366,54,50
,2012,10,20121111,8:20p,Chicago,Houston,CHI,HOU,6,13,-7,-1,0,48,,,37,37,13828,46,50
,2012,10,20121112,8:30p,Kansas City,Pittsburgh,KC,PIT,13,16,-3,13.5,0,39,505,-710,39.5,39.5,5611,16,18
,2012,10,20121112,8:30p,Pittsburgh,Kansas City,PIT,KC,16,13,3,-13.5,1,61,-710,505,39.5,39.5,29550,84,82
,2012,11,20121115,8:20p,Miami,Buffalo,MIA,BUF,14,19,-5,2.5,0,43,122,-132,45.5,45.5,5875,31,39
,2012,11,20121115,8:20p,Buffalo,Miami,BUF,MIA,19,14,5,-2.5,1,57,-132,122,45.5,45.5,12941,69,61
,2012,11,20121118,1:00p,Philadelphia,Washington,PHI,WAS,6,31,-25,3.5,0,43,167,-178,46,46,6403,35,28
,2012,11,20121118,1:00p,Washington,Philadelphia,WAS,PHI,31,6,25,-3.5,1,57,-178,167,46,46,11759,65,72
,2012,11,20121118,1:00p,Green Bay,Detroit,GB,DET,24,20,4,-3,1,63,-160,150,53.5,53.5,20677,78,76
,2012,11,20121118,1:00p,Detroit,Green Bay,DET,GB,20,24,-4,3,0,37,150,-160,53.5,53.5,5973,22,24
,2012,11,20121118,1:00p,Arizona,Atlanta,ARI,ATL,19,23,-4,9,0,52,380,-430,43,43,4802,21,30
,2012,11,20121118,1:00p,Atlanta,Arizona,ATL,ARI,23,19,4,-9,1,48,-430,380,43,43,18187,79,70
,2012,11,20121118,1:00p,Tampa Bay,Carolina,TB,CAR,27,21,6,-1,1,63,-110,100,46.5,46.5,13608,68,80
,2012,11,20121118,1:00p,Carolina,Tampa Bay,CAR,TB,21,27,-6,1,0,37,100,-110,46.5,46.5,6267,32,20
,2012,11,20121118,1:00p,Cleveland,Dallas,CLE,DAL,20,23,-3,7,0,61,290,-320,43.5,43.5,7817,33,41
,2012,11,20121118,1:00p,Dallas,Cleveland,DAL,CLE,23,20,3,-7,1,39,-320,290,43.5,43.5,16105,67,59
,2012,11,20121118,1:00p,N.Y. Jets,Los Angeles,NYJ,LA,27,13,14,3.5,1,41,170,-185,39,39,6419,35,22
,2012,11,20121118,1:00p,Los Angeles,N.Y. Jets,LA,NYJ,13,27,-14,-3.5,0,59,-185,170,39,39,12105,65,78
,2012,11,20121118,4:25p,Indianapolis,New England,IND,NE,24,59,-35,10,0,62,410,-460,54,54,9922,43,54
,2012,11,20121118,4:25p,New England,Indianapolis,NE,IND,59,24,35,-10,1,38,-460,410,54,54,13044,57,46
,2012,11,20121118,1:00p,Jacksonville,Houston,JAC,HOU,37,43,-6,15,0,49,1100,-1400,40.5,40.5,4093,23,25
,2012,11,20121118,1:00p,Houston,Jacksonville,HOU,JAC,43,37,6,-15,1,51,-1400,1100,40.5,40.5,13943,77,75
,2012,11,20121118,1:00p,Cincinnati,Kansas City,CIN,KC,28,6,22,-3,1,64,-165,155,42,42,11853,71,79
,2012,11,20121118,1:00p,Kansas City,Cincinnati,KC,CIN,6,28,-22,3,0,36,155,-165,42,42,4777,29,21
,2012,11,20121118,4:05p,New Orleans,Oakland,NO,OAK,38,17,21,-6,1,63,-240,220,55.5,55.5,20057,80,81
,2012,11,20121118,4:05p,Oakland,New Orleans,OAK,NO,17,38,-21,6,0,37,220,-240,55.5,55.5,4929,20,19
,2012,11,20121118,4:25p,San Diego,Denver,SD,DEN,23,30,-7,8.5,0,47,300,-360,47.5,47.5,7199,33,29
,2012,11,20121118,4:25p,Denver,San Diego,DEN,SD,30,23,7,-8.5,1,53,-360,300,47.5,47.5,14898,67,71
,2012,11,20121118,8:20p,Baltimore,Pittsburgh,BAL,PIT,13,10,3,-3,1,60,-160,150,41,41,17069,66,74
,2012,11,20121118,8:20p,Pittsburgh,Baltimore,PIT,BAL,10,13,-3,3,0,40,150,-160,41,41,8627,34,26
,2012,11,20121119,8:30p,Chicago,San Francisco,CHI,SF,7,32,-25,3.5,0,48,179,-194,34.5,34.5,29515,50,50
,2012,11,20121119,8:30p,San Francisco,Chicago,SF,CHI,32,7,25,-3.5,1,52,-194,179,34.5,34.5,29524,50,50
,2012,12,20121122,12:30p,Houston,Detroit,HOU,DET,34,31,3,-3.5,1,60,-175,165,49,49,76430,71,71
,2012,12,20121122,12:30p,Detroit,Houston,DET,HOU,31,34,-3,3.5,0,40,165,-175,49,49,31689,29,29
,2012,12,20121122,4:15p,Washington,Dallas,WAS,DAL,38,31,7,3.5,1,51,165,-175,47,47,59968,54,44
,2012,12,20121122,4:15p,Dallas,Washington,DAL,WAS,31,38,-7,-3.5,0,49,-175,165,47,47,50105,46,56
,2012,12,20121122,8:20p,New England,N.Y. Jets,NE,NYJ,49,19,30,-7,1,60,-290,260,48.5,48.5,91651,77,81
,2012,12,20121122,8:20p,N.Y. Jets,New England,NYJ,NE,19,49,-30,7,0,40,260,-290,48.5,48.5,27268,23,19
,2012,12,20121125,1:00p,Oakland,Cincinnati,OAK,CIN,10,34,-24,8,0,54,345,-385,50,50,32852,38,42
,2012,12,20121125,1:00p,Cincinnati,Oakland,CIN,OAK,34,10,24,-8,1,46,-385,345,50,50,53355,62,58
,2012,12,20121125,1:00p,Pittsburgh,Cleveland,PIT,CLE,14,20,-6,-1,0,59,-115,105,33,33,40690,68,83
,2012,12,20121125,1:00p,Cleveland,Pittsburgh,CLE,PIT,20,14,6,1,1,41,105,-115,33,33,19190,32,17
,2012,12,20121125,1:00p,Buffalo,Indianapolis,BUF,IND,13,20,-7,2,0,35,118,-128,51,51,24438,30,34
,2012,12,20121125,1:00p,Indianapolis,Buffalo,IND,BUF,20,13,7,-2,1,65,-128,118,51,51,55844,70,66
,2012,12,20121125,1:00p,Denver,Kansas City,DEN,KC,17,9,8,-10,1,60,-525,450,41,41,77811,80,85
,2012,12,20121125,1:00p,Kansas City,Denver,KC,DEN,9,17,-8,10,0,40,450,-525,41,41,19730,20,15
,2012,12,20121125,1:00p,Tennessee,Jacksonville,TEN,JAC,19,24,-5,-3,0,57,-162,152,45,45,36534,59,49
,2012,12,20121125,1:00p,Jacksonville,Tennessee,JAC,TEN,24,19,5,3,1,43,152,-162,45,45,24972,41,51
,2012,12,20121125,1:00p,Minnesota,Chicago,MIN,CHI,10,28,-18,6.5,0,56,225,-245,38.5,38.5,16371,43,45
,2012,12,20121125,1:00p,Chicago,Minnesota,CHI,MIN,28,10,18,-6.5,1,44,-245,225,38.5,38.5,21641,57,55
,2012,12,20121125,1:00p,Atlanta,Tampa Bay,ATL,TB,24,23,1,-1,1,59,-115,105,51,51,60010,66,77
,2012,12,20121125,1:00p,Tampa Bay,Atlanta,TB,ATL,23,24,-1,1,0,41,105,-115,51,51,30492,34,23
,2012,12,20121125,1:00p,Seattle,Miami,SEA,MIA,21,24,-3,-3,0,58,-170,160,37.5,37.5,61029,67,79
,2012,12,20121125,1:00p,Miami,Seattle,MIA,SEA,24,21,3,3,1,42,160,-170,37.5,37.5,30044,33,21
,2012,12,20121125,4:05p,Baltimore,San Diego,BAL,SD,16,13,3,-1,1,57,,,46.5,46.5,52709,65,74
,2012,12,20121125,4:05p,San Diego,Baltimore,SD,BAL,13,16,-3,1,0,43,,,46.5,46.5,27935,35,26
,2012,12,20121125,4:25p,San Francisco,New Orleans,SF,NO,31,21,10,-2,1,43,-122,112,50,50,28427,34,39
,2012,12,20121125,4:25p,New Orleans,San Francisco,NO,SF,21,31,-10,2,0,57,112,-122,50,50,56237,66,61
,2012,12,20121126,8:30p,Carolina,Philadelphia,CAR,PHI,30,22,8,-3,1,60,-160,150,42,42,48992,71,74
,2012,12,20121126,8:30p,Philadelphia,Carolina,PHI,CAR,22,30,-8,3,0,40,150,-160,42,42,19841,29,26
,2012,13,20121129,8:20p,New Orleans,Atlanta,NO,ATL,13,23,-10,3.5,0,48,170,-185,54,54,28170,54,53
,2012,13,20121129,8:20p,Atlanta,New Orleans,ATL,NO,23,13,10,-3.5,1,52,-185,170,54,54,24279,46,47
,2012,13,20121202,1:00p,Seattle,Chicago,SEA,CHI,23,17,6,3,1,40,145,-155,36.5,36.5,31002,34,42
,2012,13,20121202,1:00p,Chicago,Seattle,CHI,SEA,17,23,-6,-3,0,60,-155,145,36.5,36.5,60048,66,58
,2012,13,20121202,1:00p,Minnesota,Green Bay,MIN,GB,14,23,-9,7,0,58,315,-345,47,47,34645,39,51
,2012,13,20121202,1:00p,Green Bay,Minnesota,GB,MIN,23,14,9,-7,1,42,-345,315,47,47,54487,61,49
,2012,13,20121202,1:00p,San Francisco,Los Angeles,SF,LA,13,16,-3,-7,0,62,-355,320,41,41,77223,76,71
,2012,13,20121202,1:00p,Los Angeles,San Francisco,LA,SF,16,13,3,7,1,38,320,-355,41,41,24637,24,29
,2012,13,20121202,1:00p,Arizona,N.Y. Jets,ARI,NYJ,6,7,-1,6.5,0,45,230,-250,36.5,36.5,25530,38,39
,2012,13,20121202,1:00p,N.Y. Jets,Arizona,NYJ,ARI,7,6,1,-6.5,1,55,-250,230,36.5,36.5,41554,62,61
,2012,13,20121202,1:00p,Carolina,Kansas City,CAR,KC,21,27,-6,-5,0,62,-210,190,41,41,43601,68,76
,2012,13,20121202,1:00p,Kansas City,Carolina,KC,CAR,27,21,6,5,1,38,190,-210,41,41,20225,32,24
,2012,13,20121202,1:00p,Indianapolis,Detroit,IND,DET,35,33,2,7,1,59,270,-300,51,51,48086,62,62
,2012,13,20121202,1:00p,Detroit,Indianapolis,DET,IND,33,35,-2,-7,0,41,-300,270,51,51,29019,38,38
,2012,13,20121202,1:00p,Jacksonville,Buffalo,JAC,BUF,18,34,-16,6,0,56,240,-260,41,41,29159,53,58
,2012,13,20121202,1:00p,Buffalo,Jacksonville,BUF,JAC,34,18,16,-6,1,44,-260,240,41,41,26171,47,42
,2012,13,20121202,1:00p,New England,Miami,NE,MIA,23,16,7,-7,1,63,-330,300,51,51,84866,81,65
,2012,13,20121202,1:00p,Miami,New England,MIA,NE,16,23,-7,7,0,37,300,-330,51,51,20326,19,35
,2012,13,20121202,1:00p,Houston,Tennessee,HOU,TEN,24,10,14,-7,1,65,-290,260,48,48,74416,81,73
,2012,13,20121202,1:00p,Tennessee,Houston,TEN,HOU,10,24,-14,7,0,35,260,-290,48,48,17237,19,27
,2012,13,20121202,4:05p,Tampa Bay,Denver,TB,DEN,23,31,-8,7.5,0,61,335,-375,49.5,49.5,36085,44,45
,2012,13,20121202,4:05p,Denver,Tampa Bay,DEN,TB,31,23,8,-7.5,1,39,-375,335,49.5,49.5,46229,56,55
,2012,13,20121202,4:25p,Pittsburgh,Baltimore,PIT,BAL,23,20,3,6.5,1,50,265,-295,37,37,18472,34,34
,2012,13,20121202,4:25p,Baltimore,Pittsburgh,BAL,PIT,20,23,-3,-6.5,0,50,-295,265,37,37,35074,66,66
,2012,13,20121202,4:25p,Cleveland,Oakland,CLE,OAK,20,17,3,-2.5,1,55,-138,128,39,39,20897,54,53
,2012,13,20121202,4:25p,Oakland,Cleveland,OAK,CLE,17,20,-3,2.5,0,45,128,-138,39,39,17493,46,47
,2012,13,20121202,4:25p,Cincinnati,San Diego,CIN,SD,20,13,7,1,1,61,105,-115,46,46,46310,69,79
,2012,13,20121202,4:25p,San Diego,Cincinnati,SD,CIN,13,20,-7,-1,0,39,-115,105,46,46,21086,31,21
,2012,13,20121202,8:20p,Philadelphia,Dallas,PHI,DAL,33,38,-5,10.5,0,56,480,-570,44.5,44.5,33213,40,35
,2012,13,20121202,8:20p,Dallas,Philadelphia,DAL,PHI,38,33,5,-10.5,1,44,-570,480,44.5,44.5,50141,60,65
,2012,13,20121203,8:30p,N.Y. Giants,Washington,NYG,WAS,16,17,-1,-2.5,0,60,-132,122,50,50,54235,60,62
,2012,13,20121203,8:30p,Washington,N.Y. Giants,WAS,NYG,17,16,1,2.5,1,40,122,-132,50,50,36841,40,38
,2012,14,20121206,8:20p,Denver,Oakland,DEN,OAK,26,13,13,-10,1,50,-525,450,47,47,37912,65,66
,2012,14,20121206,8:20p,Oakland,Denver,OAK,DEN,13,26,-13,10,0,50,450,-525,47,47,20069,35,34
,2012,14,20121209,1:00p,Baltimore,Washington,BAL,WAS,28,31,-3,1.5,0,53,108,-118,47.5,47.5,40215,51,47
,2012,14,20121209,1:00p,Washington,Baltimore,WAS,BAL,31,28,3,-1.5,1,47,-118,108,47.5,47.5,38599,49,53
,2012,14,20121209,1:00p,Kansas City,Cleveland,KC,CLE,7,30,-23,7,0,47,275,-305,38,38,26201,39,37
,2012,14,20121209,1:00p,Cleveland,Kansas City,CLE,KC,30,7,23,-7,1,53,-305,275,38,38,41204,61,63
,2012,14,20121209,1:00p,San Diego,Pittsburgh,SD,PIT,34,24,10,7,1,54,300,-330,37.5,37.5,23151,38,40
,2012,14,20121209,1:00p,Pittsburgh,San Diego,PIT,SD,24,34,-10,-7,0,46,-330,300,37.5,37.5,37886,62,60
,2012,14,20121209,1:00p,Tennessee,Indianapolis,TEN,IND,23,27,-4,4,0,40,175,-190,47,47,23220,30,35
,2012,14,20121209,1:00p,Indianapolis,Tennessee,IND,TEN,27,23,4,-4,1,60,-190,175,47,47,54836,70,65
,2012,14,20121209,1:00p,N.Y. Jets,Jacksonville,NYJ,JAC,17,10,7,-3,1,58,-158,148,39.5,39.5,30500,58,71
,2012,14,20121209,1:00p,Jacksonville,N.Y. Jets,JAC,NYJ,10,17,-7,3,0,42,148,-158,39.5,39.5,22115,42,29
,2012,14,20121209,1:00p,Chicago,Minnesota,CHI,MIN,14,21,-7,-2.5,0,57,-128,118,40.5,40.5,39518,58,64
,2012,14,20121209,1:00p,Minnesota,Chicago,MIN,CHI,21,14,7,2.5,1,43,118,-128,40.5,40.5,28999,42,36
,2012,14,20121209,1:00p,Atlanta,Carolina,ATL,CAR,20,30,-10,-3,0,58,-165,155,46.5,46.5,55661,68,59
,2012,14,20121209,1:00p,Carolina,Atlanta,CAR,ATL,30,20,10,3,1,42,155,-165,46.5,46.5,26112,32,41
,2012,14,20121209,1:00p,Philadelphia,Tampa Bay,PHI,TB,23,21,2,7,1,48,295,-325,47.5,47.5,24269,34,38
,2012,14,20121209,1:00p,Tampa Bay,Philadelphia,TB,PHI,21,23,-2,-7,0,52,-325,295,47.5,47.5,47637,66,62
,2012,14,20121209,1:00p,Los Angeles,Buffalo,LA,BUF,15,12,3,3.5,1,51,175,-190,42.5,42.5,26857,46,45
,2012,14,20121209,1:00p,Buffalo,Los Angeles,BUF,LA,12,15,-3,-3.5,0,49,-190,175,42.5,42.5,31554,54,55
,2012,14,20121209,1:00p,Dallas,Cincinnati,DAL,CIN,20,19,1,3,1,51,165,-175,46,46,39682,50,47
,2012,14,20121209,1:00p,Cincinnati,Dallas,CIN,DAL,19,20,-1,-3,0,49,-175,165,46,46,39193,50,53
,2012,14,20121209,4:05p,Miami,San Francisco,MIA,SF,13,27,-14,10.5,0,54,465,-545,38.5,38.5,28760,36,39
,2012,14,20121209,4:05p,San Francisco,Miami,SF,MIA,27,13,14,-10.5,1,46,-545,465,38.5,38.5,51955,64,61
,2012,14,20121209,4:25p,New Orleans,N.Y. Giants,NO,NYG,27,52,-25,4,0,48,185,-200,52.5,52.5,32917,48,40
,2012,14,20121209,4:25p,N.Y. Giants,New Orleans,NYG,NO,52,27,25,-4,1,52,-200,185,52.5,52.5,34955,52,60
,2012,14,20121209,4:25p,Arizona,Seattle,ARI,SEA,0,58,-58,11.5,0,57,425,-550,36,36,27274,37,39
,2012,14,20121209,4:25p,Seattle,Arizona,SEA,ARI,58,0,58,-11.5,1,43,-550,425,36,36,45740,63,61
,2012,14,20121209,8:20p,Detroit,Green Bay,DET,GB,20,27,-7,6,0,48,235,-255,49,49,29876,32,40
,2012,14,20121209,8:20p,Green Bay,Detroit,GB,DET,27,20,7,-6,1,52,-255,235,49,49,63003,68,60
,2012,14,20121210,8:30p,Houston,New England,HOU,NE,14,42,-28,5.5,0,48,200,-240,50.5,50.5,43578,50,48
,2012,14,20121210,8:30p,New England,Houston,NE,HOU,42,14,28,-5.5,1,52,-240,200,50.5,50.5,44108,50,52
,2012,15,20121213,8:20p,Cincinnati,Philadelphia,CIN,PHI,34,13,21,-5,1,56,-215,195,44.5,44.5,35527,63,69
,2012,15,20121213,8:20p,Philadelphia,Cincinnati,PHI,CIN,13,34,-21,5,0,44,195,-215,44.5,44.5,20571,37,31
,2012,15,20121216,1:00p,Green Bay,Chicago,GB,CHI,21,13,8,-3,1,64,-148,138,43.5,43.5,71734,75,75
,2012,15,20121216,1:00p,Chicago,Green Bay,CHI,GB,13,21,-8,3,0,36,138,-148,43.5,43.5,23562,25,25
,2012,15,20121216,1:00p,N.Y. Giants,Atlanta,NYG,ATL,0,34,-34,1,0,58,105,-115,50,50,54315,65,67
,2012,15,20121216,1:00p,Atlanta,N.Y. Giants,ATL,NYG,34,0,34,-1,1,42,-115,105,50,50,29284,35,33
,2012,15,20121216,1:00p,Tampa Bay,New Orleans,TB,NO,0,41,-41,3.5,0,51,175,-190,55,55,33635,48,51
,2012,15,20121216,1:00p,New Orleans,Tampa Bay,NO,TB,41,0,41,-3.5,1,49,-190,175,55,55,36377,52,49
,2012,15,20121216,1:00p,Minnesota,Los Angeles,MIN,LA,36,22,14,2.5,1,47,127,-137,39.5,39.5,36958,55,52
,2012,15,20121216,1:00p,Los Angeles,Minnesota,LA,MIN,22,36,-14,-2.5,0,53,-137,127,39.5,39.5,29753,45,48
,2012,15,20121216,1:00p,Washington,Cleveland,WAS,CLE,38,21,17,4,1,58,190,-210,40,40,22098,56,51
,2012,15,20121216,1:00p,Cleveland,Washington,CLE,WAS,21,38,-17,-4,0,42,-210,190,40,40,17020,44,49
,2012,15,20121216,1:00p,Jacksonville,Miami,JAC,MIA,3,24,-21,7.5,0,63,305,-335,38.5,38.5,30202,51,69
