NYG,PHI,0,0.0,19,24,0,0,0
WAS,CHI,1,-3.0,41,21,1,0,1
MIA,BUF,1,4.0,34,31,-1,1,0
TB,NO,0,3.0,24,31,-2,0,1
ATL,CAR,1,-3.0,33,16,-1,0,0
MIN,GB,1,7.0,25,38,-3,0,1
NYJ,NE,1,17.0,3,41,-2,0,1
TEN,JAC,0,-4.0,17,38,-2,1,1
SD,CLE,0,-5.0,17,20,1,1,0
IND,OAK,1,3.0,25,33,-1,0,1
SF,LA,1,6.0,22,21,-3,1,0
ARI,SEA,0,10.0,34,31,-3,1,0
CIN,HOU,0,2.5,10,12,-2,1,1
BAL,PIT,0,6.5,27,31,-3,1,1
DEN,KC,1,3.5,10,33,-3,0,1
DET,DAL,1,6.0,0,0,-1,1,0
