Date,Team,Team_SP,Opp,Opp_SP,Bet_Length,Bet_Type,Line_Move_Time,Over_Under,Line,Odds
20170402,BetOnline,SFO,Bumgarner,ARI,Greinke,Full Game,MONEY LINES,04/01 12:53 PM,,,-133
20170402,BetOnline,ARI,Greinke,SFO,Bumgarner,Full Game,MONEY LINES,04/01 12:53 PM,,,+120
20170402,BetOnline,SFO,Bumgarner,ARI,Greinke,Full Game,MONEY LINES,04/01 12:57 PM,,,-132
20170402,BetOnline,ARI,Greinke,SFO,Bumgarner,Full Game,MONEY LINES,04/01 12:57 PM,,,+119
20170402,BetOnline,SFO,Bumgarner,ARI,Greinke,Full Game,MONEY LINES,04/01 12:59 PM,,,-133
20170402,BetOnline,ARI,Greinke,SFO,Bumgarner,Full Game,MONEY LINES,04/01 12:59 PM,,,+120
20170402,BetOnline,SFO,Bumgarner,ARI,Greinke,Full Game,MONEY LINES,04/01 09:07 PM,,,-134
20170402,BetOnline,ARI,Greinke,SFO,Bumgarner,Full Game,MONEY LINES,04/01 09:07 PM,,,+121
20170402,BetOnline,SFO,Bumgarner,ARI,Greinke,Full Game,MONEY LINES,04/01 09:08 PM,,,-133
20170402,BetOnline,ARI,Greinke,SFO,Bumgarner,Full Game,MONEY LINES,04/01 09:08 PM,,,+120
20170402,BetOnline,SFO,Bumgarner,ARI,Greinke,Full Game,MONEY LINES,04/01 09:10 PM,,,-134
20170402,BetOnline,ARI,Greinke,SFO,Bumgarner,Full Game,MONEY LINES,04/01 09:10 PM,,,+121
20170402,BetOnline,SFO,Bumgarner,ARI,Greinke,Full Game,MONEY LINES,04/01 09:12 PM,,,-133
20170402,BetOnline,ARI,Greinke,SFO,Bumgarner,Full Game,MONEY LINES,04/01 09:12 PM,,,+120
20170402,BetOnline,SFO,Bumgarner,ARI,Greinke,Full Game,MONEY LINES,04/01 09:18 PM,,,-134
20170402,BetOnline,ARI,Greinke,SFO,Bumgarner,Full Game,MONEY LINES,04/01 09:18 PM,,,+121
20170402,BetOnline,SFO,Bumgarner,ARI,Greinke,Full Game,MONEY LINES,04/02 07:38 AM,,,-140
20170402,BetOnline,ARI,Greinke,SFO,Bumgarner,Full Game,MONEY LINES,04/02 07:38 AM,,,+126
20170402,BetOnline,SFO,Bumgarner,ARI,Greinke,Full Game,MONEY LINES,04/02 07:39 AM,,,-134
20170402,BetOnline,ARI,Greinke,SFO,Bumgarner,Full Game,MONEY LINES,04/02 07:39 AM,,,+121
20170402,BetOnline,SFO,Bumgarner,ARI,Greinke,Full Game,MONEY LINES,04/02 07:39 AM,,,-140
20170402,BetOnline,ARI,Greinke,SFO,Bumgarner,Full Game,MONEY LINES,04/02 07:39 AM,,,+126
20170402,BetOnline,SFO,Bumgarner,ARI,Greinke,Full Game,MONEY LINES,04/02 07:40 AM,,,-134
20170402,BetOnline,ARI,Greinke,SFO,Bumgarner,Full Game,MONEY LINES,04/02 07:40 AM,,,+121
20170402,BetOnline,SFO,Bumgarner,ARI,Greinke,Full Game,MONEY LINES,04/02 07:40 AM,,,-140
20170402,BetOnline,ARI,Greinke,SFO,Bumgarner,Full Game,MONEY LINES,04/02 07:40 AM,,,+126
20170402,BetOnline,SFO,Bumgarner,ARI,Greinke,Full Game,MONEY LINES,04/02 07:41 AM,,,-134
20170402,BetOnline,ARI,Greinke,SFO,Bumgarner,Full Game,MONEY LINES,04/02 07:41 AM,,,+121
20170402,BetOnline,SFO,Bumgarner,ARI,Greinke,Full Game,MONEY LINES,04/02 07:42 AM,,,-140
20170402,BetOnline,ARI,Greinke,SFO,Bumgarner,Full Game,MONEY LINES,04/02 07:42 AM,,,+126
20170402,BetOnline,SFO,Bumgarner,ARI,Greinke,Full Game,MONEY LINES,04/02 07:44 AM,,,-134
20170402,BetOnline,ARI,Greinke,SFO,Bumgarner,Full Game,MONEY LINES,04/02 07:44 AM,,,+121
20170402,BetOnline,SFO,Bumgarner,ARI,Greinke,Full Game,MONEY LINES,04/02 07:44 AM,,,-140
20170402,BetOnline,ARI,Greinke,SFO,Bumgarner,Full Game,MONEY LINES,04/02 07:44 AM,,,+126
20170402,BetOnline,SFO,Bumgarner,ARI,Greinke,Full Game,MONEY LINES,04/02 07:47 AM,,,-134
20170402,BetOnline,ARI,Greinke,SFO,Bumgarner,Full Game,MONEY LINES,04/02 07:47 AM,,,+121
20170402,BetOnline,SFO,Bumgarner,ARI,Greinke,Full Game,MONEY LINES,04/02 07:47 AM,,,-140
20170402,BetOnline,ARI,Greinke,SFO,Bumgarner,Full Game,MONEY LINES,04/02 07:47 AM,,,+126
20170402,BetOnline,SFO,Bumgarner,ARI,Greinke,Full Game,MONEY LINES,04/02 07:49 AM,,,-134
20170402,BetOnline,ARI,Greinke,SFO,Bumgarner,Full Game,MONEY LINES,04/02 07:49 AM,,,+121
20170402,BetOnline,SFO,Bumgarner,ARI,Greinke,Full Game,MONEY LINES,04/02 07:49 AM,,,-140
20170402,BetOnline,ARI,Greinke,SFO,Bumgarner,Full Game,MONEY LINES,04/02 07:49 AM,,,+126
20170402,BetOnline,SFO,Bumgarner,ARI,Greinke,Full Game,MONEY LINES,04/02 08:22 AM,,,-138
20170402,BetOnline,ARI,Greinke,SFO,Bumgarner,Full Game,MONEY LINES,04/02 08:22 AM,,,+125
20170402,BetOnline,SFO,Bumgarner,ARI,Greinke,Full Game,MONEY LINES,04/02 08:22 AM,,,-140
20170402,BetOnline,ARI,Greinke,SFO,Bumgarner,Full Game,MONEY LINES,04/02 08:22 AM,,,+126
20170402,BetOnline,SFO,Bumgarner,ARI,Greinke,Full Game,MONEY LINES,04/02 08:23 AM,,,-138
20170402,BetOnline,ARI,Greinke,SFO,Bumgarner,Full Game,MONEY LINES,04/02 08:23 AM,,,+125
20170402,BetOnline,SFO,Bumgarner,ARI,Greinke,Full Game,MONEY LINES,04/02 08:23 AM,,,-140
20170402,BetOnline,ARI,Greinke,SFO,Bumgarner,Full Game,MONEY LINES,04/02 08:23 AM,,,+126
20170402,BetOnline,SFO,Bumgarner,ARI,Greinke,Full Game,MONEY LINES,04/02 08:24 AM,,,-138
20170402,BetOnline,ARI,Greinke,SFO,Bumgarner,Full Game,MONEY LINES,04/02 08:24 AM,,,+125
20170402,BetOnline,SFO,Bumgarner,ARI,Greinke,Full Game,MONEY LINES,04/02 08:25 AM,,,-140
20170402,BetOnline,ARI,Greinke,SFO,Bumgarner,Full Game,MONEY LINES,04/02 08:25 AM,,,+126
20170402,BetOnline,SFO,Bumgarner,ARI,Greinke,Full Game,MONEY LINES,04/02 08:27 AM,,,-138
20170402,BetOnline,ARI,Greinke,SFO,Bumgarner,Full Game,MONEY LINES,04/02 08:27 AM,,,+125
20170402,BetOnline,SFO,Bumgarner,ARI,Greinke,Full Game,MONEY LINES,04/02 08:28 AM,,,-140
20170402,BetOnline,ARI,Greinke,SFO,Bumgarner,Full Game,MONEY LINES,04/02 08:28 AM,,,+126
20170402,BetOnline,SFO,Bumgarner,ARI,Greinke,Full Game,MONEY LINES,04/02 08:29 AM,,,-138
20170402,BetOnline,ARI,Greinke,SFO,Bumgarner,Full Game,MONEY LINES,04/02 08:29 AM,,,+125
20170402,BetOnline,SFO,Bumgarner,ARI,Greinke,Full Game,MONEY LINES,04/02 08:29 AM,,,-140
20170402,BetOnline,ARI,Greinke,SFO,Bumgarner,Full Game,MONEY LINES,04/02 08:29 AM,,,+126
20170402,BetOnline,SFO,Bumgarner,ARI,Greinke,Full Game,MONEY LINES,04/02 08:30 AM,,,-138
20170402,BetOnline,ARI,Greinke,SFO,Bumgarner,Full Game,MONEY LINES,04/02 08:30 AM,,,+125
20170402,BetOnline,SFO,Bumgarner,ARI,Greinke,Full Game,MONEY LINES,04/02 08:52 AM,,,-136
20170402,BetOnline,ARI,Greinke,SFO,Bumgarner,Full Game,MONEY LINES,04/02 08:52 AM,,,+123
20170402,BetOnline,SFO,Bumgarner,ARI,Greinke,Full Game,MONEY LINES,04/02 08:53 AM,,,-138
20170402,BetOnline,ARI,Greinke,SFO,Bumgarner,Full Game,MONEY LINES,04/02 08:53 AM,,,+125
20170402,BetOnline,SFO,Bumgarner,ARI,Greinke,Full Game,MONEY LINES,04/02 08:53 AM,,,-136
20170402,BetOnline,ARI,Greinke,SFO,Bumgarner,Full Game,MONEY LINES,04/02 08:53 AM,,,+123
20170402,BetOnline,SFO,Bumgarner,ARI,Greinke,Full Game,MONEY LINES,04/02 08:56 AM,,,-138
20170402,BetOnline,ARI,Greinke,SFO,Bumgarner,Full Game,MONEY LINES,04/02 08:56 AM,,,+125
20170402,BetOnline,SFO,Bumgarner,ARI,Greinke,Full Game,MONEY LINES,04/02 08:57 AM,,,-136
20170402,BetOnline,ARI,Greinke,SFO,Bumgarner,Full Game,MONEY LINES,04/02 08:57 AM,,,+123
20170402,BetOnline,SFO,Bumgarner,ARI,Greinke,Full Game,MONEY LINES,04/02 08:58 AM,,,-138
20170402,BetOnline,ARI,Greinke,SFO,Bumgarner,Full Game,MONEY LINES,04/02 08:58 AM,,,+125
20170402,BetOnline,SFO,Bumgarner,ARI,Greinke,Full Game,MONEY LINES,04/02 08:59 AM,,,-136
20170402,BetOnline,ARI,Greinke,SFO,Bumgarner,Full Game,MONEY LINES,04/02 08:59 AM,,,+123
20170402,BetOnline,SFO,Bumgarner,ARI,Greinke,Full Game,MONEY LINES,04/02 10:38 AM,,,-137
20170402,BetOnline,ARI,Greinke,SFO,Bumgarner,Full Game,MONEY LINES,04/02 10:38 AM,,,+124
20170402,BetOnline,SFO,Bumgarner,ARI,Greinke,Full Game,MONEY LINES,04/02 10:40 AM,,,-136
20170402,BetOnline,ARI,Greinke,SFO,Bumgarner,Full Game,MONEY LINES,04/02 10:40 AM,,,+123
20170402,BetOnline,SFO,Bumgarner,ARI,Greinke,Full Game,MONEY LINES,04/02 10:43 AM,,,-137
20170402,BetOnline,ARI,Greinke,SFO,Bumgarner,Full Game,MONEY LINES,04/02 10:43 AM,,,+124
20170402,BetOnline,SFO,Bumgarner,ARI,Greinke,Full Game,MONEY LINES,04/02 10:45 AM,,,-136
20170402,BetOnline,ARI,Greinke,SFO,Bumgarner,Full Game,MONEY LINES,04/02 10:45 AM,,,+123
20170402,BetOnline,SFO,Bumgarner,ARI,Greinke,Full Game,MONEY LINES,04/02 10:46 AM,,,-137
20170402,BetOnline,ARI,Greinke,SFO,Bumgarner,Full Game,MONEY LINES,04/02 10:46 AM,,,+124
20170402,BetOnline,SFO,Bumgarner,ARI,Greinke,Full Game,MONEY LINES,04/02 10:52 AM,,,-138
20170402,BetOnline,ARI,Greinke,SFO,Bumgarner,Full Game,MONEY LINES,04/02 10:52 AM,,,+125
20170402,BetOnline,SFO,Bumgarner,ARI,Greinke,Full Game,MONEY LINES,04/02 10:53 AM,,,-137
20170402,BetOnline,ARI,Greinke,SFO,Bumgarner,Full Game,MONEY LINES,04/02 10:53 AM,,,+124
20170402,BetOnline,SFO,Bumgarner,ARI,Greinke,Full Game,MONEY LINES,04/02 10:53 AM,,,-138
20170402,BetOnline,ARI,Greinke,SFO,Bumgarner,Full Game,MONEY LINES,04/02 10:53 AM,,,+125
20170402,BetOnline,SFO,Bumgarner,ARI,Greinke,Full Game,MONEY LINES,04/02 10:59 AM,,,-137
20170402,BetOnline,ARI,Greinke,SFO,Bumgarner,Full Game,MONEY LINES,04/02 10:59 AM,,,+124
20170402,BetOnline,SFO,Bumgarner,ARI,Greinke,Full Game,MONEY LINES,04/02 11:00 AM,,,-138
20170402,BetOnline,ARI,Greinke,SFO,Bumgarner,Full Game,MONEY LINES,04/02 11:00 AM,,,+125
20170402,BetOnline,SFO,Bumgarner,ARI,Greinke,Full Game,MONEY LINES,04/02 11:01 AM,,,-142
20170402,BetOnline,ARI,Greinke,SFO,Bumgarner,Full Game,MONEY LINES,04/02 11:01 AM,,,+128
20170402,BetOnline,SFO,Bumgarner,ARI,Greinke,Full Game,MONEY LINES,04/02 11:02 AM,,,-138
20170402,BetOnline,ARI,Greinke,SFO,Bumgarner,Full Game,MONEY LINES,04/02 11:02 AM,,,+125
20170402,BetOnline,SFO,Bumgarner,ARI,Greinke,Full Game,MONEY LINES,04/02 11:03 AM,,,-142
20170402,BetOnline,ARI,Greinke,SFO,Bumgarner,Full Game,MONEY LINES,04/02 11:03 AM,,,+128
20170402,BetOnline,SFO,Bumgarner,ARI,Greinke,Full Game,MONEY LINES,04/02 11:04 AM,,,-138
20170402,BetOnline,ARI,Greinke,SFO,Bumgarner,Full Game,MONEY LINES,04/02 11:04 AM,,,+125
20170402,BetOnline,SFO,Bumgarner,ARI,Greinke,Full Game,MONEY LINES,04/02 11:04 AM,,,-142
20170402,BetOnline,ARI,Greinke,SFO,Bumgarner,Full Game,MONEY LINES,04/02 11:04 AM,,,+128
20170402,BetOnline,SFO,Bumgarner,ARI,Greinke,Full Game,MONEY LINES,04/02 11:05 AM,,,-138
20170402,BetOnline,ARI,Greinke,SFO,Bumgarner,Full Game,MONEY LINES,04/02 11:05 AM,,,+125
20170402,BetOnline,SFO,Bumgarner,ARI,Greinke,Full Game,MONEY LINES,04/02 11:06 AM,,,-142
20170402,BetOnline,ARI,Greinke,SFO,Bumgarner,Full Game,MONEY LINES,04/02 11:06 AM,,,+128
20170402,BetOnline,SFO,Bumgarner,ARI,Greinke,Full Game,MONEY LINES,04/02 11:06 AM,,,-138
20170402,BetOnline,ARI,Greinke,SFO,Bumgarner,Full Game,MONEY LINES,04/02 11:06 AM,,,+125
20170402,BetOnline,SFO,Bumgarner,ARI,Greinke,Full Game,MONEY LINES,04/02 11:09 AM,,,-142
20170402,BetOnline,ARI,Greinke,SFO,Bumgarner,Full Game,MONEY LINES,04/02 11:09 AM,,,+128
20170402,BetOnline,SFO,Bumgarner,ARI,Greinke,Full Game,MONEY LINES,04/02 11:11 AM,,,-138
20170402,BetOnline,ARI,Greinke,SFO,Bumgarner,Full Game,MONEY LINES,04/02 11:11 AM,,,+125
20170402,BetOnline,SFO,Bumgarner,ARI,Greinke,Full Game,MONEY LINES,04/02 11:12 AM,,,-142
20170402,BetOnline,ARI,Greinke,SFO,Bumgarner,Full Game,MONEY LINES,04/02 11:12 AM,,,+128
20170402,BetOnline,SFO,Bumgarner,ARI,Greinke,Full Game,MONEY LINES,04/02 11:15 AM,,,-143
20170402,BetOnline,ARI,Greinke,SFO,Bumgarner,Full Game,MONEY LINES,04/02 11:15 AM,,,+129
20170402,BetOnline,SFO,Bumgarner,ARI,Greinke,Full Game,MONEY LINES,04/02 11:16 AM,,,-142
20170402,BetOnline,ARI,Greinke,SFO,Bumgarner,Full Game,MONEY LINES,04/02 11:16 AM,,,+128
20170402,BetOnline,SFO,Bumgarner,ARI,Greinke,Full Game,MONEY LINES,04/02 11:16 AM,,,-143
20170402,BetOnline,ARI,Greinke,SFO,Bumgarner,Full Game,MONEY LINES,04/02 11:16 AM,,,+129
20170402,BetOnline,SFO,Bumgarner,ARI,Greinke,Full Game,MONEY LINES,04/02 11:17 AM,,,-145
20170402,BetOnline,ARI,Greinke,SFO,Bumgarner,Full Game,MONEY LINES,04/02 11:17 AM,,,+131
20170402,BetOnline,SFO,Bumgarner,ARI,Greinke,Full Game,MONEY LINES,04/02 11:24 AM,,,-143
20170402,BetOnline,ARI,Greinke,SFO,Bumgarner,Full Game,MONEY LINES,04/02 11:24 AM,,,+129
20170402,BetOnline,SFO,Bumgarner,ARI,Greinke,Full Game,MONEY LINES,04/02 11:25 AM,,,-145
20170402,BetOnline,ARI,Greinke,SFO,Bumgarner,Full Game,MONEY LINES,04/02 11:25 AM,,,+131
20170402,BetOnline,SFO,Bumgarner,ARI,Greinke,Full Game,MONEY LINES,04/02 11:26 AM,,,-143
20170402,BetOnline,ARI,Greinke,SFO,Bumgarner,Full Game,MONEY LINES,04/02 11:26 AM,,,+129
20170402,BetOnline,SFO,Bumgarner,ARI,Greinke,Full Game,MONEY LINES,04/02 11:26 AM,,,-145
20170402,BetOnline,ARI,Greinke,SFO,Bumgarner,Full Game,MONEY LINES,04/02 11:26 AM,,,+131
20170402,BetOnline,SFO,Bumgarner,ARI,Greinke,Full Game,MONEY LINES,04/02 11:27 AM,,,-143
20170402,BetOnline,ARI,Greinke,SFO,Bumgarner,Full Game,MONEY LINES,04/02 11:27 AM,,,+129
20170402,BetOnline,SFO,Bumgarner,ARI,Greinke,Full Game,MONEY LINES,04/02 11:28 AM,,,-145
20170402,BetOnline,ARI,Greinke,SFO,Bumgarner,Full Game,MONEY LINES,04/02 11:28 AM,,,+131
20170402,BetOnline,SFO,Bumgarner,ARI,Greinke,Full Game,MONEY LINES,04/02 11:40 AM,,,-147
20170402,BetOnline,ARI,Greinke,SFO,Bumgarner,Full Game,MONEY LINES,04/02 11:40 AM,,,+133
20170402,BetOnline,SFO,Bumgarner,ARI,Greinke,Full Game,MONEY LINES,04/02 11:41 AM,,,-145
20170402,BetOnline,ARI,Greinke,SFO,Bumgarner,Full Game,MONEY LINES,04/02 11:41 AM,,,+131
20170402,BetOnline,SFO,Bumgarner,ARI,Greinke,Full Game,MONEY LINES,04/02 11:41 AM,,,-147
20170402,BetOnline,ARI,Greinke,SFO,Bumgarner,Full Game,MONEY LINES,04/02 11:41 AM,,,+133
20170402,BetOnline,SFO,Bumgarner,ARI,Greinke,Full Game,MONEY LINES,04/02 11:42 AM,,,-145
20170402,BetOnline,ARI,Greinke,SFO,Bumgarner,Full Game,MONEY LINES,04/02 11:42 AM,,,+131
20170402,BetOnline,SFO,Bumgarner,ARI,Greinke,Full Game,MONEY LINES,04/02 11:43 AM,,,-147
20170402,BetOnline,ARI,Greinke,SFO,Bumgarner,Full Game,MONEY LINES,04/02 11:43 AM,,,+133
20170402,BetOnline,SFO,Bumgarner,ARI,Greinke,Full Game,MONEY LINES,04/02 11:45 AM,,,-145
20170402,BetOnline,ARI,Greinke,SFO,Bumgarner,Full Game,MONEY LINES,04/02 11:45 AM,,,+131
20170402,BetOnline,SFO,Bumgarner,ARI,Greinke,Full Game,MONEY LINES,04/02 11:46 AM,,,-150
20170402,BetOnline,ARI,Greinke,SFO,Bumgarner,Full Game,MONEY LINES,04/02 11:46 AM,,,+135
20170402,BetOnline,SFO,Bumgarner,ARI,Greinke,Full Game,MONEY LINES,04/02 11:47 AM,,,-145
20170402,BetOnline,ARI,Greinke,SFO,Bumgarner,Full Game,MONEY LINES,04/02 11:47 AM,,,+131
20170402,BetOnline,SFO,Bumgarner,ARI,Greinke,Full Game,MONEY LINES,04/02 11:48 AM,,,-150
20170402,BetOnline,ARI,Greinke,SFO,Bumgarner,Full Game,MONEY LINES,04/02 11:48 AM,,,+135
20170402,BetOnline,SFO,Bumgarner,ARI,Greinke,Full Game,MONEY LINES,04/02 11:49 AM,,,-147
20170402,BetOnline,ARI,Greinke,SFO,Bumgarner,Full Game,MONEY LINES,04/02 11:49 AM,,,+133
20170402,BetOnline,SFO,Bumgarner,ARI,Greinke,Full Game,MONEY LINES,04/02 11:50 AM,,,-150
20170402,BetOnline,ARI,Greinke,SFO,Bumgarner,Full Game,MONEY LINES,04/02 11:50 AM,,,+135
20170402,BetOnline,SFO,Bumgarner,ARI,Greinke,Full Game,MONEY LINES,04/02 11:50 AM,,,-145
20170402,BetOnline,ARI,Greinke,SFO,Bumgarner,Full Game,MONEY LINES,04/02 11:50 AM,,,+131
20170402,BetOnline,SFO,Bumgarner,ARI,Greinke,Full Game,MONEY LINES,04/02 11:51 AM,,,-150
20170402,BetOnline,ARI,Greinke,SFO,Bumgarner,Full Game,MONEY LINES,04/02 11:51 AM,,,+135
20170402,BetOnline,SFO,Bumgarner,ARI,Greinke,Full Game,MONEY LINES,04/02 11:58 AM,,,-147
20170402,BetOnline,ARI,Greinke,SFO,Bumgarner,Full Game,MONEY LINES,04/02 11:58 AM,,,+133
20170402,BetOnline,SFO,Bumgarner,ARI,Greinke,Full Game,MONEY LINES,04/02 11:59 AM,,,-150
20170402,BetOnline,ARI,Greinke,SFO,Bumgarner,Full Game,MONEY LINES,04/02 11:59 AM,,,+135
20170402,BetOnline,SFO,Bumgarner,ARI,Greinke,Full Game,MONEY LINES,04/02 11:59 AM,,,-147
20170402,BetOnline,ARI,Greinke,SFO,Bumgarner,Full Game,MONEY LINES,04/02 11:59 AM,,,+133
20170402,BetOnline,SFO,Bumgarner,ARI,Greinke,Full Game,MONEY LINES,04/02 12:00 PM,,,-150
20170402,BetOnline,ARI,Greinke,SFO,Bumgarner,Full Game,MONEY LINES,04/02 12:00 PM,,,+135
20170402,BetOnline,SFO,Bumgarner,ARI,Greinke,Full Game,MONEY LINES,04/02 12:02 PM,,,-145
20170402,BetOnline,ARI,Greinke,SFO,Bumgarner,Full Game,MONEY LINES,04/02 12:02 PM,,,+131
20170402,BetOnline,SFO,Bumgarner,ARI,Greinke,Full Game,MONEY LINES,04/02 12:04 PM,,,-150
20170402,BetOnline,ARI,Greinke,SFO,Bumgarner,Full Game,MONEY LINES,04/02 12:04 PM,,,+135
20170402,BetOnline,SFO,Bumgarner,ARI,Greinke,Full Game,MONEY LINES,04/02 12:06 PM,,,-145
20170402,BetOnline,ARI,Greinke,SFO,Bumgarner,Full Game,MONEY LINES,04/02 12:06 PM,,,+131
20170402,BetOnline,SFO,Bumgarner,ARI,Greinke,Full Game,MONEY LINES,04/02 12:07 PM,,,-150
20170402,BetOnline,ARI,Greinke,SFO,Bumgarner,Full Game,MONEY LINES,04/02 12:07 PM,,,+135
20170402,BetOnline,SFO,Bumgarner,ARI,Greinke,Full Game,MONEY LINES,04/02 12:08 PM,,,-145
20170402,BetOnline,ARI,Greinke,SFO,Bumgarner,Full Game,MONEY LINES,04/02 12:08 PM,,,+131
20170402,BetOnline,SFO,Bumgarner,ARI,Greinke,Full Game,MONEY LINES,04/02 12:10 PM,,,-150
20170402,BetOnline,ARI,Greinke,SFO,Bumgarner,Full Game,MONEY LINES,04/02 12:10 PM,,,+135
20170402,BetOnline,SFO,Bumgarner,ARI,Greinke,Full Game,MONEY LINES,04/02 12:12 PM,,,-145
20170402,BetOnline,ARI,Greinke,SFO,Bumgarner,Full Game,MONEY LINES,04/02 12:12 PM,,,+131
20170402,BetOnline,SFO,Bumgarner,ARI,Greinke,Full Game,MONEY LINES,04/02 12:27 PM,,,-146
20170402,BetOnline,ARI,Greinke,SFO,Bumgarner,Full Game,MONEY LINES,04/02 12:27 PM,,,+132
20170402,BetOnline,SFO,Bumgarner,ARI,Greinke,Full Game,MONEY LINES,04/02 12:28 PM,,,-145
20170402,BetOnline,ARI,Greinke,SFO,Bumgarner,Full Game,MONEY LINES,04/02 12:28 PM,,,+131
20170402,BetOnline,SFO,Bumgarner,ARI,Greinke,Full Game,MONEY LINES,04/02 12:28 PM,,,-146
20170402,BetOnline,ARI,Greinke,SFO,Bumgarner,Full Game,MONEY LINES,04/02 12:28 PM,,,+132
20170402,BetOnline,SFO,Bumgarner,ARI,Greinke,Full Game,MONEY LINES,04/02 12:29 PM,,,-145
20170402,BetOnline,ARI,Greinke,SFO,Bumgarner,Full Game,MONEY LINES,04/02 12:29 PM,,,+131
20170402,BetOnline,SFO,Bumgarner,ARI,Greinke,Full Game,MONEY LINES,04/02 12:30 PM,,,-146
20170402,BetOnline,ARI,Greinke,SFO,Bumgarner,Full Game,MONEY LINES,04/02 12:30 PM,,,+132
20170402,BetOnline,SFO,Bumgarner,ARI,Greinke,Full Game,MONEY LINES,04/02 12:31 PM,,,-145
20170402,BetOnline,ARI,Greinke,SFO,Bumgarner,Full Game,MONEY LINES,04/02 12:31 PM,,,+131
20170402,BetOnline,SFO,Bumgarner,ARI,Greinke,Full Game,MONEY LINES,04/02 12:32 PM,,,-146
20170402,BetOnline,ARI,Greinke,SFO,Bumgarner,Full Game,MONEY LINES,04/02 12:32 PM,,,+132
20170402,BetOnline,SFO,Bumgarner,ARI,Greinke,Full Game,MONEY LINES,04/02 12:34 PM,,,-145
20170402,BetOnline,ARI,Greinke,SFO,Bumgarner,Full Game,MONEY LINES,04/02 12:34 PM,,,+131
20170402,BetOnline,SFO,Bumgarner,ARI,Greinke,Full Game,MONEY LINES,04/02 12:36 PM,,,-146
20170402,BetOnline,ARI,Greinke,SFO,Bumgarner,Full Game,MONEY LINES,04/02 12:36 PM,,,+132
20170402,BetOnline,SFO,Bumgarner,ARI,Greinke,Full Game,MONEY LINES,04/02 12:38 PM,,,-145
20170402,BetOnline,ARI,Greinke,SFO,Bumgarner,Full Game,MONEY LINES,04/02 12:38 PM,,,+131
20170402,BetOnline,SFO,Bumgarner,ARI,Greinke,Full Game,MONEY LINES,04/02 12:39 PM,,,-146
20170402,BetOnline,ARI,Greinke,SFO,Bumgarner,Full Game,MONEY LINES,04/02 12:39 PM,,,+132
20170402,BetOnline,SFO,Bumgarner,ARI,Greinke,Full Game,MONEY LINES,04/02 12:56 PM,,,-147
20170402,BetOnline,ARI,Greinke,SFO,Bumgarner,Full Game,MONEY LINES,04/02 12:56 PM,,,+133
20170402,BetOnline,SFO,Bumgarner,ARI,Greinke,Full Game,MONEY LINES,04/02 12:56 PM,,,-146
20170402,BetOnline,ARI,Greinke,SFO,Bumgarner,Full Game,MONEY LINES,04/02 12:56 PM,,,+132
20170402,BetOnline,SFO,Bumgarner,ARI,Greinke,Full Game,MONEY LINES,04/02 12:57 PM,,,-147
20170402,BetOnline,ARI,Greinke,SFO,Bumgarner,Full Game,MONEY LINES,04/02 12:57 PM,,,+133
20170402,BetOnline,SFO,Bumgarner,ARI,Greinke,Full Game,MONEY LINES,04/02 12:58 PM,,,-146
20170402,BetOnline,ARI,Greinke,SFO,Bumgarner,Full Game,MONEY LINES,04/02 12:58 PM,,,+132
20170402,BetOnline,SFO,Bumgarner,ARI,Greinke,Full Game,MONEY LINES,04/02 01:03 PM,,,-147
20170402,BetOnline,ARI,Greinke,SFO,Bumgarner,Full Game,MONEY LINES,04/02 01:03 PM,,,+133
20170402,BetOnline,SFO,Bumgarner,ARI,Greinke,Full Game,MONEY LINES,04/02 01:04 PM,,,-146
20170402,BetOnline,ARI,Greinke,SFO,Bumgarner,Full Game,MONEY LINES,04/02 01:04 PM,,,+132
20170402,BetOnline,SFO,Bumgarner,ARI,Greinke,Full Game,MONEY LINES,04/02 01:04 PM,,,-147
20170402,BetOnline,ARI,Greinke,SFO,Bumgarner,Full Game,MONEY LINES,04/02 01:04 PM,,,+133
20170402,BetOnline,SFO,Bumgarner,ARI,Greinke,Full Game,MONEY LINES,04/02 03:20 PM,,,-146
20170402,BetOnline,ARI,Greinke,SFO,Bumgarner,Full Game,MONEY LINES,04/02 03:20 PM,,,+132
20170402,BetOnline,SFO,Bumgarner,ARI,Greinke,Full Game,MONEY LINES,04/02 03:21 PM,,,-147
20170402,BetOnline,ARI,Greinke,SFO,Bumgarner,Full Game,MONEY LINES,04/02 03:21 PM,,,+133
20170402,BetOnline,SFO,Bumgarner,ARI,Greinke,Full Game,MONEY LINES,04/02 03:21 PM,,,-146
20170402,BetOnline,ARI,Greinke,SFO,Bumgarner,Full Game,MONEY LINES,04/02 03:21 PM,,,+132
20170402,BetOnline,SFO,Bumgarner,ARI,Greinke,Full Game,MONEY LINES,04/02 03:22 PM,,,-147
20170402,BetOnline,ARI,Greinke,SFO,Bumgarner,Full Game,MONEY LINES,04/02 03:22 PM,,,+133
20170402,BetOnline,SFO,Bumgarner,ARI,Greinke,Full Game,MONEY LINES,04/02 03:23 PM,,,-146
20170402,BetOnline,ARI,Greinke,SFO,Bumgarner,Full Game,MONEY LINES,04/02 03:23 PM,,,+132
20170402,BetOnline,SFO,Bumgarner,ARI,Greinke,Full Game,MONEY LINES,04/02 03:23 PM,,,-147
20170402,BetOnline,ARI,Greinke,SFO,Bumgarner,Full Game,MONEY LINES,04/02 03:23 PM,,,+133
