game_id,season,week,date,time,team_org,opponent_team_org,team,opponent_team,points,opponent_points,points_difference,spread,win_against_spread,spread_percentage_sbr,moneyline_team,moneyline_opponent,total_team,total_opponent,spread_percentage_sportsplays,spread_percentage_vegas
,,,20150405,8:05p,,,STL,CHC,3,0,3,+1.5,1,51%,+100,-110,,,43%,41%
,,,20150405,8:05p,,,CHC,STL,0,3,-3,-1.5,0,49%,-110,+100,,,57%,59%
,,,20150406,2:10p,,,COL,MIL,10,0,10,+1.5,1,39%,+132,-142,,,31%,28%
,,,20150406,2:10p,,,MIL,COL,0,10,-10,-1.5,0,61%,-142,+132,,,69%,72%
,,,20150406,4:05p,,,NYM,WSH,3,1,2,+1.5,1,31%,+155,-165,,,18%,11%
,,,20150406,4:05p,,,WSH,NYM,1,3,-2,-1.5,0,69%,-165,+155,,,82%,89%
,,,20150406,4:10p,,,ATL,MIA,2,1,1,+1.5,1,36%,+135,-145,,,21%,1%
,,,20150406,4:10p,,,MIA,ATL,1,2,-1,-1.5,0,65%,-145,+135,,,79%,99%
,,,20150406,4:10p,,,PIT,CIN,2,5,-3,+1.5,0,41%,+105,-115,,,28%,1%
,,,20150406,4:10p,,,CIN,PIT,5,2,3,-1.5,1,59%,-115,+105,,,72%,99%
,,,20150406,4:10p,,,SD,LAD,3,6,-3,+1.5,0,35%,+180,-190,,,19%,16%
,,,20150406,4:10p,,,LAD,SD,6,3,3,-1.5,1,65%,-190,+180,,,81%,84%
,,,20150406,10:10p,,,SF,ARI,5,4,1,-1.5,1,61%,-137,+127,,,75%,88%
,,,20150406,10:10p,,,ARI,SF,4,5,-1,1.5,0,39%,+127,-137,,,25%,12%
,,,20150406,1:05p,,,TOR,NYY,6,1,5,+1.5,1,44%,+119,-129,,,35%,40%
,,,20150406,1:05p,,,NYY,TOR,1,6,-5,-1.5,0,56%,-129,+119,,,65%,60%
,,,20150406,1:08p,,,MIN,DET,0,4,-4,+1.5,0,33%,+140,-150,,,17%,11%
,,,20150406,1:08p,,,DET,MIN,4,0,4,-1.5,1,67%,-150,+140,,,83%,89%
,,,20150406,3:10p,,,BAL,TB,6,2,4,+1.5,1,55%,+112,-122,,,52%,24%
,,,20150406,3:10p,,,TB,BAL,2,6,-4,-1.5,0,45%,-122,+112,,,48%,76%
,,,20150406,4:10p,,,CWS,KC,1,10,-9,+1.5,0,41%,+109,-119,,,NaN
,,,20150406,4:10p,,,KC,CWS,10,1,9,-1.5,1,59%,-119,+109,,,88%
,,,20150406,4:10p,,,LAA,SEA,1,4,-3,+1.5,0,37%,+145,-155,,,26%,9%
,,,20150406,4:10p,,,SEA,LAA,4,1,3,-1.5,1,63%,-155,+145,,,74%,91%
,,,20150406,7:10p,,,CLE,HOU,0,2,-2,-1.5,0,60%,-108,-102,,,65%,59%
,,,20150406,7:10p,,,HOU,CLE,2,0,2,1.5,1,40%,-102,-108,,,35%,41%
,,,20150406,10:05p,,,TEX,OAK,0,8,-8,+1.5,0,35%,+143,-153,,,21%,9%
,,,20150406,10:05p,,,OAK,TEX,8,0,8,-1.5,1,65%,-153,+143,,,79%,91%
,,,20150406,3:05p,,,BOS,PHI,8,0,8,-1.5,1,59%,-105,-105,,,NaN
,,,20150406,3:05p,,,PHI,BOS,0,8,-8,1.5,0,41%,-105,-105,,,42%
,,,20150407,7:10p,,,ATL,MIA,12,2,10,+1.5,1,44%,+124,-134,,,42%,57%
,,,20150407,7:10p,,,MIA,ATL,2,12,-10,-1.5,0,56%,-134,+124,,,58%,43%
,,,20150407,8:10p,,,COL,MIL,5,2,3,+1.5,1,46%,+110,-120,,,32%,38%
,,,20150407,8:10p,,,MIL,COL,2,5,-3,-1.5,0,54%,-120,+110,,,68%,62%
,,,20150407,9:40p,,,SF,ARI,6,7,-1,-1.5,0,53%,-108,-102,,,51%,82%
,,,20150407,9:40p,,,ARI,SF,7,6,1,1.5,1,47%,-102,-108,,,49%,18%
,,,20150407,10:10p,,,SD,LAD,7,3,4,+1.5,1,37%,+130,-140,,,27%,20%
,,,20150407,10:10p,,,LAD,SD,3,7,-4,-1.5,0,63%,-140,+130,,,73%,80%
,,,20150407,7:10p,,,BAL,TB,6,5,1,-1.5,1,63%,-113,+103,,,77%,90%
,,,20150407,7:10p,,,TB,BAL,5,6,-1,1.5,0,37%,+103,-113,,,23%,10%
,,,20150407,10:05p,,,TEX,OAK,3,1,2,+1.5,1,32%,+148,-158,,,19%,3%
,,,20150407,10:05p,,,OAK,TEX,1,3,-2,-1.5,0,68%,-158,+148,,,81%,97%
,,,20150407,10:10p,,,LAA,SEA,2,0,2,+1.5,1,45%,+108,-118,,,35%,15%
,,,20150407,10:10p,,,SEA,LAA,0,2,-2,-1.5,0,55%,-118,+108,,,65%,85%
,,,20150408,2:20p,,,STL,CHC,0,2,-2,-1.5,0,46%,-105,-105,,,48%,41%
,,,20150408,2:20p,,,CHC,STL,2,0,2,1.5,1,54%,-105,-105,,,52%,59%
,,,20150408,7:05p,,,NYM,WSH,1,2,-1,+1.5,0,33%,+124,-134,,,23%,14%
,,,20150408,7:05p,,,WSH,NYM,2,1,1,-1.5,1,67%,-134,+124,,,77%,86%
,,,20150408,7:10p,,,ATL,MIA,2,0,2,+1.5,1,43%,+118,-128,,,32%,10%
,,,20150408,7:10p,,,MIA,ATL,0,2,-2,-1.5,0,57%,-128,+118,,,68%,90%
,,,20150408,7:10p,,,PIT,CIN,4,5,-1,-1.5,0,58%,-120,+110,,,55%,40%
,,,20150408,7:10p,,,CIN,PIT,5,4,1,1.5,1,42%,+110,-120,,,45%,60%
,,,20150408,8:10p,,,COL,MIL,5,4,1,+1.5,1,40%,+116,-126,,,29%,29%
,,,20150408,8:10p,,,MIL,COL,4,5,-1,-1.5,0,60%,-126,+116,,,71%,71%
,,,20150408,9:40p,,,SF,ARI,5,2,3,+1.5,1,53%,+104,-114,,,51%,13%
,,,20150408,9:40p,,,ARI,SF,2,5,-3,-1.5,0,47%,-114,+104,,,49%,87%
,,,20150408,10:10p,,,SD,LAD,4,7,-3,+1.5,0,47%,+112,-122,,,40%,35%
,,,20150408,10:10p,,,LAD,SD,7,4,3,-1.5,1,53%,-122,+112,,,60%,65%
,,,20150408,1:08p,,,MIN,DET,0,11,-11,+1.5,0,32%,+151,-161,,,23%,29%
,,,20150408,1:08p,,,DET,MIN,11,0,11,-1.5,1,68%,-161,+151,,,77%,71%
,,,20150408,7:05p,,,TOR,NYY,3,4,-1,+1.5,0,39%,+114,-124,,,18%,6%
,,,20150408,7:05p,,,NYY,TOR,4,3,1,-1.5,1,61%,-124,+114,,,82%,94%
,,,20150408,7:10p,,,BAL,TB,0,2,-2,+1.5,0,59%,-103,-107,,,47%,28%
,,,20150408,7:10p,,,TB,BAL,2,0,2,-1.5,1,41%,-107,-103,,,53%,72%
,,,20150408,8:10p,,,CWS,KC,5,7,-2,+1.5,0,35%,+106,-116,,,NaN
,,,20150408,8:10p,,,KC,CWS,7,5,2,-1.5,1,65%,-116,+106,,,88%
,,,20150408,8:10p,,,CLE,HOU,2,0,2,-1.5,1,65%,-116,+106,,,82%,91%
,,,20150408,8:10p,,,HOU,CLE,0,2,-2,1.5,0,35%,+106,-116,,,18%,9%
,,,20150408,10:05p,,,TEX,OAK,0,10,-10,+1.5,0,36%,+140,-150,,,19%,11%
,,,20150408,10:05p,,,OAK,TEX,10,0,10,-1.5,1,64%,-150,+140,,,81%,89%
,,,20150408,10:10p,,,LAA,SEA,5,3,2,+1.5,1,44%,+114,-124,,,31%,50%
,,,20150408,10:10p,,,SEA,LAA,3,5,-2,-1.5,0,56%,-124,+114,,,69%,50%
,,,20150408,7:05p,,,BOS,PHI,2,4,-2,-1.5,0,68%,-134,+124,,,NaN
,,,20150408,7:05p,,,PHI,BOS,4,2,2,1.5,1,32%,+124,-134,,,8%
,,,20150409,12:35p,,,PIT,CIN,2,3,-1,-1.5,0,55%,-109,-101,,,69%,92%
,,,20150409,12:35p,,,CIN,PIT,3,2,1,1.5,1,45%,-101,-109,,,31%,8%
,,,20150409,1:05p,,,NYM,WSH,6,3,3,+1.5,1,39%,-101,-109,,,34%,32%
,,,20150409,1:05p,,,WSH,NYM,3,6,-3,-1.5,0,61%,-109,-101,,,66%,68%
,,,20150409,1:05p,,,NYM,WSH,6,3,3,+1.5,1,39%,-101,-109,,,34%,32%
,,,20150409,1:05p,,,WSH,NYM,3,6,-3,-1.5,0,61%,-109,-101,,,66%,68%
,,,20150409,1:05p,,,NYM,WSH,6,3,3,+1.5,1,39%,-101,-109,,,34%,32%,+115,-125,,,34%,32%
,,,20150409,1:05p,,,WSH,NYM,3,6,-3,-1.5,0,61%,-109,-101,,,66%,68%,-125,+115,,,66%,68%
,,,20150409,1:08p,,,MIN,DET,1,7,-6,+1.5,0,33%,+124,-134,,,23%,22%
,,,20150409,1:08p,,,DET,MIN,7,1,6,-1.5,1,67%,-134,+124,,,77%,78%
,,,20150409,2:10p,,,CWS,KC,1,4,-3,+1.5,0,42%,+123,-133,,,NaN
,,,20150409,2:10p,,,KC,CWS,4,1,3,-1.5,1,58%,-133,+123,,,74%
,,,20150409,2:10p,,,CLE,HOU,5,1,4,-1.5,1,54%,-106,-104,,,59%,90%
,,,20150409,2:10p,,,HOU,CLE,1,5,-4,1.5,0,46%,-104,-106,,,41%,10%
,,,20150409,3:35p,,,TEX,OAK,10,1,9,+1.5,1,32%,+140,-150,,,15%,5%
,,,20150409,3:35p,,,OAK,TEX,1,10,-9,-1.5,0,68%,-150,+140,,,85%,95%
,,,20150409,7:05p,,,TOR,NYY,6,3,3,-1.5,1,54%,-130,+120,,,49%,24%
,,,20150409,7:05p,,,NYY,TOR,3,6,-3,1.5,0,47%,+120,-130,,,51%,76%
,,,20150409,7:05p,,,BOS,PHI,6,2,4,-1.5,1,61%,-126,+116,,,NaN
,,,20150409,7:05p,,,PHI,BOS,2,6,-4,1.5,0,39%,+116,-126,,,13%
,,,20150410,4:10p,,,CHC,COL,1,5,-4,+1.5,0,39%,+126,-136,,,26%,11%
,,,20150410,4:10p,,,COL,CHC,5,1,4,-1.5,1,61%,-136,+126,,,74%,89%
,,,20150410,7:05p,,,WSH,PHI,1,4,-3,-1.5,0,68%,-159,+149,,,80%,88%
,,,20150410,7:05p,,,PHI,WSH,4,1,3,1.5,1,32%,+149,-159,,,20%,12%
,,,20150410,7:10p,,,STL,CIN,4,5,-1,-1.5,0,56%,-126,+116,,,70%,68%
,,,20150410,7:10p,,,CIN,STL,5,4,1,1.5,1,44%,+116,-126,,,30%,32%
,,,20150410,7:35p,,,NYM,ATL,3,5,-2,-1.5,0,50%,-115,+105,,,50%,37%
,,,20150410,7:35p,,,ATL,NYM,5,3,2,1.5,1,50%,+105,-115,,,50%,63%
,,,20150410,8:10p,,,PIT,MIL,6,2,4,+1.5,1,43%,+123,-133,,,37%,13%
,,,20150410,8:10p,,,MIL,PIT,2,6,-4,-1.5,0,57%,-133,+123,,,63%,87%
,,,20150410,9:40p,,,LAD,ARI,3,4,-1,-1.5,0,55%,-114,+104,,,72%,79%
,,,20150410,9:40p,,,ARI,LAD,4,3,1,1.5,1,45%,+104,-114,,,28%,21%
,,,20150410,10:10p,,,SF,SD,0,1,-1,+1.5,0,41%,+106,-116,,,38%,20%
,,,20150410,10:10p,,,SD,SF,1,0,1,-1.5,1,59%,-116,+106,,,62%,80%
,,,20150410,3:05p,,,TOR,BAL,12,5,7,+1.5,1,36%,+105,-115,,,27%,30%
,,,20150410,3:05p,,,BAL,TOR,5,12,-7,-1.5,0,64%,-115,+105,,,73%,70%
,,,20150410,4:10p,,,DET,CLE,8,4,4,+1.5,1,51%,+110,-120,,,51%,30%
,,,20150410,4:10p,,,CLE,DET,4,8,-4,-1.5,0,49%,-120,+110,,,49%,70%
,,,20150410,4:05p,,,HOU,TEX,5,1,4,+1.5,1,39%,+101,-111,,,33%,7%
,,,20150410,4:05p,,,TEX,HOU,1,5,-4,-1.5,0,61%,-111,+101,,,67%,93%
