game_id,season,week,date,time,team_org,opponent_team_org,team,opponent_team,points,opponent_points,points_difference,spread,win_against_spread,spread_percentage_sbr,moneyline_team,moneyline_opponent,total_team,total_opponent,spread_percentage_sportsplays,spread_percentage_vegas
game_id,season,week,date,time,team_org,opponent_team_org,team,opponent_team,points,opponent_points,points_difference,spread,win_against_spread,spread_percentage_sbr,moneyline_team,moneyline_opponent,total_team,total_opponent,spread_percentage_sportsplays,spread_percentage_vegas
,,,20120822,2:10p,,,CHC,MIL,2,3,-1,+1.5,0,30%,+205,-225,,,29%,NaN
,,,20120822,2:10p,,,MIL,CHC,3,2,1,-1.5,1,70%,-225,+205,,,71%,NaN
,,,20120822,6:35p,,,PIT,SD,2,4,-2,-1.5,0,70%,-157,+147,,,84%,NaN
,,,20120822,6:35p,,,SD,PIT,4,2,2,1.5,1,30%,+147,-157,,,16%,NaN
,,,20120822,7:05p,,,CIN,PHI,3,2,1,+1.5,1,49%,-101,-109,,,54%,NaN
,,,20120822,7:05p,,,PHI,CIN,2,3,-1,-1.5,0,51%,-109,-101,,,46%,NaN
,,,20120822,7:05p,,,ATL,WSH,5,1,4,-1.5,1,62%,-105,-105,,,46%,NaN
,,,20120822,7:05p,,,WSH,ATL,1,5,-4,1.5,0,38%,-105,-105,,,54%,NaN
,,,20120822,7:10p,,,COL,NYM,5,2,3,+1.5,1,39%,+147,-157,,,29%,NaN
,,,20120822,7:10p,,,NYM,COL,2,5,-3,-1.5,0,61%,-157,+147,,,71%,NaN
,,,20120822,8:15p,,,HOU,STL,2,4,-2,+1.5,0,28%,+258,-285,,,12%,NaN
,,,20120822,8:15p,,,STL,HOU,4,2,2,-1.5,1,72%,-285,+258,,,88%,NaN
,,,20120822,9:40p,,,MIA,ARI,0,3,-3,+1.5,0,36%,+178,-188,,,37%,NaN
,,,20120822,9:40p,,,ARI,MIA,3,0,3,-1.5,1,64%,-188,+178,,,63%,NaN
,,,20120822,10:10p,,,SF,LAD,8,4,4,-1.5,1,59%,-103,-107,,,65%,NaN
,,,20120822,10:10p,,,LAD,SF,4,8,-4,1.5,0,41%,-107,-103,,,35%,NaN
,,,20120822,1:10p,,,KC,TB,3,5,-2,+1.5,0,31%,+175,-185,,,20%,NaN
,,,20120822,1:10p,,,TB,KC,5,3,2,-1.5,1,69%,-185,+175,,,80%,NaN
,,,20120822,3:35p,,,MIN,OAK,1,5,-4,+1.5,0,31%,+162,-172,,,14%,NaN
,,,20120822,3:35p,,,OAK,MIN,5,1,4,-1.5,1,69%,-172,+162,,,86%,NaN
,,,20120822,3:40p,,,CLE,SEA,1,3,-2,+1.5,0,36%,+114,-124,,,21%,NaN
,,,20120822,3:40p,,,SEA,CLE,3,1,2,-1.5,1,64%,-124,+114,,,79%,NaN
,,,20120822,7:05p,,,TOR,DET,2,3,-1,+1.5,0,49%,+177,-187,,,29%,NaN
,,,20120822,7:05p,,,DET,TOR,3,2,1,-1.5,1,51%,-187,+177,,,71%,NaN
,,,20120822,7:10p,,,LAA,BOS,7,3,4,-1.5,1,55%,-123,+113,,,NaN
,,,20120822,7:10p,,,BOS,LAA,3,7,-4,1.5,0,45%,+113,-123,,,NaN
,,,20120822,8:05p,,,BAL,TEX,3,12,-9,+1.5,0,30%,+185,-200,,,17%,NaN
,,,20120822,8:05p,,,TEX,BAL,12,3,9,-1.5,1,70%,-200,+185,,,83%,NaN
,,,20120822,8:10p,,,NYY,CWS,1,2,-1,+1.5,0,52%,+114,-124,,,NaN
,,,20120822,8:10p,,,CWS,NYY,2,1,1,-1.5,1,48%,-124,+114,,,NaN
,,,20120822,3:40p,,,MIA,ARI,2,3,-1,+1.5,0,30%,+154,-164,,,37%,NaN
,,,20120822,3:40p,,,ARI,MIA,3,2,1,-1.5,1,70%,-164,+154,,,63%,NaN
,,,20120823,1:10p,,,COL,NYM,1,0,1,+1.5,1,32%,+140,-150,,,22%,NaN
,,,20120823,1:10p,,,NYM,COL,0,1,-1,-1.5,0,68%,-150,+140,,,78%,NaN
,,,20120823,1:45p,,,HOU,STL,5,13,-8,+1.5,0,31%,+280,-310,,,19%,NaN
,,,20120823,1:45p,,,STL,HOU,13,5,8,-1.5,1,69%,-310,+280,,,81%,NaN
,,,20120823,7:05p,,,CIN,PHI,3,4,-1,+1.5,0,39%,-101,-109,,,47%,NaN
,,,20120823,7:05p,,,PHI,CIN,4,3,1,-1.5,1,61%,-109,-101,,,53%,NaN
